符合條件商品
資料日期：2022年  2月  8日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/08),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:30 符合檔數(24)
1	,8028.TW,昇陽半導體,57.5,-2.87,2439,50.5,22.13,14,自連賣
2	,2439.TW,美律,79.5,0.63,452,92.4,-9.66,13,自連賣
3	,2489.TW,瑞軒,9.93,1.02,1113,16.8,-34.06,12,自連賣
4	,1201.TW,味全,19.05,0,164,21.8,-10.44,11,自連賣
5	,2451.TW,創見,66.8,0.45,561,71.4,2.53,11,自連賣
6	,2542.TW,興富發,40.35,-3.93,8630,47.25,2.54,10,自連賣
7	,5014.TW,建錩,18.95,2.16,16605,20.3,0.11,10,自連賣
8	,2329.TW,華泰,17.6,-1.68,1321,23.5,-20.29,9,自連賣
9	,3357.TW,臺慶科,80.1,-0.5,17,122.5,-28.81,9,自連賣
10	,2314.TW,台揚,38.25,-0.13,479,65.5,-41.6,8,自連賣
11	,2520.TW,冠德,28.65,0.7,326,36.95,-15.41,8,自連賣
12	,2539.TW,櫻花建,31.95,0,247,30.95,18.25,8,自連賣
13	,2836.TW,高雄銀,12.5,-0.4,467,14.15,-6.37,8,自連賣
14	,3376.TW,新日興,80.7,-0.25,113,94.6,-8.81,8,自連賣
15	,1710.TW,東聯,18.5,1.09,1345,21.2,-9.36,7,自連賣
16	,3546.TW,宇峻,76.1,0.66,226,84.8,-3.41,7,自連賣
17	,6217.TW,中探針,43.75,0.69,482,51,-11.92,7,自連賣
18	,8070.TW,長華*,30.65,-0.16,272,36.75,-10.72,7,自連賣
19	,2201.TW,裕隆,59.1,-1.01,17319,42.05,45.93,6,自連賣
20	,2417.TW,圓剛,22.6,0.89,533,30.8,-26.07,6,自連賣
21	,4566.TW,時碩工業,51.4,0.59,362,44.7,17.84,6,自連賣
22	,2809.TW,京城銀,33.9,-3.42,3989,41.4,-13.37,5,自連賣
23	,6214.TW,精誠,70,-0.28,922,84.6,-11.36,5,自連賣
24	,8112.TW,至上,36.05,0.7,471,49.05,-18.03,5,自連賣
