符合條件商品
資料日期：2021年 11月 19日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/19),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:38 符合檔數(36)
1	,2881.TW,富邦金,56.7,-0.18,6587,74.8,-15.41,15,自連賣
2	,2108.TW,南帝,38.2,-0.26,608,80.4,-47.43,13,自連賣
3	,4938.TW,和碩,64.2,0.31,3317,68.1,1.9,13,自連賣
4	,2441.TW,超豐,48.2,-2.33,4006,80,-34.75,11,自連賣
5	,3231.TW,緯創,29.9,-0.83,12268,29.2,11.78,11,自連賣
6	,6176.TW,瑞儀,106,0.47,1064,99.7,15.81,11,自連賣
7	,1101.TW,台泥,34.05,-1.16,23484,48.3,-20.56,10,自連賣
8	,1434.TW,福懋,26.3,-0.19,479,29.35,-6.87,10,自連賣
9	,2301.TW,光寶科,64,-0.47,4678,61.6,10.1,10,自連賣
10	,2324.TW,仁寶,22.95,0.44,9576,23.55,5.76,10,自連賣
11	,2356.TW,英業達,26,0.19,6530,26.1,5.78,10,自連賣
12	,2385.TW,群光,87.2,0.11,1118,81.4,15.44,10,自連賣
13	,2542.TW,興富發,40.35,-3.93,8630,46.65,3.86,10,自連賣
14	,2809.TW,京城銀,33.9,-3.42,3989,41.45,-13.48,10,自連賣
15	,3044.TW,健鼎,96,1.59,1391,121.5,-15.46,10,自連賣
16	,3702.TW,大聯大,47.8,-0.52,2583,50.5,1.38,10,自連賣
17	,5522.TW,遠雄,58.5,0.34,1205,67.5,-3.51,10,自連賣
18	,1449.TW,佳和,16.75,9.84,963,15,-23.06,9,自連賣
19	,3515.TW,華擎,140.5,2.93,1979,240.5,-33.5,9,自連賣
20	,2727.TW,王品,158,-1.56,228,141.5,11.66,8,自連賣
21	,1710.TW,東聯,18.5,1.09,1345,22.75,-15.53,7,自連賣
22	,2357.TW,華碩,271,-1.63,1392,360.5,-13.43,7,自連賣
23	,5392.TW,能率,20.7,-0.48,100,25.05,-16.19,7,自連賣
24	,1722.TW,台肥,53.1,-0.56,1033,68.7,-19.28,6,自連賣
25	,2002.TW,中鋼,30.7,0.16,37216,32.6,4.53,6,自連賣
26	,2009.TW,第一銅,31.95,0.79,2420,44.05,-24.65,6,自連賣
27	,2027.TW,大成鋼,43.15,-1.93,15303,43.7,4.96,6,自連賣
28	,2034.TW,允強,29.6,-0.5,3354,31.1,0.68,6,自連賣
29	,2404.TW,漢唐,182,-2.41,755,190,3.83,6,自連賣
30	,1102.TW,亞泥,41.55,0.24,6062,45.05,-0.12,5,自連賣
31	,1590.TW,亞德客-KY,911,0,242,838,10.59,5,自連賣
32	,2382.TW,廣達,71.2,-0.97,4354,86.9,-11.13,5,自連賣
33	,2886.TW,兆豐金,30.55,-0.97,8425,34.65,-6.09,5,自連賣
34	,2915.TW,潤泰全,66.7,0.15,4192,107.5,-32.74,5,自連賣
35	,3078.TW,僑威,28.35,2.72,470,39.9,-21.73,5,自連賣
36	,3189.TW,景碩,107,0,9581,235,-53.05,5,自連賣
