符合條件商品
資料日期：2022年  5月  4日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/04),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:18 符合檔數(25)
1	,2314.TW,台揚,38.25,-0.13,479,56.1,-31.82,18,自連賣
2	,6269.TW,台郡,99.2,-0.8,645,94.5,10.42,18,自連賣
3	,4558.TW,寶緯,24.15,2.11,53,40,-34.57,12,自連賣
4	,2023.TW,燁輝,16.8,-0.59,4854,21.1,-13.67,10,自連賣
5	,2103.TW,台橡,26.95,-1.1,635,32.15,-8.33,10,自連賣
6	,4912.TW,聯德控股-KY,79.8,-0.37,46,106.5,-23.86,10,自連賣
7	,2328.TW,廣宇,37.65,-1.7,2360,35,10.74,9,自連賣
8	,2498.TW,宏達電,55,-0.72,14502,49.3,11.56,9,自連賣
9	,2392.TW,正崴,36.85,-0.94,578,34.3,12.62,8,自連賣
10	,2615.TW,萬海,86.2,-1.15,55180,148.5,-27.43,8,自連賣
11	,2633.TW,台灣高鐵,28.75,-0.52,2418,27.95,5.74,8,自連賣
12	,2945.TW,三商家購,42.25,0,0,60,-25.73,8,自連賣
13	,3380.TW,明泰,28.55,-1.04,598,29.3,0.18,8,自連賣
14	,5434.TW,崇越,167.5,0.9,197,167,5.91,8,自連賣
15	,2108.TW,南帝,38.2,-0.26,608,54.6,-30.04,7,自連賣
16	,5457.TW,宣德,49.5,-0.2,374,54,-3.62,7,自連賣
17	,6282.TW,康舒,30.4,0.83,1860,29.1,4.47,7,自連賣
18	,8050.TW,廣積,78.9,1.81,7925,51.1,59.81,7,自連賣
19	,3033.TW,威健,26.5,0,428,31.3,-5.49,6,自連賣
20	,2614.TW,東森,23.3,1.75,3526,28.6,-23.53,5,自連賣
21	,2731.TW,雄獅,102.5,0.99,1497,98.1,4.49,5,自連賣
22	,3028.TW,增你強,28.6,1.06,236,38,-15.81,5,自連賣
23	,3257.TW,虹冠電,43.65,0.81,25,73,-35.75,5,自連賣
24	,3653.TW,健策,369.5,-0.81,1389,382,8.62,5,自連賣
25	,8454.TW,富邦媒,626,0,570,769,-0.62,5,自連賣
