符合條件商品
資料日期：2022年  7月 12日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/12),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:08 符合檔數(66)
1	,2065.TW,世豐,50.9,-0.2,24,43,21.83,7,自連賣
2	,3005.TW,神基,43.55,0.35,857,40.4,7.8,6,自連賣
3	,3006.TW,晶豪科,66.2,0,3117,76,-12.89,6,自連賣
4	,1108.TW,幸福,10.8,-0.46,146,10.35,9.98,5,自連賣
5	,1110.TW,東泥,17.7,0.85,82,18.5,-3.28,5,自連賣
6	,1217.TW,愛之味,10.9,0.46,1908,10.25,6.34,5,自連賣
7	,1304.TW,台聚,22.1,1.61,6105,22.4,8.28,5,自連賣
8	,1307.TW,三芳,20.7,-0.48,59,19.3,7.25,5,自連賣
9	,1313.TW,聯成,13.8,-1.78,1516,13.85,-0.36,5,自連賣
10	,1402.TW,遠東新,31.55,-4.39,10632,31.5,5.13,5,自連賣
11	,1442.TW,名軒,37.2,1.5,752,21.95,78.85,5,自連賣
12	,1447.TW,力鵬,7.71,-0.64,314,7.45,3.49,5,自連賣
13	,1451.TW,年興,20.95,0,222,20.2,3.71,5,自連賣
14	,1455.TW,集盛,10.45,0,596,10.8,4.08,5,自連賣
15	,1457.TW,宜進,18.7,-0.53,210,16.25,15.08,5,自連賣
16	,1459.TW,聯發,8.37,-1.53,35,8.91,-4.01,5,自連賣
17	,1614.TW,三洋電,35.3,-0.84,11,35.85,-1.53,5,自連賣
18	,1701.TW,中化,33.5,8.41,15339,21.35,63.57,5,自連賣
19	,1714.TW,和桐,8.73,0.23,870,8.62,6.08,5,自連賣
20	,1717.TW,長興,31.5,-1.25,930,31.3,1.81,5,自連賣
21	,1904.TW,正隆,27.15,-1.09,381,25.45,6.68,5,自連賣
22	,1905.TW,華紙,16.25,-1.81,591,15.95,4.43,5,自連賣
23	,2031.TW,新光鋼,44,-0.56,5573,32.9,33.74,5,自連賣
24	,2102.TW,泰豐,20.45,-1.21,355,17.7,15.54,5,自連賣
25	,2104.TW,國際中橡,19.6,0.77,1331,19.2,2.08,5,自連賣
26	,2105.TW,正新,33.75,-0.74,1203,34.9,0.09,5,自連賣
27	,2107.TW,厚生,21.7,-0.69,75,20.05,8.23,5,自連賣
28	,2109.TW,華豐,14.4,0,25,14.4,3.37,5,自連賣
29	,2204.TW,中華,50.1,0.91,1497,60.3,-8.41,5,自連賣
30	,2208.TW,台船,19.5,-0.51,1938,16.95,15.04,5,自連賣
31	,2515.TW,中工,8.25,-0.48,1107,8.37,4.83,5,自連賣
32	,2524.TW,京城,32.55,-1.96,3,35.3,-7.79,5,自連賣
33	,2530.TW,華建,17.35,-0.29,360,14.4,20.49,5,自連賣
34	,2539.TW,櫻花建,31.95,0,247,32.3,13.34,5,自連賣
35	,2547.TW,日勝生,9.08,-0.22,162,8.87,4.61,5,自連賣
36	,2601.TW,益航,8.94,-1.54,2073,9.06,-1.32,5,自連賣
37	,2704.TW,國賓,32,0.47,213,32.2,-0.62,5,自連賣
38	,2706.TW,第一店,14,-0.36,107,13.75,2.87,5,自連賣
39	,2892.TW,第一金,26.3,-0.38,6392,24.5,13.71,5,自連賣
40	,3019.TW,亞光,61.6,-1.28,472,54.9,12.2,5,自連賣
41	,3213.TW,茂訊,43.8,-0.34,9,38.75,13.03,5,自連賣
42	,3266.TW,昇陽,11.9,0.42,36,11.7,1.71,5,自連賣
43	,3548.TW,兆利,56.8,-1.22,52,54.9,7.37,5,自連賣
44	,3645.TW,達邁,32.55,-1.21,101,37.6,-10.82,5,自連賣
45	,3705.TW,永信,45.4,-0.77,5788,40.35,12.52,5,自連賣
46	,3711.TW,日月光投控,93.8,-3.6,11870,73.8,27.1,5,自連賣
47	,4306.TW,炎洲,14.4,-0.35,424,14.45,6.82,5,自連賣
48	,5007.TW,三星,50.8,-0.2,17,54.5,-6.79,5,自連賣
49	,5515.TW,建國,11.35,0.44,22,13.3,-7.72,5,自連賣
50	,5519.TW,隆大,22.8,0.44,85,21.25,17.71,5,自連賣
51	,5525.TW,順天,24.8,-0.2,21,23.4,5.98,5,自連賣
52	,5531.TW,鄉林,9.25,-0.43,214,9.03,2.44,5,自連賣
53	,5533.TW,皇鼎,17.45,-0.29,42,17.15,1.75,5,自連賣
54	,6244.TW,茂迪,28.35,0,3256,28.1,1.61,5,自連賣
55	,6505.TW,台塑化,80.1,-1.11,1418,82.8,-3.26,5,自連賣
56	,6790.TW,永豐實,35.4,-0.56,63,37.4,-5.35,5,自連賣
57	,8110.TW,華東,11.6,-1.28,672,11.35,3.29,5,自連賣
58	,8411.TW,福貞-KY,13.1,-0.76,94,16.2,-17.09,5,自連賣
59	,8415.TW,大國鋼,38.35,-0.78,181,33.05,16.04,5,自連賣
60	,9905.TW,大華,24.4,0,14,25.85,0.12,5,自連賣
61	,9934.TW,成霖,13.25,-0.75,142,11.05,19.91,5,自連賣
62	,9935.TW,慶豐富,17.35,0.58,118,17,4.96,5,自連賣
63	,9941.TW,裕融,156.5,0,327,202.5,-7.19,5,自連賣
64	,9945.TW,潤泰新,43.65,-1.58,3379,69.1,-2.22,5,自連賣
65	,9946.TW,三發地產,12.2,0,9,12.8,0.33,5,自連賣
66	,9958.TW,世紀鋼,88.9,-1.22,9352,98,-5.8,5,自連賣
