符合條件商品
資料日期：2022年  7月 22日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/22),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:06 符合檔數(18)
1	,4139.TW,馬光-KY,41.3,-2.59,36,46.2,-10.61,10,自連賣
2	,5283.TW,禾聯碩,104.5,0.48,36,100.5,7.83,8,自連賣
3	,1907.TW,永豐餘,24.45,-1.21,810,23.75,2.95,7,自連賣
4	,6163.TW,華電網,14.85,-2.62,585,14.75,2.7,7,自連賣
5	,8464.TW,億豐,278.5,-1.42,255,289.5,-3.8,7,自連賣
6	,1905.TW,華紙,16.25,-1.81,591,17,-4.41,6,自連賣
7	,2065.TW,世豐,50.9,-0.2,24,44.2,18.54,6,自連賣
8	,2323.TW,中環,7.4,-1.33,1685,7.55,3.06,6,自連賣
9	,2539.TW,櫻花建,31.95,0,247,32.3,13.34,6,自連賣
10	,2630.TW,亞航,16.85,-0.88,37,16.85,7.46,6,自連賣
11	,3049.TW,和鑫,9.18,-0.54,1037,9.63,-4.67,6,自連賣
12	,3105.TW,穩懋,138,0.36,2757,185,-25.41,6,自連賣
13	,5521.TW,工信,6.75,0,537,6.86,-1.6,6,自連賣
14	,1304.TW,台聚,22.1,1.61,6105,25.1,-3.37,5,自連賣
15	,2542.TW,興富發,40.35,-3.93,8630,45.2,7.2,5,自連賣
16	,2903.TW,遠百,21.6,0.47,1990,18.85,14.59,5,自連賣
17	,5263.TW,智崴,123.5,-3.52,358,119,3.78,5,自連賣
18	,5469.TW,瀚宇博,31.65,-0.94,479,33.15,2.56,5,自連賣
