符合條件商品
資料日期：2021年 11月 22日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/22),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:38 符合檔數(34)
1	,2881.TW,富邦金,56.7,-0.18,6587,74.4,-14.95,16,自連賣
2	,4938.TW,和碩,64.2,0.31,3317,68.2,1.76,14,自連賣
3	,2441.TW,超豐,48.2,-2.33,4006,79.6,-34.43,12,自連賣
4	,3231.TW,緯創,29.9,-0.83,12268,29.4,10.99,12,自連賣
5	,6176.TW,瑞儀,106,0.47,1064,100,15.47,12,自連賣
6	,1101.TW,台泥,34.05,-1.16,23484,47.9,-19.88,11,自連賣
7	,1434.TW,福懋,26.3,-0.19,479,29.25,-6.57,11,自連賣
8	,2301.TW,光寶科,64,-0.47,4678,61.3,10.65,11,自連賣
9	,2324.TW,仁寶,22.95,0.44,9576,23.55,5.76,11,自連賣
10	,2356.TW,英業達,26,0.19,6530,26.1,5.78,11,自連賣
11	,2385.TW,群光,87.2,0.11,1118,81.6,15.16,11,自連賣
12	,2542.TW,興富發,40.35,-3.93,8630,46.55,4.08,11,自連賣
13	,2809.TW,京城銀,33.9,-3.42,3989,41.25,-13.05,11,自連賣
14	,3044.TW,健鼎,96,1.59,1391,122.5,-16.15,11,自連賣
15	,3702.TW,大聯大,47.8,-0.52,2583,51,0.38,11,自連賣
16	,5522.TW,遠雄,58.5,0.34,1205,67.2,-3.08,11,自連賣
17	,1449.TW,佳和,16.75,9.84,963,16.5,-30.06,10,自連賣
18	,2727.TW,王品,158,-1.56,228,140.5,12.46,9,自連賣
19	,1710.TW,東聯,18.5,1.09,1345,22.95,-16.25,8,自連賣
20	,2357.TW,華碩,271,-1.63,1392,356,-12.33,8,自連賣
21	,5392.TW,能率,20.7,-0.48,100,25.7,-18.31,8,自連賣
22	,1722.TW,台肥,53.1,-0.56,1033,68.9,-19.51,7,自連賣
23	,2009.TW,第一銅,31.95,0.79,2420,44.2,-24.91,7,自連賣
24	,2404.TW,漢唐,182,-2.41,755,189,4.38,7,自連賣
25	,1102.TW,亞泥,41.55,0.24,6062,44.7,0.65,6,自連賣
26	,2382.TW,廣達,71.2,-0.97,4354,86.5,-10.72,6,自連賣
27	,2886.TW,兆豐金,30.55,-0.97,8425,34.15,-4.71,6,自連賣
28	,2915.TW,潤泰全,66.7,0.15,4192,106.5,-32.11,6,自連賣
29	,3078.TW,僑威,28.35,2.72,470,39.95,-21.81,6,自連賣
30	,3189.TW,景碩,107,0,9581,238,-53.64,6,自連賣
31	,1419.TW,新紡,39.85,-0.87,21,41.95,-2.61,5,自連賣
32	,2368.TW,金像電,88.4,-1.12,3685,71.2,16.29,5,自連賣
33	,2458.TW,義隆,86.1,-1.71,718,170,-42.76,5,自連賣
34	,3016.TW,嘉晶,71.2,0.28,652,149,-51.5,5,自連賣
