符合條件商品
資料日期：2022年  3月 21日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/21),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:24 符合檔數(16)
1	,1904.TW,正隆,27.15,-1.09,381,35.1,-17.4,7,自連賣
2	,2633.TW,台灣高鐵,28.75,-0.52,2418,29.1,1.55,7,自連賣
3	,9940.TW,信義,27.2,-0.18,182,35.95,-17.73,7,自連賣
4	,1447.TW,力鵬,7.71,-0.64,314,9.37,-17.72,6,自連賣
5	,1434.TW,福懋,26.3,-0.19,479,28.3,-3.42,5,自連賣
6	,2392.TW,正崴,36.85,-0.94,578,38.2,1.1,5,自連賣
7	,2409.TW,友達,15.4,0.65,36394,21.1,-27.6,5,自連賣
8	,2474.TW,可成,169,-1.74,2651,147.5,21.43,5,自連賣
9	,2542.TW,興富發,40.35,-3.93,8630,46.2,4.89,5,自連賣
10	,2890.TW,永豐金,16.7,-4.84,27291,17.35,1.83,5,自連賣
11	,2905.TW,三商,15.05,-0.66,352,21.7,-25.64,5,自連賣
12	,2945.TW,三商家購,42.25,0,0,62.3,-28.47,5,自連賣
13	,3008.TW,大立光,2140,0,324,2000,9.08,5,自連賣
14	,3310.TW,佳穎,41.9,-0.12,23,39.3,13.03,5,自連賣
15	,4114.TW,健喬,51.6,-0.58,48399,24.65,134.23,5,自連賣
16	,6239.TW,力成,81.3,0.62,1926,97.8,-10.11,5,自連賣
