符合條件商品
資料日期：2022年 12月 14日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/14),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:31 符合檔數(20)
1	,2722.TW,夏都,33.9,0.44,10,34.3,-1.17,20,自連賣
2	,2882.TW,國泰金,41.15,1.86,33982,40.9,0.61,20,自連賣
3	,6811.TW,宏碁資訊,133,-0.37,7,133,0,20,自連賣
4	,6835.TW,圓裕,39.2,-2,415,39,0.51,20,自連賣
5	,8411.TW,福貞-KY,13.1,-0.76,94,13.15,-0.38,20,自連賣
6	,6806.TW,森崴能源,82.9,0.61,8626,81.4,1.84,13,自連賣
7	,5536.TW,聖暉*,102.5,-0.97,167,105,-2.38,9,自連賣
8	,6546.TW,正基,71.1,-0.7,189,76,-6.45,9,自連賣
9	,6469.TW,大樹,283.5,-1.56,247,289.5,-2.07,8,自連賣
10	,4958.TW,臻鼎-KY,108,-1.37,2633,116.5,-7.3,7,自連賣
11	,6182.TW,合晶,41.8,-0.36,1757,44.8,-6.7,7,自連賣
12	,6411.TW,晶焱,85.7,-0.35,289,95,-9.79,7,自連賣
13	,3526.TW,凡甲,117.5,-0.42,125,122.5,-4.08,6,自連賣
14	,6220.TW,岳豐,25.85,0.78,423,25.6,0.98,6,自連賣
15	,6290.TW,良維,54,-0.18,323,55.4,-2.53,6,自連賣
16	,6683.TW,雍智科技,189.5,0.26,103,196,-3.32,6,自連賣
17	,1795.TW,美時,232,0.22,11755,255,-9.02,5,自連賣
18	,2885.TW,元大金,21.8,-0.91,10786,22.3,-2.24,5,自連賣
19	,3227.TW,原相,94.6,-1.36,219,97.7,-3.17,5,自連賣
20	,3702.TW,大聯大,47.8,-0.52,2583,47.65,0.31,5,自連賣
