符合條件商品
資料日期：2021年 11月 26日
策略,	01每日資料
53	,1338.TW,廣華-KY,51.2,-1.54,145,0.01,8.75,16.5,0
54	,1339.TW,昭輝,34.05,-0.87,177,0,1.14,4.19,0
55	,1340.TW,勝悅-KY,11.4,-2.15,212,0.05,28.64,4.51,0
56	,1342.TW,八貫,56,-0.53,54,0,53.51,2.34,0
57	,1402.TW,遠東新,28.25,-1.05,9296,0.02,18.34,0.72,1.22
58	,1409.TW,新纖,19.65,-1.75,4530,0.01,13.58,3.59,0
59	,1410.TW,南染,36.65,-2.27,1487,0,20.98,2.01,0
60	,1414.TW,東和,17.9,-1.65,1714,0.07,1.05,14.43,0.06
61	,1416.TW,廣豐,11.3,-0.88,435,0,9.25,14.43,0
62	,1417.TW,嘉裕,14.4,-2.37,242,0.02,2.94,9.2,0
63	,1419.TW,新紡,44.05,0.23,238,0,2.06,0.63,0
64	,1423.TW,利華,19.45,-0.26,123,0.02,1.38,8.06,0
65	,1434.TW,福懋,29.1,-0.34,1776,0.02,16.35,0.37,4.06
66	,1436.TW,華友聯,54.2,0,74,0.01,0.42,2.36,0
67	,1437.TW,勤益控,25.45,-0.59,144,0,5.24,2.2,0
68	,1438.TW,三地開發,33.25,-1.34,133,0.52,0.37,4.5,0
69	,1439.TW,中和,23.55,0,55,0,0.5,2.76,0
70	,1440.TW,南紡,23.6,-3.48,10330,0.13,5.77,7.29,0.09
71	,1442.TW,名軒,23.9,-2.05,1303,0.32,4.51,11,0.03
72	,1444.TW,力麗,11.2,-3.86,6900,0.15,6.6,8.03,0.08
73	,1445.TW,大宇,15.65,-0.32,1964,0.01,1.91,6.38,0.02
74	,1446.TW,宏和,34.45,4.08,1100,0,1.27,10.56,0
75	,1447.TW,力鵬,10.15,-2.4,3677,0.05,6.65,10.07,0.11
76	,1449.TW,佳和,15,-2.91,207,0,15.76,8.19,0
77	,1451.TW,年興,20.55,-2.14,1225,0,8.32,2.31,0
78	,1452.TW,宏益,23.25,-1.69,391,0.08,4.66,7.86,0
79	,1453.TW,大將,8.61,-0.58,108,0,0.24,3.17,0
80	,1454.TW,台富,11.2,1.36,649,0,0.47,10.43,0
81	,1455.TW,集盛,16.1,-3.01,4350,0.22,1.83,20.17,0
82	,1456.TW,怡華,21.1,-0.94,135,0.03,13.84,6.91,0
83	,1457.TW,宜進,17.9,-0.83,375,0.15,2.04,4.97,0
84	,1459.TW,聯發,13.25,-3.64,688,0,1.89,0.38,0.08
85	,1463.TW,強盛,14.6,0,910,0,2.4,5.28,0
86	,1464.TW,得力,15.55,-1.27,375,0,1.68,2.42,0.02
87	,1465.TW,偉全,12.4,0,35,0,0.5,19.37,0
88	,1466.TW,聚隆,15.2,-2.56,285,0.04,1.47,18.73,0
89	,1467.TW,南緯,13.95,-1.06,1691,0,19.94,33.68,0
90	,1470.TW,大統新創,18,0,0,0,0.19,0.06,0
91	,1473.TW,台南,17.95,0.56,41,0,9.07,1.14,0
92	,1474.TW,弘裕,14.95,0.34,615,0.01,1.3,16.56,0
93	,1476.TW,儒鴻,601,-1.15,469,0.03,44.17,0.54,1.45
94	,1477.TW,聚陽,234,-2.09,1118,0.07,31.99,3.23,3.54
95	,1503.TW,士電,54.3,-1.99,159,0,32.06,0.14,0
96	,1504.TW,東元,30.4,-1.14,2178,0,23.29,1.09,0.16
97	,1507.TW,永大,64.5,0.16,235,0,13.91,0.03,0
98	,1513.TW,中興電,44.7,-2.19,3713,0.18,8.96,16.42,0.48
99	,1514.TW,亞力,23.9,-1.24,422,0.01,8.88,5.65,0
100	,1515.TW,力山,64.1,-1.99,619,0.2,8.46,19.41,0.37
101	,1516.TW,川飛,23.85,-0.62,420,0,0.38,30.73,0
102	,1517.TW,利奇,26.95,-2,1335,0.2,3.61,10.35,0
103	,1519.TW,華城,35.4,-1.53,589,0.38,6.84,6.87,0.29
104	,1521.TW,大億,41.7,0,18,0,33.35,0.66,0
105	,1522.TW,堤維西,19.35,-1.02,403,0.01,5.82,2.01,0.02
106	,1524.TW,耿鼎,10,-0.5,263,0.01,0.41,8.79,0
107	,1525.TW,江申,60.2,-1.79,63,0.01,0.5,7.17,0
108	,1526.TW,日馳,49.15,-2.67,431,0.21,3.62,27.46,0
109	,1527.TW,鑽全,42.6,-0.81,305,0,9.54,6.05,0.02
110	,1528.TW,恩德,10.9,-3.11,1426,0,3,13.26,0
111	,1529.TW,樂士,17.35,0.58,638,0.01,6.57,33.73,0
112	,1530.TW,亞崴,32.5,0,3,0,0.79,1.07,0
113	,1531.TW,高林股,15.6,-0.64,679,0,2.5,2.83,0.25
114	,1532.TW,勤美,31.7,-0.63,551,0,11.82,3.28,0.23
115	,1533.TW,車王電,56.7,-1.73,344,0.63,5.49,10.5,0
116	,1535.TW,中宇,39.35,-0.25,69,0,1.1,0.32,0
117	,1536.TW,和大,91,-0.44,805,0.12,13.9,6.68,0.84
118	,1537.TW,廣隆,138,-0.36,112,0,18.9,0.78,0.27
119	,1539.TW,巨庭,19.85,1.28,319,0.01,0.44,8.62,0
120	,1540.TW,喬福,14.75,-1.01,71,0,0.4,1.29,0
121	,1541.TW,錩泰,43,0,7,0,9.71,0.79,0
122	,1558.TW,伸興,144.5,-0.69,93,0,8.59,2.52,0.22
123	,1560.TW,中砂,87.5,-1.69,4547,0.44,15.73,15.16,1.62
124	,1565.TW,精華,296,-2.15,270,0.03,32.13,8.11,2.81
125	,1568.TW,倉佑,21.3,-2.29,132,0.02,1.52,6.01,0
126	,1569.TW,濱川,24.2,-3.01,274,0,2.17,9.97,0.01
127	,1570.TW,力肯,25.95,9.96,17024,1.72,9.27,36.96,0.85
128	,1580.TW,新麥,104,-1.42,104,0,10.2,7.84,0.08
129	,1582.TW,信錦,67.6,-1.17,491,0.25,12.9,4.92,0.03
130	,1583.TW,程泰,61.7,-1.59,11,0,0.25,0.12,0.04
131	,1584.TW,精剛,17.55,-3.31,530,0.06,1.11,7.13,0
132	,1586.TW,和勤,41.4,-0.24,130,0.03,1.94,64.93,0
133	,1587.TW,吉茂,25.35,-1.93,298,0.06,21.51,6.39,0
134	,1589.TW,永冠-KY,62,-1.27,459,0.06,6.21,23.53,0
135	,1590.TW,亞德客-KY,819,-1.68,644,0.06,82,1.01,0.56
136	,1591.TW,駿吉-KY,14.8,-0.34,18,0,15.9,38.68,0
137	,1593.TW,祺驊,84,-0.24,32,0,1.16,17.5,0
138	,1595.TW,川寶,46.8,-1.89,483,0.01,2.49,6.6,0
139	,1597.TW,直得,86.2,-2.82,231,0.03,4.69,6.21,0
140	,1598.TW,岱宇,62.3,-0.32,246,1.45,7,22.96,0
141	,1599.TW,宏佳騰,44.2,-1.12,160,0,12.28,6.69,0
142	,1603.TW,華電,26.6,-1.85,101,0.09,1.46,2.93,0
143	,1604.TW,聲寶,29.55,-0.17,553,0.01,10.73,1.02,0.05
144	,1605.TW,華新,26.6,-7.16,47148,0.09,25.7,4.44,0.16
145	,1608.TW,華榮,21.95,-3.73,2968,0.04,2.26,9.31,0.01
146	,1609.TW,大亞,24.55,-1.8,5118,0.08,7.76,12.91,0
147	,1611.TW,中電,13.5,-4.59,4996,0.22,10.34,8.4,0
148	,1612.TW,宏泰,24.95,-1.19,2139,0.06,13.19,8.49,0.07
149	,1614.TW,三洋電,35.95,-1.37,95,0,2.08,0.56,0
150	,1615.TW,大山,32.15,-1.08,81,0,0.64,1.81,0
151	,1617.TW,榮星,17.1,-1.44,162,0,21.43,1.52,0
152	,1618.TW,合機,14.4,-3.03,350,0,1.59,12.87,0
153	,1626.TW,艾美特-KY,19.45,1.04,38,0,44.47,9.88,0
154	,1701.TW,中化,22.5,0,1047,0,10.81,4.35,0.04
155	,1702.TW,南僑,49.8,-0.1,652,0,15.92,1.3,1
156	,1707.TW,葡萄王,161.5,-0.92,62,0,10.38,1.56,0
157	,1708.TW,東鹼,33.3,-2.92,4673,0.14,11.61,12.23,0.04
158	,1709.TW,和益,23.35,-3.31,3748,0.08,11.92,4.82,0.01
159	,1710.TW,東聯,22.15,-2.64,7364,0.1,8.33,8.82,0.09
160	,1711.TW,永光,26.25,-4.55,17719,2.51,7.05,13.96,0
161	,1712.TW,興農,28.8,0.7,2230,0.09,12.25,1.37,0
162	,1713.TW,國化,23.95,-1.84,312,0,4.14,9.78,0
163	,1714.TW,和桐,11,-5.17,15593,0.02,18.79,7.55,0
164	,1717.TW,長興,36.5,-0.82,3570,0.01,12.32,3.47,0.07
165	,1718.TW,中纖,10.15,-1.93,11618,0,8.28,10.55,0
166	,1720.TW,生達,39.7,-1,282,0.02,2.87,2.51,0
167	,1721.TW,三晃,23.9,-4.02,3492,5.18,4.2,15.09,0
168	,1722.TW,台肥,70.5,0.28,4254,0.15,13.55,1.62,0.08
169	,1723.TW,中碳,113.5,-1.73,927,0.03,8.13,3.03,0.17
170	,1725.TW,元禎,36.3,-3.33,809,0.21,0.82,1.59,0
171	,1726.TW,永記,73.4,0.55,19,0,13.76,0,0
172	,1727.TW,中華化,50.7,-3.43,8896,12.13,2.77,23.46,0.08
173	,1730.TW,花仙子,64,0.79,101,0,7.63,0.35,0
174	,1731.TW,美吾華,19.3,0.26,453,0,0.99,4.32,0
175	,1732.TW,毛寶,29.55,9.85,3106,2.84,3.26,15.39,0
176	,1733.TW,五鼎,23.9,-0.21,257,0,4.49,4.59,0
177	,1734.TW,杏輝,29,0.17,2862,0.03,3.2,14.4,0
178	,1735.TW,日勝化,18.2,-0.27,4,0,50.45,0.32,0.12
179	,1736.TW,喬山,58,-1.69,394,0.29,7.71,2.78,0.03
180	,1737.TW,臺鹽,33.3,0.15,190,0,11.15,1.45,0
181	,1742.TW,台蠟,19.85,0.25,84,0.92,0.43,43.11,0
182	,1752.TW,南光,36.25,-0.68,50,0,1.11,3.39,0
183	,1760.TW,寶齡富錦,71.3,1.86,4677,0.54,1.71,19.47,0
184	,1762.TW,中化生,63.8,0.95,1404,0.42,7.06,29.08,0.97
185	,1773.TW,勝一,134.5,-1.1,369,0.01,3.6,1.26,0.08
186	,1776.TW,展宇,21.8,-2.68,424,0.01,1.28,7.02,0.08
187	,1777.TW,生泰,67.2,-1.61,93,0.04,0.14,2.41,0
188	,1783.TW,和康生,57.3,-1.21,2255,0.14,8.88,18.35,0
189	,1784.TW,訊聯,42.2,0,209,0,2.33,19.76,0
190	,1785.TW,光洋科,49.1,-2.96,13061,0.25,7.32,18.86,0.87
191	,1786.TW,科妍,50.8,-1.74,18,0,0.44,5.75,0
192	,1788.TW,杏昌,139.5,-0.36,21,0.01,11.03,0.09,0
193	,1789.TW,神隆,24.15,-0.21,434,0,3.94,2.27,0
194	,1795.TW,美時,109.5,-2.67,2970,0.22,73.7,18.6,1.13
195	,1802.TW,台玻,26.4,-0.75,10041,0.15,10.09,3.6,0.42
196	,1806.TW,冠軍,11.45,-2.14,988,0.02,10.43,8.37,0
197	,1808.TW,潤隆,59.6,-0.33,134,0,5.08,4.55,0
198	,1809.TW,中釉,13.9,-2.8,888,0.05,2.03,11.79,0.09
199	,1810.TW,和成,15.7,-1.88,3584,0.39,5.87,34.51,0.1
200	,1813.TW,寶利徠,18.45,3.07,508,0,10.21,1.3,0
201	,1815.TW,富喬,16.5,-2.94,4682,3.51,4.83,18.98,0
202	,1817.TW,凱撒衛,36.6,-0.27,14,0,2.76,10.94,0.41
203	,1903.TW,士紙,70.7,-1.53,355,0.04,19.59,3.43,0.01
204	,1904.TW,正隆,34.5,-3.36,8626,0.01,9.52,2.11,1.07
205	,1905.TW,華紙,23.9,-2.85,16448,0.54,3.37,5.4,0.01
206	,1906.TW,寶隆,19.9,-1.97,664,0.05,1.68,15.05,0
207	,1907.TW,永豐餘,34.3,-1.29,5913,0.05,16.5,4.24,0.15
208	,1909.TW,榮成,24.35,-3.18,6232,0.03,11.03,8.39,0.95
209	,2002.TW,中鋼,33.05,-2.22,48983,0.02,21.07,2.3,0.82
210	,2007.TW,燁興,21.15,-3.42,2506,4.55,0.24,20,0
211	,2008.TW,高興昌,19.75,-1.25,234,0.01,7.6,1.7,0
212	,2009.TW,第一銅,44.2,-2.96,2363,4.16,1.86,13.52,0
213	,2010.TW,春源,22.55,-1.74,2045,0.07,5.65,6.38,0.01
214	,2012.TW,春雨,29.8,-1.65,313,0,2.02,3.64,0
215	,2013.TW,中鋼構,55.9,-5.09,7195,4.63,8.89,20.61,0
216	,2014.TW,中鴻,36.25,-4.98,33174,1.18,6.11,15.06,0.03
217	,2015.TW,豐興,78.2,-1.14,138,0.03,12.02,0.27,0.06
218	,2017.TW,官田鋼,19.95,-2.21,1266,0.13,15.81,7.14,0
219	,2020.TW,美亞,31.25,-2.34,606,0.05,2.99,7.44,0
220	,2023.TW,燁輝,24.3,-3.19,12619,0.6,5.41,8.43,0
221	,2024.TW,志聯,19.75,-3.42,121,0.14,1.62,4.68,0
222	,2027.TW,大成鋼,47.75,0.21,44888,0.69,17.22,13.03,0.55
223	,2028.TW,威致,41.25,-4.51,3930,2.43,0.72,15.17,0
224	,2029.TW,盛餘,32.85,-2.67,1601,0.12,69.69,11.62,0
225	,2030.TW,彰源,30,-1.8,6792,1.31,2.78,25.41,0
226	,2031.TW,新光鋼,57.8,-2.03,2458,0.34,8.98,20.1,0.05
227	,2032.TW,新鋼,23.8,-2.26,513,1.01,1.02,13.45,0
228	,2033.TW,佳大,17.4,-4.13,470,0.11,0.32,8.26,0
229	,2034.TW,允強,32.3,-1.22,1904,0.1,8.68,9.22,0.08
230	,2035.TW,唐榮,36.55,-0.81,22,0,0.02,0.47,0
231	,2038.TW,海光,34.65,-2.53,6160,2.5,1.63,23.93,0
232	,2049.TW,上銀,281,-2.6,1908,0.05,48,2.98,0.28
233	,2059.TW,川湖,469,-1.88,220,0.02,18.46,2.59,0.78
234	,2062.TW,橋椿,27.25,-2.68,569,0.01,10.83,7.32,0.44
235	,2063.TW,世鎧,37,0.14,84,0.04,1.35,2.56,0
236	,2064.TW,晉椿,18.1,-1.63,13,0,0.24,2.19,0
237	,2065.TW,世豐,47.5,-1.14,174,0.46,1.68,2.07,0
238	,2066.TW,世德,59.6,-3.25,82,0,10.36,2.62,0
239	,2069.TW,運錩,36.75,-5.41,7309,2.24,1.9,21.6,0
240	,2070.TW,精湛,32.6,0.31,29,0,0.81,2.85,0
241	,2101.TW,南港,39.1,-0.76,2011,0.03,5.85,20.28,0.01
242	,2102.TW,泰豐,26.2,0.77,798,0.01,5.42,4.06,0.01
243	,2103.TW,台橡,32.3,-2.42,2708,0.04,30.46,4,0
244	,2104.TW,國際中橡,26.3,-1.5,3281,0.01,11.53,4.31,0.01
245	,2105.TW,正新,34.4,-1.43,4748,0.01,15.36,1.15,0.1
246	,2106.TW,建大,30,-0.5,1107,0,7.2,1.26,0
247	,2107.TW,厚生,22.6,-1.74,507,0,10.79,2.51,0.02
248	,2108.TW,南帝,88.7,6.1,15145,1.24,15.66,6.31,4.18
249	,2109.TW,華豐,16.6,-0.3,336,0,14.55,2.17,0
250	,2114.TW,鑫永銓,118,-0.42,90,0,2.32,2.95,0.03
251	,2115.TW,六暉-KY,39.8,-0.5,58,0,44.25,0.47,0
252	,2201.TW,裕隆,41.6,-1.89,6048,0.05,9.37,5.62,0.71
253	,2204.TW,中華,64.7,-1.52,1406,0.09,30.23,0.86,0.18
254	,2206.TW,三陽工業,26.5,-1.49,733,0.01,9.34,4.53,0.01
255	,2207.TW,和泰車,621,-1.9,334,0,24.35,0.03,0.42
256	,2208.TW,台船,22,-1.35,1949,0.41,4.86,7.89,0.02
257	,2211.TW,長榮鋼,52,-2.8,1167,0,0.82,0.42,0
258	,2221.TW,大甲,40.75,-4.12,552,0.16,3.12,11.97,0
259	,2228.TW,劍麟,68.4,-0.58,67,0,5.78,4.5,0
260	,2230.TW,泰茂,13.5,-0.37,32,0.01,0.22,13.88,0
261	,2231.TW,為升,168.5,-0.88,259,0.57,7.07,19.88,0.03
262	,2233.TW,宇隆,95.7,-1.03,404,0.04,22.49,13.44,2.06
263	,2235.TW,謚源,39,-0.13,13,0,0.05,0.26,0
264	,2236.TW,百達-KY,26.4,1.34,16,0,35.02,0.91,0.88
265	,2239.TW,英利-KY,81.8,-2.5,714,0.38,76.28,5.48,0.15
266	,2241.TW,艾姆勒,52.7,-1.5,306,0.03,22.58,9.04,0.03
267	,2243.TW,宏旭-KY,18.4,-5.15,503,0.75,43.76,3.32,0
268	,2247.TW,汎德永業,212.5,-1.16,38,0,0.68,0.38,0
269	,2301.TW,光寶科,60.1,-1.31,4130,0.03,56.58,0.47,3.8
270	,2302.TW,麗正,16.95,-2.02,314,0,4.44,6.54,0
271	,2303.TW,聯電,62.5,-0.79,182950,0.19,43.69,8.29,3.76
272	,2305.TW,全友,8.37,-1.99,2727,0,5.7,6.01,0
273	,2308.TW,台達電,252,-2.7,6718,0.1,68.75,0.6,1.17
274	,2312.TW,金寶,13.55,-3.21,12351,0.05,9.32,12.25,0.01
275	,2313.TW,華通,41,-2.38,10096,0.44,15.26,11.75,0.84
276	,2316.TW,楠梓電,28.9,-1.7,390,0.02,26.34,5.63,0
277	,2317.TW,鴻海,103.5,-1.43,24721,0.01,48.58,1.49,1.04
278	,2323.TW,中環,8.73,-3,11474,0.26,14.18,12,0.01
279	,2324.TW,仁寶,23.4,-0.85,10760,0.01,56.78,0.61,5.91
280	,2327.TW,國巨,452,-2.8,4082,1.28,52.64,10.68,1.43
281	,2328.TW,廣宇,37.8,-2.58,7133,0.2,9.1,17.01,0
282	,2329.TW,華泰,23.8,-3.45,6947,1,9.79,20.71,0
283	,2330.TW,台積電,596,-1.16,27882,0,76.5,0.36,0.99
284	,2331.TW,精英,23.7,0,5709,0.14,8.1,24.22,0.01
285	,2332.TW,友訊,18.85,-3.33,3893,0.02,9.22,10.23,0.01
286	,2337.TW,旺宏,41.8,-2.11,23461,0.73,23.73,12.49,2.49
287	,2338.TW,光罩,98.1,0.51,18894,4.38,13.71,37.03,6.29
288	,2340.TW,光磊,56.2,-6.02,72138,3.56,17.95,31.46,0.04
289	,2342.TW,茂矽,48.55,-0.51,6575,1.53,8.29,41.39,0
290	,2344.TW,華邦電,30.15,-3.21,58768,0.47,23.18,7.67,2.58
291	,2345.TW,智邦,299.5,-0.5,1094,0.11,73.7,0.33,1.33
292	,2347.TW,聯強,57.9,-3.82,8658,0.05,39.91,1.39,1.96
293	,2348.TW,海悅,101.5,-2.4,203,0,2.25,7.4,0
294	,2351.TW,順德,158,-0.63,2163,2.07,27.14,7.41,9.33
295	,2352.TW,佳世達,29.65,-1.17,7392,0.03,23.03,3.21,0.35
296	,2353.TW,宏碁,27.45,-1.61,21763,0.43,35.6,5.19,0.12
297	,2354.TW,鴻準,65.1,-2.25,6830,0.01,23.56,5.14,1.15
298	,2355.TW,敬鵬,32.9,2.33,8862,0.16,16.27,6.48,0
299	,2356.TW,英業達,25.8,-0.77,4577,0.03,36.45,0.39,5.53
300	,2357.TW,華碩,356,-1.39,1770,0.02,58.9,1.6,3.14
301	,2358.TW,廷鑫,22.1,-2.21,2272,0.29,1.52,42.38,0.07
302	,2359.TW,所羅門,17.55,-2.5,402,0,1.98,11.33,0
303	,2360.TW,致茂,185,0,711,0,69.96,0.55,0.57
304	,2362.TW,藍天,31.5,-1.56,723,0,10.64,4.56,0
305	,2363.TW,矽統,25.2,-1.37,16835,0.33,7.15,14.46,0.01
306	,2365.TW,昆盈,10.85,-1.36,497,0.01,6.74,8.23,0
307	,2367.TW,燿華,18.8,-3.84,7561,0.36,8.16,16.83,0.02
308	,2368.TW,金像電,68.6,-2.83,11012,0.84,17.71,14.91,4.32
309	,2369.TW,菱生,26.6,0.57,22669,1.47,16.54,21.24,0
310	,2371.TW,大同,35.6,-3,66806,0.72,24.42,21.13,1.24
311	,2373.TW,震旦行,89.1,-0.89,31,0,1.94,0.05,0
312	,2374.TW,佳能,24.5,6.06,67421,0.99,6.63,19.88,0
313	,2375.TW,凱美,115.5,3.59,46467,1.37,8.73,52.78,0.98
314	,2376.TW,技嘉,135,0.75,11643,1.09,41.37,10.82,7.33
315	,2377.TW,微星,162,-0.61,2736,0.07,49.15,2.56,4.63
316	,2379.TW,瑞昱,534,-1.84,1719,0.05,60.08,2.18,2.93
317	,2382.TW,廣達,86.6,-1.59,4805,0.01,32.21,0.3,2.62
318	,2383.TW,台光電,272.5,1.11,10347,0.35,41.61,2.56,5.56
319	,2385.TW,群光,79.6,-0.75,1269,0,42.91,1.95,4.28
320	,2387.TW,精元,42.95,-2.94,812,0.02,4.37,13.34,2.39
321	,2388.TW,威盛,84.4,-1.4,42287,4.28,9.11,12.95,0.01
322	,2390.TW,云辰,21.7,0.46,7178,0.58,2.39,24.46,0
323	,2392.TW,正崴,38.8,-1.77,1165,0.01,12.08,4.12,0
324	,2393.TW,億光,50.1,-4.39,9850,0.17,38.2,7.25,0.07
325	,2395.TW,研華,376,-3.47,469,0,43.33,0.03,0.6
326	,2397.TW,友通,58,-1.69,80,0,23.86,3,0
327	,2399.TW,映泰,22.6,-3.62,4724,0.61,9.55,24.57,0
328	,2401.TW,凌陽,38.55,-3.99,12527,1.13,13.42,17.73,0.01
329	,2402.TW,毅嘉,16.5,-2.37,709,0.01,12.39,11.11,0.01
330	,2404.TW,漢唐,177.5,-0.56,412,0.52,29.48,4.54,4.25
331	,2406.TW,國碩,22.9,-2.97,4988,1.21,5.03,24.39,0
332	,2408.TW,南亞科,73.5,-1.21,14557,0.47,20.4,2.4,1.58
333	,2409.TW,友達,20.55,-2.38,84543,1.03,32.6,12.26,4.04
334	,2412.TW,中華電,113,-0.44,8042,0,17.24,0.03,0.58
335	,2413.TW,環科,20.75,4.27,3512,0.03,0.84,11.56,0
336	,2414.TW,精技,38.3,-2.05,495,0.03,9.51,1,0.07
337	,2415.TW,錩新,45.4,-3.92,1151,1.08,4.53,15.45,0
338	,2417.TW,圓剛,26,2.77,2182,2.48,3.96,18.95,0
339	,2419.TW,仲琦,22.65,-1.95,2319,0.55,3.35,8.64,0
340	,2420.TW,新巨,46.95,1.62,997,0,8.53,4.35,0.02
341	,2421.TW,建準,43.2,-6.09,5912,0.11,19.82,8.97,0.89
342	,2423.TW,固緯,27.8,-2.8,440,0,3.66,2.42,0.02
343	,2425.TW,承啟,27.15,-0.37,715,0,19.38,16.64,0
344	,2426.TW,鼎元,26.55,-6.84,9894,0.34,8.68,18.92,0
345	,2427.TW,三商電,11.15,-0.89,405,0,2.48,9.52,0
346	,2428.TW,興勤,153.5,-4.36,1220,0.04,14.77,7.63,0.22
347	,2430.TW,燦坤,39.15,-2.85,867,0.21,9.05,5.12,0.02
348	,2431.TW,聯昌,12.5,-3.47,887,0.09,1.16,13.78,0
349	,2433.TW,互盛電,51.4,-0.19,46,0,0.86,0.11,0
350	,2434.TW,統懋,40,0.13,11,0,1.08,12.07,0
351	,2436.TW,偉詮電,94.6,-1.15,16396,3,17.61,41.63,3.98
352	,2439.TW,美律,92.3,-2.74,1583,0.38,17.56,12.89,0
353	,2441.TW,超豐,76.5,-1.8,1619,0.02,25.27,1.74,4.54
354	,2442.TW,新美齊,11.45,-2.14,2223,0,3.99,13.53,0
355	,2449.TW,京元電子,42.05,-2.1,6053,0.19,45.27,4.62,4.37
356	,2450.TW,神腦,32.95,-0.75,206,0,3.7,0.75,0
357	,2451.TW,創見,69.1,-1.43,758,0.07,14.52,3.47,0.03
358	,2453.TW,凌群,25.7,-1.91,394,0.02,4.28,8.03,0
359	,2454.TW,聯發科,1005,-2.9,4570,0.13,70.98,1.68,1.71
360	,2455.TW,全新,145,-0.68,6943,0.82,43.54,25.39,13.29
