符合條件商品
資料日期：2023年  4月 17日
策略,	10主力買比
序號,	代碼,	商品,	成交,	漲幅%,	總量,	主力買進比
執行時間：2023-04-17 23:39 符合檔數(553)
488	,2436.TW,偉詮電,53.4,0.95,1383,1.2
489	,4131.TW,晶宇,27.95,3.9,26,1.2
490	,5906.TW,台南-KY,35.5,-0.28,8,1.2
491	,7556.TW,意德士,103.5,0.98,21,1.2
492	,4737.TW,華廣,76.2,-0.26,36,1.2
493	,6243.TW,迅杰,39.05,2.63,677,1.2
494	,6590.TW,普鴻,97.4,9.93,749,1.19
495	,6412.TW,群電,80.7,-0.12,270,1.19
496	,3552.TW,同致,153.5,0,512,1.19
497	,2379.TW,瑞昱,400,2.83,3250,1.19
498	,3703.TW,欣陸,32.15,1.74,4297,1.19
499	,2455.TW,全新,95.6,1.27,2478,1.19
500	,6156.TW,松上,22.5,0.22,1157,1.19
501	,3088.TW,艾訊,79.7,1.14,1840,1.19
502	,7402.TW,邑錡,79.1,7.62,3911,1.19
503	,5907.TW,大洋-KY,15.55,0.32,204,1.19
504	,5314.TW,世紀,27.85,0.91,116,1.19
505	,4953.TW,緯軟,126,3.7,7287,1.18
506	,8926.TW,台汽電,49.15,8.74,11582,1.18
507	,1781.TW,合世,15.1,0,31,1.18
508	,3339.TW,泰谷,14.35,2.14,168,1.18
509	,2704.TW,國賓,37.05,0.14,207,1.18
510	,6874.TW,倍力,143,7.92,1567,1.18
511	,2613.TW,中櫃,23.05,2.9,573,1.18
512	,6192.TW,巨路,77,1.18,260,1.18
513	,6176.TW,瑞儀,112.5,0.45,3521,1.18
514	,9902.TW,台火,12.5,0.81,90,1.18
515	,8034.TW,榮群,16.75,4.36,994,1.18
516	,1432.TW,大魯閣,16.5,1.23,1065,1.18
517	,1449.TW,佳和,15.55,0.65,170,1.18
518	,3693.TW,營邦,185,2.78,5358,1.18
519	,2530.TW,華建,19.15,-0.78,568,1.18
520	,4198.TW,欣大健康,24.65,-0.6,20,1.18
521	,6642.TW,富致,55,0.73,59,1.18
522	,6167.TW,久正,16.7,9.51,17190,1.18
523	,3138.TW,耀登,164.5,1.86,795,1.18
524	,3105.TW,穩懋,185.5,1.37,2655,1.17
525	,2745.TW,五福,43.45,1.16,492,1.17
526	,5511.TW,德昌,35.2,0.86,163,1.17
527	,5520.TW,力泰,57,0.35,15,1.17
528	,8284.TW,三竹,64,0.63,108,1.17
529	,6163.TW,華電網,24.45,0.2,14746,1.17
530	,6791.TW,虎門科技,107,9.52,604,1.17
531	,6185.TW,幃翔,19.5,9.55,8438,1.17
532	,4760.TW,勤凱,65.5,0.77,62,1.17
533	,2712.TW,遠雄來,35.7,1.56,128,1.17
534	,6552.TW,易華電,37.55,-0.13,69,1.17
535	,3687.TW,歐買尬,87.8,0.11,132,1.17
536	,4126.TW,太醫,87,0.81,841,1.17
537	,8905.TW,裕國,26.3,-0.38,193,1.17
538	,5469.TW,瀚宇博,38.15,-0.26,1441,1.17
539	,1733.TW,五鼎,27.1,1.12,531,1.17
540	,4770.TW,上品,301.5,1.17,579,1.17
541	,3518.TW,柏騰,32.1,5.25,1834,1.17
542	,8289.TW,泰藝,47.15,1.4,944,1.16
543	,4153.TW,鈺緯,55,1.48,789,1.16
544	,2485.TW,兆赫,20.95,3.97,2961,1.16
545	,6859.TW,伯特光,153.5,-0.32,140,1.16
546	,4580.TW,捷流閥業,100,5.37,1231,1.16
547	,1608.TW,華榮,16.35,1.55,2262,1.16
548	,6546.TW,正基,88,1.62,646,1.16
549	,5272.TW,笙科,32,1.59,347,1.16
550	,9908.TW,大台北,31.8,0.16,86,1.15
551	,1234.TW,黑松,36.3,0.28,303,1.15
552	,3504.TW,揚明光,89.6,3.11,2196,1.15
553	,3118.TW,進階,31.45,-0.16,46,1.15
