符合條件商品
資料日期：2023年  1月  3日
策略,	01融外自投每日總結
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融資使用率,	外資持股比例,	自營商持股比例,	投信持股比例,	借融比
執行時間：2023-01-03 23:27 符合檔數(1490)
319	,3583.TW,辛耘,72.7,0.97,152,14.84,7.83,0.09,0,2.63
320	,6603.TW,富強鑫,17.3,0,394,14.84,0.92,0.37,0,2.5
321	,8401.TW,白紗科,21,3.19,236,14.78,2.44,0.04,0,1.02
322	,3438.TW,類比科,54.1,0,184,14.77,2.09,4.54,0,2.21
323	,2481.TW,強茂,59.1,2.07,926,14.69,10.69,0.3,0.27,5.97
324	,3714.TW,富采,45.1,0.78,1009,14.69,13.73,0.51,0.05,3.1
325	,8182.TW,加高,30.8,-0.32,12,14.69,51.14,0,0,0.71
326	,4916.TW,事欣科,26.85,0.56,397,14.65,1.78,0.28,0,2
327	,1570.TW,力肯,16.65,-1.19,28,14.56,2.96,0,0,0.58
328	,3013.TW,晟銘電,17.6,2.03,2169,14.56,5.74,0.15,0,1.16
329	,4167.TW,松瑞藥,23.85,-3.83,15441,14.49,10.95,0.03,0,2.82
330	,3081.TW,聯亞,108,1.89,714,14.48,38.95,1.22,1.56,4.4
331	,6672.TW,騰輝電子-KY,74.8,-0.66,362,14.47,23.42,0.05,0,2.66
332	,1475.TW,業旺,64,0.47,58,14.44,0.38,0.15,0,0.25
333	,4406.TW,新昕纖,10.1,-0.49,17,14.41,0.63,0.09,0,0.29
334	,6179.TW,亞通,25.1,1.21,158,14.37,0.77,0.01,0,0.38
335	,6589.TW,台康生技,118.5,-3.66,6650,14.37,8.39,0.31,0.76,1.7
336	,2468.TW,華經,25.75,0.98,670,14.33,1.05,0.03,0,2.02
337	,6170.TW,統振,34.7,0.14,81,14.26,1.79,0.74,0,0.94
338	,9942.TW,茂順,105,-0.47,198,14.21,4.18,0.2,2.08,1.74
339	,2030.TW,彰源,23.25,0.22,848,14.18,3.07,0.38,0,2.57
340	,8104.TW,錸寶,34.5,0.88,50,14.18,1.47,0.12,0,1.24
341	,4702.TW,中美實,12.1,-0.82,54,14.13,49.06,0.03,0,0.32
342	,3038.TW,全台,20.35,0.25,301,14.12,8.47,0.45,0,1.85
343	,2537.TW,聯上發,7.05,-0.84,389,14.08,1.78,0.12,0,1.98
344	,1220.TW,台榮,15.3,-0.33,90,14.06,7.43,0.03,0,0.63
345	,3546.TW,宇峻,76.7,-0.52,246,14.05,11.01,0.09,0,0.76
346	,3454.TW,晶睿,206.5,4.82,13864,13.9,9.02,1.61,2.05,3.72
347	,4747.TW,強生,49,-4.3,701,13.83,2.28,0.16,0,0.55
348	,6158.TW,禾昌,25.3,0.6,8,13.83,0.9,0.54,0,0.54
349	,2007.TW,燁興,12.5,3.73,4113,13.82,0.22,0.06,0,0.94
350	,6245.TW,立端,93.8,1.96,2145,13.81,26.24,0.65,6.62,2.53
351	,1795.TW,美時,250.5,1.83,13203,13.62,78.11,0.72,0.88,2.94
352	,3645.TW,達邁,32.05,0.16,120,13.6,11.02,0.17,0,2.23
353	,4728.TW,雙美,135,-0.74,29,13.56,14.85,0.32,0,0.19
354	,2636.TW,台驊投控,76.3,0.39,1452,13.55,15.05,1.82,0.14,3.97
355	,3311.TW,閎暉,33.65,1.66,44,13.55,0.46,0.15,0,0.23
356	,6163.TW,華電網,14.9,0.68,111,13.53,1.22,0.01,0,1.05
357	,8289.TW,泰藝,35.65,0.14,138,13.5,5.47,0.86,0,1.31
358	,6457.TW,紘康,59.4,0.68,27,13.49,1.06,0.03,0,1.89
359	,6431.TW,光麗-KY,20.4,0.25,12,13.4,41.3,0.07,0,0.12
360	,3305.TW,昇貿,40,0.88,123,13.38,1.75,0.25,0,1.9
361	,4939.TW,亞電,14.95,1.36,321,13.38,2.47,0.13,0,0.6
362	,6426.TW,統新,60.7,1.85,72,13.37,9.17,0.11,0,3.21
363	,5009.TW,榮剛,36.4,-2.02,14053,13.33,22.65,0.14,10.83,5.12
364	,9919.TW,康那香,18,-2.44,3130,13.32,3.64,1.55,0.06,4.23
365	,3234.TW,光環,21.45,1.66,275,13.31,3.53,3.51,0,2.32
366	,2614.TW,東森,22.85,-2.14,2798,13.27,1.7,0.96,0.03,2.88
367	,9962.TW,有益,17.5,2.34,960,13.27,2.07,2.59,0,0.72
368	,2753.TW,八方雲集,227.5,0.22,1826,13.26,16.18,0.04,2.64,3.01
369	,5388.TW,中磊,76.7,0.52,852,13.14,27.89,0.4,5.42,5.45
370	,1513.TW,中興電,72.1,7.29,57810,13.07,20.15,1.64,8.16,5.8
371	,5543.TW,桓鼎-KY,52.2,-1.14,2,12.99,0.58,0,0,0.03
372	,3287.TW,廣寰科,13.35,0.38,109,12.96,0.42,0,0,0.38
373	,2375.TW,凱美,53.9,0.75,133,12.95,6.91,0.15,0.05,1.85
374	,6552.TW,易華電,30.1,0.33,64,12.95,0.49,0.27,0,0.26
375	,1235.TW,興泰,68.2,-1.02,5,12.93,0.13,0.03,0,0.03
376	,5263.TW,智崴,126,-1.95,419,12.93,15.29,0,5.26,2.37
377	,6538.TW,倉和,68.7,0.15,14,12.87,4.33,0.43,0,0.96
378	,4541.TW,晟田,29.95,-0.66,834,12.86,3.42,0.03,0,1
379	,6462.TW,神盾,60.8,0.5,85,12.86,10.07,2.3,0,2.2
380	,5356.TW,協益,20.65,0,5,12.83,2.73,0.02,0,0.26
381	,3083.TW,網龍,51.4,0.78,5289,12.82,0.96,0.47,0.97,1.29
382	,8941.TW,關中,55.9,-0.18,14,12.79,2.23,0.03,0,0.09
383	,3019.TW,亞光,61,0.83,310,12.78,10.36,1.17,0.21,2.84
384	,6679.TW,鈺太,236.5,1.07,966,12.75,7.67,0.84,4.23,1.44
385	,4927.TW,泰鼎-KY,53.6,0.56,430,12.71,15.56,0.54,0.35,6.36
386	,2485.TW,兆赫,17.1,0.29,622,12.67,5.86,0.29,0.02,1.31
387	,1312.TW,國喬,19.2,1.86,3511,12.65,13.25,9.58,0.01,4.65
388	,8450.TW,霹靂,27.6,0,84,12.65,1.27,0.82,0,1.06
389	,5465.TW,富驊,19.55,0.51,72,12.64,0.55,0.02,0,0.12
390	,4924.TW,欣厚-KY,14.25,0.71,97,12.61,33.3,0,0,0.06
391	,3094.TW,聯傑,23.95,0.63,85,12.58,2.26,0.12,0,1.82
392	,6164.TW,華興,10,0.5,163,12.58,1.28,0.08,0,1.13
393	,6134.TW,萬旭,21.05,-0.24,164,12.56,22.98,0.96,0,0.52
394	,8096.TW,擎亞,11.75,-0.42,205,12.53,21.27,0.07,0,1.1
395	,4906.TW,正文,27.5,0.36,749,12.51,11.45,0.07,0,3.54
396	,5299.TW,杰力,112.5,1.81,96,12.51,1.52,0.27,0,2.3
397	,3339.TW,泰谷,12.65,0.4,94,12.5,4.74,0.4,0,0.69
398	,3577.TW,泓格,88,4.14,560,12.49,0.75,0.02,0,0.26
399	,1568.TW,倉佑,22.55,-0.66,115,12.46,1.21,0.09,0,2.13
400	,1438.TW,三地開發,31.4,-0.16,12,12.45,0.25,0,0,0.16
401	,2634.TW,漢翔,35.4,-0.98,11102,12.43,6.88,0.61,1.54,1.4
402	,4736.TW,泰博,182,-1.62,1051,12.43,11.43,0.38,0.37,4.59
403	,2731.TW,雄獅,105.5,-0.94,1616,12.42,9.18,0.01,8.69,6.17
404	,8088.TW,品安,23.8,1.49,265,12.28,9.52,0.11,0,0.46
405	,6530.TW,創威,22.6,0.89,40,12.27,2.7,0,0,0.39
406	,1325.TW,恆大,26.45,-2.58,793,12.26,3.53,5.14,0,2.62
407	,5285.TW,界霖,60.4,0.33,55,12.24,1.72,0.67,0,1.46
408	,6279.TW,胡連,144.5,0,1429,12.2,9.2,0.19,9.66,3.12
409	,3450.TW,聯鈞,36.7,-0.14,99,12.17,7.93,0.26,0,1.2
410	,8358.TW,金居,51.9,3.8,1563,12.07,7.82,1.04,5.04,4.71
411	,2402.TW,毅嘉,17.9,-1.65,1938,11.96,10.82,0.91,0.12,2.99
412	,6153.TW,嘉聯益,24.1,2.12,2184,11.95,12.65,0.62,0.27,3.71
413	,6416.TW,瑞祺電通,87.6,0.57,58,11.91,2.18,0.15,1.9,0.85
414	,6514.TW,芮特-KY,51.2,-0.58,14,11.9,55.07,0.01,0,1.16
415	,2038.TW,海光,22.05,0.23,995,11.88,1,0.33,0,2.25
416	,3265.TW,台星科,45.5,-0.22,664,11.86,4.58,2.65,0,1.55
417	,2417.TW,圓剛,22.2,0,210,11.83,1.2,1.07,0,1.71
418	,8064.TW,東捷,17.25,4.23,380,11.81,7.73,0,0,0.82
419	,6266.TW,泰詠,23.8,-0.21,408,11.79,3.16,0.32,0,0.9
420	,2405.TW,輔信,11.75,1.73,570,11.78,5.1,0.02,0,2.89
421	,3338.TW,泰碩,31.5,0.64,117,11.74,3.85,0.3,0,1.31
422	,4726.TW,永昕,37.1,-1.07,293,11.72,0.6,0.01,0,1.72
423	,1465.TW,偉全,13.95,0.72,5,11.71,0.36,0.06,0,0.09
424	,5907.TW,大洋-KY,17.05,-1.16,447,11.71,52.8,0.05,0,0.37
425	,8076.TW,伍豐,27.9,-0.18,451,11.71,3.59,0.64,0,1.88
426	,8147.TW,正淩,62.7,4.33,249,11.71,3.92,0.28,0,0.54
427	,3272.TW,東碩,45.8,2.92,403,11.69,3.7,0.19,0.07,1.1
428	,2472.TW,立隆電,54.2,1.12,181,11.68,2.13,0.13,0,0.58
429	,8103.TW,瀚荃,30.9,-0.32,22,11.68,10.13,0.62,0,1.49
430	,4513.TW,福裕,21.9,-3.95,202,11.66,3.47,0,0,0.58
431	,1446.TW,宏和,31.35,2.12,153,11.59,1.16,0.04,0,0.27
432	,4919.TW,新唐,118,2.61,2873,11.57,5.65,0.8,8.07,4.74
433	,6194.TW,育富,23.25,-0.21,24,11.56,0.28,0.03,0.13,0
434	,6156.TW,松上,19.05,0,103,11.54,4.87,0.19,0,0.87
435	,5015.TW,華祺,57.1,-0.35,171,11.5,9.67,0,0,1.72
436	,1522.TW,堤維西,27.95,0.36,2732,11.49,5.45,0.11,0,3.52
437	,2609.TW,陽明,64.6,-1.37,34641,11.43,17.82,1.36,0.86,6.02
438	,4163.TW,鐿鈦,104.5,-1.42,594,11.41,4.52,0.22,0.99,0.54
439	,6282.TW,康舒,30.6,2.51,4014,11.39,8.46,0.92,0.18,3.09
440	,2331.TW,精英,21.25,3.16,2345,11.36,9.64,1.28,0,2.38
441	,5203.TW,訊連,83.1,0.24,21,11.3,10.56,0.15,0,0.93
442	,3623.TW,富晶通,15.5,0.65,41,11.29,0.41,0.37,0,0.3
443	,3625.TW,西勝,12.15,-0.41,115,11.28,6.91,0,0,1.52
444	,8421.TW,旭源,15,0.67,54,11.27,2.28,0,0,0.6
445	,3306.TW,鼎天,22.8,1.33,98,11.26,2.12,0.25,0,0.78
446	,8114.TW,振樺電,112.5,4.17,630,11.26,8.17,0.33,0.85,4.24
447	,1809.TW,中釉,12.45,0.81,540,11.25,1.91,0.03,0,0.61
448	,3178.TW,公準,62.1,-1.11,38,11.25,0.91,0.07,0,0.91
449	,8111.TW,立碁,15.2,0,84,11.18,1.16,0.6,0,0.95
450	,6234.TW,高僑,23.45,-0.64,1781,11.15,11.22,0.02,0,0.58
451	,6568.TW,宏觀,159,4.95,621,11.14,5.46,0.74,0,2.49
452	,3323.TW,加百裕,33.6,1.82,111,11.11,2.48,0.37,0,1.36
453	,3374.TW,精材,97.8,1.56,588,11.1,9.11,0.75,0.02,1.78
454	,1611.TW,中電,13.15,-0.38,396,11.06,11.91,0.17,0,3
455	,1514.TW,亞力,30.5,3.92,8738,11.05,9.23,0.1,0.15,2.58
456	,3673.TW,TPK-KY,29.5,0.17,412,11.05,34.21,2.6,0,2.27
457	,6570.TW,維田,47,1.51,239,11.03,2.16,0.13,0,1.59
458	,8107.TW,大億金茂,16.4,-0.91,145,11.02,2.15,0.14,0.03,0.31
459	,3413.TW,京鼎,181.5,1.68,298,10.98,21.46,0.45,1.25,3.17
460	,8906.TW,花王,18.9,-0.53,11,10.95,0.09,0,0.5,0.04
461	,1225.TW,福懋油,57,-1.21,9,10.94,0.67,0.03,0,0.06
462	,6806.TW,森崴能源,90.4,6.48,10599,10.93,0.95,0.05,3.31,1.74
463	,8390.TW,金益鼎,35.8,-0.14,168,10.92,1.73,0.46,0,0.44
464	,6148.TW,驊宏資,12.55,0,22,10.91,0.43,0.22,0,0.35
465	,2431.TW,聯昌,9.9,-0.1,146,10.9,0.55,0.29,0,0.42
466	,2495.TW,普安,18.95,-1.04,1605,10.89,22.86,0.21,0,2.65
467	,5471.TW,松翰,50.5,0.8,233,10.88,12.55,0.1,0.16,2.98
468	,1720.TW,生達,59.4,-3.41,6889,10.83,4.91,0.2,0.09,1.55
469	,2328.TW,廣宇,38.1,2.14,1781,10.78,11.84,0.72,0,2.43
470	,1342.TW,八貫,128,-2.29,12334,10.67,53.99,0.43,0.04,1.62
471	,8234.TW,新漢,33.2,1.37,397,10.67,4.26,0.39,0,0.64
472	,2323.TW,中環,7.36,1.52,1568,10.66,8.84,4.53,0.01,1.05
473	,3260.TW,威剛,57.8,1.4,440,10.62,9.41,0.96,0.28,3.31
474	,4432.TW,銘旺實,27.2,-1.09,180,10.61,6.87,0.55,0,1.1
475	,1589.TW,永冠-KY,57.3,0.7,96,10.58,6.15,0.59,1.63,1.64
476	,1591.TW,駿吉-KY,17,1.19,61,10.54,16.02,0.32,0,0.36
477	,4111.TW,濟生,26.65,-1.66,520,10.49,2,0.03,0,0.73
478	,4952.TW,凌通,46.65,0.86,65,10.48,5.51,0.13,0,1.96
479	,8420.TW,明揚,75.5,-0.66,154,10.47,4.05,0,0.11,0.27
480	,8011.TW,台通,14.15,0.35,175,10.43,2.38,0.02,0,1.28
481	,3284.TW,太普高,14.35,2.5,97,10.42,0.15,0.09,0,0.13
482	,2426.TW,鼎元,16.6,0,199,10.41,8.1,0.21,0,1.57
483	,3037.TW,欣興,122,1.67,11471,10.41,37.34,0.95,3.73,5.35
484	,1618.TW,合機,14.45,0.7,623,10.38,1.69,0.04,0.09,0.43
485	,4909.TW,新復興,16,1.27,35,10.38,2.62,0.29,0.04,0.29
486	,3373.TW,熱映,27.2,-3.55,323,10.37,0.74,5.32,0,1.54
487	,2070.TW,精湛,38,0.13,95,10.33,0.76,0,0,0.17
488	,4973.TW,廣穎,21.95,0.46,51,10.32,0.35,0.03,0,0.27
489	,8403.TW,盛弘,33.2,-1.78,520,10.3,3.65,0.18,0,1.02
490	,3680.TW,家登,276,4.15,2832,10.28,8.39,2.49,9.91,3.65
491	,6668.TW,中揚光,38.1,0.26,91,10.28,20.57,0.68,0,1.12
492	,9802.TW,鈺齊-KY,137,-9.87,6606,10.28,48.95,0,8.33,2.63
493	,2312.TW,金寶,13.5,0,1551,10.24,10.65,0.22,0.02,2.92
494	,9960.TW,邁達康,25.6,-3.94,208,10.24,8.23,0,0,0.06
495	,3024.TW,憶聲,13.3,-0.75,273,10.21,1.67,0.01,0,0.77
496	,3701.TW,大眾控,37.25,0.4,202,10.2,3.43,0,0,1.34
497	,5215.TW,科嘉-KY,44.45,-0.22,27,10.2,25.25,0.06,0.12,2.38
498	,3004.TW,豐達科,70,-1.27,85,10.19,4.14,0.09,0.08,0.77
499	,3437.TW,榮創,17.05,0,132,10.18,4.27,0.26,0,0.71
500	,3691.TW,碩禾,100,0.5,147,10.18,5.87,4.49,0,1.68
501	,3530.TW,晶相光,71.9,0.56,32,10.16,41.78,0.71,0,1.9
502	,3022.TW,威強電,72.1,1.84,901,10.15,29.2,0.37,0.9,6.9
503	,5464.TW,霖宏,26.1,-1.14,174,10.14,0.88,0.12,0,0.37
504	,2033.TW,佳大,15.75,0,436,10.12,0.5,0.1,0,0.46
505	,2637.TW,慧洋-KY,62.6,1.95,5413,10.12,11.37,1.02,7.45,5.43
506	,6435.TW,大中,97.7,0.21,66,10.03,0.87,1.16,0,2.47
507	,5386.TW,青雲,36.4,4.6,2364,10.01,0.33,4.84,0,1.89
508	,1815.TW,富喬,11.7,0.43,233,9.97,2.65,0,0,2.26
509	,2605.TW,新興,19.65,-1.75,2650,9.93,37.4,0.56,0.29,3.4
510	,6136.TW,富爾特,18.2,0.28,116,9.91,4.68,0.07,0,0.3
511	,2313.TW,華通,45.55,2.36,5331,9.88,28.39,1.19,4.5,4.42
512	,6288.TW,聯嘉,22.7,1.11,270,9.84,2.81,0.48,0.52,2.56
513	,6516.TW,勤崴國際,77,0.65,30,9.83,0.28,0,0,0.2
514	,6139.TW,亞翔,37.25,-1.06,714,9.82,23.88,0.25,0.07,3.01
515	,2425.TW,承啟,30.8,-0.65,6459,9.81,17.14,0.8,0,1.93
516	,4908.TW,前鼎,30.05,0.33,110,9.8,4.8,0.18,0,0.8
517	,3556.TW,禾瑞亞,55,0,77,9.73,5.51,0.39,0,1.03
518	,6221.TW,晉泰,52,0.78,9,9.71,0.66,0,0,0.15
519	,6173.TW,信昌電,34.55,1.32,205,9.7,1.2,1.05,0,0.7
520	,6508.TW,惠光,36,0,79,9.68,1.97,0.18,0,1.42
521	,1569.TW,濱川,22,0,126,9.67,4.12,0,0.01,0.9
522	,3042.TW,晶技,82.2,-0.6,527,9.66,14.43,0.74,3.06,3.46
523	,3597.TW,映興,23.35,0.21,7,9.64,0.27,0,0,0.19
524	,2374.TW,佳能,20.3,0,327,9.62,5.42,1.22,0.06,2.23
525	,2524.TW,京城,31.85,-0.93,9,9.62,0.83,0.04,0,0.13
526	,3694.TW,海華,19.5,0.52,70,9.61,1.4,0.06,0,0.52
527	,6451.TW,訊芯-KY,81.6,0.12,446,9.6,63.05,1.53,0.09,0.94
528	,3498.TW,陽程,37.7,1.34,157,9.56,2.56,1.2,0,0.62
529	,2032.TW,新鋼,20.35,0.25,823,9.54,0.65,0.17,0,1.33
530	,6284.TW,佳邦,51.8,0,643,9.53,1.89,0.31,0.25,1.6
531	,5230.TW,雷笛克光學,23.05,0,24,9.52,1.37,0.3,0,0.2
532	,6275.TW,元山,26.2,0.19,110,9.51,1.54,0.42,0,0.62
533	,5315.TW,光聯,18.1,0.28,61,9.46,5.37,0.15,0,0.77
534	,1533.TW,車王電,49,0.31,64,9.44,6.01,0.14,0,1.38
535	,5211.TW,蒙恬,19.05,-0.26,44,9.44,9.66,0,0,0.59
536	,1626.TW,艾美特-KY,16.55,1.22,47,9.41,44.18,0.01,0,0.54
537	,2069.TW,運錩,21.3,-0.7,559,9.4,1.01,0.23,0,1.09
538	,3489.TW,森寶,10.1,0,9,9.36,0.13,0.12,0,0.09
539	,3147.TW,大綜,51.6,-0.39,52,9.35,2.27,0.03,0,0.65
540	,6285.TW,啟碁,78.9,0.64,1489,9.34,25.42,0,4.6,7.32
541	,6414.TW,樺漢,212,4.18,1808,9.34,16.6,0.51,0.51,3.62
542	,3002.TW,歐格,11.3,0.44,65,9.33,0.65,0.01,0,0.27
543	,3021.TW,鴻名,20.15,0.75,18,9.32,2.75,0.04,0.09,0.29
544	,1474.TW,弘裕,12,0.42,39,9.31,0.27,0.1,0,0.3
545	,6698.TW,旭暉應材,28.1,0.36,15,9.31,1.46,0.02,0,0.64
546	,2061.TW,風青,24,-2.64,128,9.3,2.01,0,0,0.37
547	,2603.TW,長榮,160,-1.84,23687,9.27,29.73,5.76,3.71,3.45
548	,4173.TW,久裕,19,-1.81,569,9.27,0.7,0,0,0.43
549	,8444.TW,綠河-KY,39.5,1.02,8,9.24,65.29,0,0,0.05
550	,6114.TW,久威,24.2,0.41,32,9.23,2.74,0,0,0.5
551	,1449.TW,佳和,16.25,0.31,156,9.21,0.45,16.77,0,0.03
552	,2617.TW,台航,26.7,-0.74,805,9.21,2.77,0.22,0.01,1.71
553	,2369.TW,菱生,13.05,0.77,329,9.13,14.94,0.17,0,2.1
554	,4737.TW,華廣,76.9,-0.39,18,9.12,22.21,0.05,0,0.39
555	,4956.TW,光鋐,14.2,0,26,9.09,6.94,0.32,0,1.75
556	,3605.TW,宏致,31.7,-0.63,100,9.05,9.93,0.28,0,0.93
557	,8478.TW,東哥遊艇,305,4.63,2761,9.05,43.2,0.63,1,2
558	,6510.TW,精測,475,2.04,106,9.03,8.57,1,2.2,2.3
559	,1336.TW,台翰,25.55,3.86,253,8.98,5.44,0.55,0,0.48
560	,5704.TW,老爺知,51,-1.73,314,8.96,4.15,0.03,0,0.36
561	,8048.TW,德勝,32.7,0.93,33,8.96,0.7,0,0,0.11
562	,4161.TW,聿新科,27.5,-2.48,255,8.94,0.25,0,0,0.26
563	,6756.TW,威鋒電子,187,3.31,335,8.94,3.53,0.08,0.02,1.81
564	,2201.TW,裕隆,63.2,1.94,17978,8.91,8.86,1.05,1.22,3.74
565	,2748.TW,雲品,57.1,-4.67,2278,8.9,2.09,0.05,2.78,2.78
566	,3188.TW,鑫龍騰,12.3,-1.6,142,8.89,0.2,0,0,0.11
567	,5546.TW,永固-KY,46.8,-1.47,5,8.89,53.86,0.05,0,0.08
568	,4915.TW,致伸,55.9,0.72,1429,8.86,60.36,0.62,2.72,5.37
569	,3236.TW,千如,23.3,0.65,236,8.83,11.48,0,0,1.23
570	,2611.TW,志信,13.4,-0.74,326,8.81,1.93,0.86,0,1.21
571	,3587.TW,閎康,155.5,2.64,1666,8.81,6.45,0.72,10.3,2.26
572	,1713.TW,國化,25,-0.2,65,8.8,3.55,0.04,0,0.07
573	,5439.TW,高技,47,0.11,152,8.78,2.77,0,0.26,0.86
574	,2434.TW,統懋,28.7,3.24,5,8.71,1.11,0.05,0,0.17
575	,5398.TW,慕康生醫,16.5,0.61,9,8.71,2.5,0,0,0.06
576	,5474.TW,聰泰,72.6,0.41,22,8.69,3.3,0.12,0,0.4
577	,6523.TW,達爾膚,104,0.48,260,8.69,5.65,0.14,0.1,0.5
578	,3512.TW,皇龍,28.65,0,23,8.67,0.07,0,0,0.11
579	,6155.TW,鈞寶,24.6,0.82,157,8.67,1.64,0.03,0,0.36
580	,3617.TW,碩天,95,1.06,228,8.65,5.17,0.53,0.26,1
581	,2483.TW,百容,24.15,0.62,53,8.64,1.58,0.06,0.11,0.79
582	,6204.TW,艾華,58.8,0.34,8,8.62,0.24,0.06,0,0.16
583	,4760.TW,勤凱,47.65,1.6,20,8.58,0.78,0,0,0.8
584	,8081.TW,致新,149.5,4.91,900,8.58,18.29,0.17,0.03,2.77
585	,2387.TW,精元,38.15,0.26,287,8.57,6.86,0.48,0.88,2.32
586	,4572.TW,駐龍,121,0.83,99,8.57,2.32,0.34,1.77,0.62
587	,6188.TW,廣明,40.1,-0.12,208,8.56,6.1,0.51,0,0.49
588	,6573.TW,虹揚-KY,13.3,-0.75,11,8.56,58.6,0.11,0,0.36
589	,6015.TW,宏遠證,8.72,-0.57,354,8.54,2.66,0,0,0.74
590	,3016.TW,嘉晶,71.1,1.28,300,8.51,4.14,0.49,0,2.05
591	,3712.TW,永崴投控,28.6,2.88,1137,8.51,1.79,0.14,0,0.9
592	,8924.TW,大田,118,0.43,74,8.48,4.85,0.34,0.37,2.24
593	,3325.TW,旭品,12.55,0.4,53,8.44,0.58,0,0,0.5
594	,3276.TW,宇環,12.35,2.07,34,8.41,0.54,0.03,0,0.42
595	,8215.TW,明基材,32,0.47,446,8.41,3.35,0.28,0.28,1.84
596	,6215.TW,和椿,20,-0.5,352,8.4,6.12,0.04,0,0.61
597	,1786.TW,科妍,53.6,-1.11,609,8.39,1.27,0.3,0,0.89
598	,3360.TW,尚立,13.35,0,22,8.36,0.9,0,0,0.39
599	,4142.TW,國光生,35.1,-1.4,792,8.35,6.69,1.19,0.11,2.82
600	,3596.TW,智易,96.7,1.04,354,8.32,19.39,0.14,5.21,3.58
601	,1711.TW,永光,18.4,-0.54,591,8.28,8.11,0.16,0.03,1.76
602	,2908.TW,特力,19.6,-0.25,49,8.27,3,0.04,0,0.18
603	,5269.TW,祥碩,714,6.57,812,8.27,16.91,0.93,1.1,4.7
604	,1609.TW,大亞,20.85,2.71,10695,8.26,10.53,0.13,0,3.43
605	,6598.TW,ABC-KY,30.25,-2.42,658,8.26,32.53,0.48,0,1.83
606	,2610.TW,華航,18.9,-0.53,27118,8.25,10.68,0.13,0.32,6.67
607	,6120.TW,達運,8.81,0,739,8.24,5.65,0.12,0,1.81
608	,2442.TW,新美齊,13.2,-0.38,227,8.21,1.34,0.08,0,1.01
609	,3114.TW,好德,25.4,0.4,15,8.21,0.51,0.16,0,0.37
610	,1519.TW,華城,52.4,8.49,25523,8.17,9.87,0.53,1.11,2.82
611	,3285.TW,微端,19.1,0,3,8.16,8.93,0,0,0.15
612	,4113.TW,聯上,11.75,0,214,8.16,0.16,0,0,0.07
613	,2236.TW,百達-KY,26.05,0.58,1841,8.14,74.85,0.05,0,0.21
614	,3049.TW,和鑫,9.1,0.11,601,8.14,5.47,0.06,0,1.54
615	,8110.TW,華東,11.35,0,399,8.11,2.13,0.33,0,0.68
616	,4126.TW,太醫,74.5,-1.32,204,8.07,11.18,0.31,0,0.79
617	,3167.TW,大量,40.7,1.24,12,8.05,1.55,0.16,0,0.88
618	,6609.TW,瀧澤科,35.6,1.71,813,8.03,53.45,0.39,0,0.46
619	,3402.TW,漢科,45.2,2.49,288,8.02,3.07,0.44,0,0.62
620	,4147.TW,中裕,69.7,-1.41,1276,8.02,8.11,0.03,0.88,0.85
621	,5443.TW,均豪,28,1.45,294,7.99,2.65,0.12,0.13,0.49
622	,2243.TW,宏旭-KY,16.7,2.14,927,7.98,42.66,0.12,0,0.44
623	,3526.TW,凡甲,117.5,2.62,86,7.98,5.16,1.79,0.18,1.83
624	,8299.TW,群聯,325,3.17,1322,7.94,30.47,1.67,3.96,3.37
625	,1314.TW,中石化,9.9,0.2,3396,7.93,12.07,0.17,0.07,3.92
626	,2401.TW,凌陽,22.65,1.12,575,7.88,11.99,0.23,0.02,2.91
627	,6168.TW,宏齊,17.65,0.28,73,7.87,2.33,0.81,0,0.76
628	,6693.TW,廣閎科,60.2,-0.5,51,7.87,0.46,0,0,0.73
629	,8433.TW,弘帆,61.9,0,15,7.86,1.44,0.05,0,0.59
630	,8489.TW,三貝德,22.75,0.22,19,7.86,1.28,0,0,0.45
631	,3484.TW,崧騰,43.15,0.47,76,7.84,3.32,0.17,0.14,0.81
632	,6202.TW,盛群,69.4,1.76,1081,7.84,16.44,0.22,0.1,3
633	,1796.TW,金穎生技,66.9,0,37,7.82,0.59,0.01,0,0.07
634	,6654.TW,天正國際,48.95,2.41,1,7.82,0.65,0.07,0,0.08
635	,6224.TW,聚鼎,57.6,1.59,49,7.81,8.31,0.04,0,1.46
636	,2471.TW,資通,28.05,-0.53,169,7.8,2.11,0.08,0,0.31
637	,3567.TW,逸昌,23.8,-1.45,55,7.8,1.14,0,0,0.45
638	,9955.TW,佳龍,20.4,3.03,252,7.79,2.03,0.34,0,1.08
639	,1565.TW,精華,249,1.01,105,7.78,26.99,1.41,0,0.82
640	,1599.TW,宏佳騰,39.05,-0.13,7,7.78,11.95,0,0,0.67
641	,3704.TW,合勤控,34.7,-0.57,7262,7.77,11,0.6,0.01,1.69
642	,4426.TW,利勤,26.45,-1.67,197,7.77,6.58,0.04,0,1.82
643	,8089.TW,康全電訊,23.05,0.66,24,7.77,2.66,0,0,0.25
644	,5607.TW,遠雄港,51.5,-1.53,445,7.73,1.42,0.13,0.18,1.63
645	,2929.TW,淘帝-KY,16.95,-1.45,3690,7.7,18.46,1.49,0,1.61
646	,6271.TW,同欣電,198.5,3.93,1317,7.7,34.34,1.33,9.92,3.59
647	,2332.TW,友訊,14.8,-0.34,833,7.69,7.94,0.21,0,1.81
648	,3563.TW,牧德,131.5,0.77,53,7.66,8.61,1.9,0,1.24
