符合條件商品
資料日期：2023年  1月  3日
策略,	01融外自投每日總結
序號,	代碼,	商品,	成交,	漲幅%,	總量,	融資使用率,	外資持股比例,	自營商持股比例,	投信持股比例,	借融比
執行時間：2023-01-03 23:27 符合檔數(1490)
649	,1580.TW,新麥,90.3,-0.66,60,7.65,5.9,0.05,0.16,0.56
650	,4127.TW,天良,15.1,-2.27,268,7.65,0.47,0.27,0,0.03
651	,2302.TW,麗正,16.75,0.3,162,7.64,3.28,0.01,0,1.79
652	,2365.TW,昆盈,10.25,-1.44,455,7.64,7.5,0.03,0,0.59
653	,4960.TW,誠美材,10.1,2.43,2586,7.64,5.31,0.21,0,1.34
654	,3217.TW,優群,79.5,-0.63,246,7.58,2.45,0.06,6.17,1.28
655	,2601.TW,益航,8.65,-1.03,1776,7.57,12.73,0.19,0,1.61
656	,5469.TW,瀚宇博,31.65,0,322,7.57,10.68,0.13,0.02,0.96
657	,6425.TW,易發,21.65,1.41,85,7.57,0.16,0,0,0.14
658	,8931.TW,大汽電,43.5,4.57,300,7.56,0.23,0.1,0,0.07
659	,6781.TW,AES-KY,658,2.33,458,7.55,74.79,0.2,4.13,1.71
660	,2612.TW,中航,39.8,-4.21,2294,7.54,1.89,0.24,0,1.53
661	,8436.TW,大江,176.5,3.22,2693,7.54,25.25,0.87,6.18,3.61
662	,5392.TW,能率,20,-1.96,218,7.53,3.81,0.54,0,0.67
663	,8072.TW,陞泰,25.75,1.18,271,7.53,1.73,0.03,0,0.61
664	,6160.TW,欣技,16.7,0,66,7.49,3.22,0.09,0,0.98
665	,1528.TW,恩德,10.05,-0.99,334,7.48,1.37,0.07,0,0.36
666	,2329.TW,華泰,17.65,0.57,898,7.48,8.6,0.15,0,2.2
667	,6456.TW,GIS-KY,87.8,-0.23,1363,7.48,54.68,0.52,2.05,2.13
668	,2014.TW,中鴻,27.1,1.31,10104,7.46,9.26,4.2,1.93,4.5
669	,8105.TW,凌巨,12.35,1.23,388,7.46,59.14,1.01,0,1.51
670	,4109.TW,加捷生醫,14.65,-0.34,90,7.44,0.25,0.2,0,0.22
671	,8249.TW,菱光,27.4,-0.72,89,7.43,2.81,0.14,0,0.45
672	,2492.TW,華新科,79.2,0.25,552,7.41,14.79,3.13,0.15,2.52
673	,3540.TW,曜越,27.9,0.9,205,7.39,1.75,0,0,1.01
674	,6166.TW,凌華,54.3,0.93,41,7.39,10.2,0.12,0,0.41
675	,5603.TW,陸海,21.65,-0.23,155,7.35,7.86,0.73,0,1.2
676	,5516.TW,雙喜,18.5,1.37,81,7.33,0.14,0,0,0.15
677	,8046.TW,南電,233,2.64,6385,7.33,8.71,0.83,4.87,5.64
678	,2034.TW,允強,29.3,1.21,845,7.28,7.61,0.2,0,2.78
679	,6191.TW,精成科,27.7,0.54,380,7.26,7.17,0.11,0.02,1.88
680	,1540.TW,喬福,15.25,0,41,7.24,1.18,0.03,0,0.43
681	,6278.TW,台表科,89.6,0.67,854,7.24,16.38,0.48,0.63,2.63
682	,4190.TW,佐登-KY,75.3,0.27,115,7.22,64.73,0.58,0,0.62
683	,6257.TW,矽格,48.75,0.41,508,7.22,19.05,0,0.69,3.67
684	,2439.TW,美律,80.7,1.25,382,7.19,12.01,5.51,0.01,2.29
685	,8074.TW,鉅橡,19.1,0.26,11,7.18,2.97,0.16,0,0.47
686	,3630.TW,新鉅科,28.1,0.9,101,7.17,35.96,0.35,0,1.84
687	,5905.TW,南仁湖,11.9,-1.24,854,7.17,1.77,0.14,0,0.79
688	,6515.TW,穎崴,410,-1.91,1042,7.14,17.04,0.27,6.82,6.66
689	,2478.TW,大毅,42.85,0.94,19,7.11,5.29,0.17,0,1.49
690	,3060.TW,銘異,16.1,0,155,7.1,7,1.35,0,1.22
691	,5222.TW,全訊,138.5,-0.36,151,7.1,6.76,2.48,0.59,1.37
692	,4755.TW,三福化,117,1.74,398,7.08,30.09,0.3,0.01,1.72
693	,6180.TW,橘子,70.1,0.29,11801,7.08,28.1,0.03,0.39,0.86
694	,3443.TW,創意,684,6.71,6400,7.03,39.11,4.41,6.2,7.52
695	,5426.TW,振發,13.45,1.51,335,7.03,2.84,0,0,0.51
696	,1718.TW,中纖,8.48,-1.51,3770,6.95,8.84,0.14,0,0.8
697	,3372.TW,典範,11.1,0.45,134,6.94,0.73,0.08,1.28,1
698	,6625.TW,必應,41.1,0,313,6.92,2.21,0.02,0,0.25
699	,1785.TW,光洋科,32.25,0.62,398,6.89,8.49,0.06,0.02,2.71
700	,3481.TW,群創,11.2,1.36,40806,6.89,24.57,1.94,0.3,1.88
701	,5288.TW,豐祥-KY,165,0.61,138,6.89,63.41,0.37,0.45,0.91
702	,2727.TW,王品,164.5,-2.08,1384,6.88,20.37,1.73,1.76,6.03
703	,4953.TW,緯軟,84.5,2.18,142,6.88,10.49,0.44,0.63,0.56
704	,3268.TW,海德威,21.95,0.46,14,6.87,0.46,0.01,0,0.39
705	,5483.TW,中美晶,145.5,4.3,3725,6.87,25.74,0.66,2.79,1.53
706	,8916.TW,光隆,51.9,-0.95,390,6.85,8.87,0.82,1.99,1.4
707	,1455.TW,集盛,10.4,0.48,870,6.82,2.09,0.65,0,1.1
708	,8938.TW,明安,95.8,0.95,781,6.8,15.83,0,0.43,2.19
709	,5508.TW,永信建,55,0.92,62,6.77,1.11,0,0,0.31
710	,4991.TW,環宇-KY,38.35,-1.67,12,6.76,4.58,0.04,0.01,0.29
711	,3017.TW,奇鋐,112.5,0.45,1088,6.75,41.26,0.64,20.05,7.11
712	,2453.TW,凌群,25.55,0.2,16,6.74,4.23,0.07,0,0.55
713	,6666.TW,羅麗芬-KY,79.7,0.89,328,6.74,76.77,0.1,0,0.86
714	,3607.TW,谷崧,11.9,0.42,27,6.72,3.91,0.08,0,1.05
715	,2062.TW,橋椿,22.6,0,124,6.71,9.94,0.09,0,0.27
716	,2428.TW,興勤,124,0,311,6.71,14.06,0.11,0,0.82
717	,5371.TW,中光電,57,0.18,1348,6.69,16.95,1.04,0.1,2.14
718	,1217.TW,愛之味,10.8,0.93,1122,6.68,7.72,0.12,0.08,0.9
719	,2027.TW,大成鋼,42.6,0.47,6145,6.68,15.25,2.52,4.73,4.7
720	,3666.TW,光耀,19.15,-1.29,107,6.67,3.55,0.32,0,1.16
721	,3086.TW,華義,83.1,-0.84,36,6.64,36.94,0.03,0,0.39
722	,3264.TW,欣銓,49.6,0,1649,6.64,22.44,0.55,0.99,1.5
723	,1466.TW,聚隆,11.95,-1.24,68,6.63,0.47,0.26,0,0.38
724	,6174.TW,安碁,25.45,0,90,6.62,3.8,0.05,0,0.54
725	,6558.TW,興能高,22.4,2.52,127,6.62,2.18,0.06,0,2.31
726	,5498.TW,凱崴,10.8,1.89,1044,6.6,1.31,0,0,1.03
727	,8066.TW,來思達,28.3,2.54,67,6.57,3.63,0.21,0,0.15
728	,8349.TW,恒耀,55.3,-1.78,309,6.56,2.05,0.03,0,0.71
729	,2466.TW,冠西電,32.75,-1.5,53,6.55,10.25,0.02,0,0.16
730	,1593.TW,祺驊,68.3,0,0,6.53,5.38,0.23,0,0.16
731	,4770.TW,上品,328,2.18,1225,6.53,12.15,0.25,4.17,1.61
732	,1517.TW,利奇,20.6,2.23,775,6.51,2.21,0.95,0,2.1
733	,3051.TW,力特,17.5,2.04,461,6.49,2.55,0.03,0,1.2
734	,8069.TW,元太,170.5,5.9,20316,6.48,37.44,1.15,3.92,5.09
735	,1447.TW,力鵬,7.62,-0.65,875,6.47,5.96,0.06,0,0.84
736	,4148.TW,全宇生技-KY,53.5,-0.37,64,6.43,72.36,0.04,0,1.13
737	,1536.TW,和大,67,0,3200,6.41,14.41,0.58,0.91,3.87
738	,1587.TW,吉茂,21.35,-1.84,75,6.39,21.29,0.03,0,0.53
739	,3669.TW,圓展,46.15,-0.32,129,6.38,0.92,0.37,0.45,1.1
740	,3685.TW,元創精密,19.75,-0.75,32,6.32,0.57,0.05,0,0.48
741	,6141.TW,柏承,19.1,0.53,56,6.32,3.5,0.23,0,0.58
742	,4807.TW,日成-KY,21.05,1.45,9,6.31,72.94,0.14,0,0.2
743	,3071.TW,協禧,24.7,0.41,72,6.28,0.56,0.03,0.12,0.22
744	,2031.TW,新光鋼,43.4,1.17,1381,6.26,10.58,0.71,2.42,4.4
745	,2368.TW,金像電,89.2,2.76,5622,6.25,19.51,1.51,13.42,5.84
746	,2101.TW,南港,33.1,-1.05,451,6.24,6.45,0.11,0,1.84
747	,3354.TW,律勝,13.55,0,454,6.23,1.22,0,0,0.21
748	,5533.TW,皇鼎,17.4,-0.85,87,6.23,4.43,0.03,0,0.63
749	,3030.TW,德律,64,0.47,151,6.22,17.22,0.25,0.01,1.46
750	,1416.TW,廣豐,10.15,0,59,6.21,9.08,0.03,0,0.21
751	,2515.TW,中工,8.11,-0.37,1234,6.2,13.63,0,0,1.18
752	,6418.TW,詠昇,15.85,1.6,67,6.19,0.21,0,0,0.22
753	,2415.TW,錩新,20.15,-1.23,47,6.18,1.1,0.13,0,0.46
754	,3293.TW,鈊象,433.5,0,1984,6.17,32.03,1.13,3.15,1.13
755	,2239.TW,英利-KY,59,0.68,51,6.16,75.32,0.06,0,0.67
756	,2640.TW,大車隊,89.5,0.11,29,6.16,5.36,0.02,0.24,0.11
757	,2250.TW,IKKA-KY,71.6,0,14,6.12,11.4,0.01,0.04,0.22
758	,1414.TW,東和,17.75,-0.28,166,6.11,0.66,0.03,0,0.25
759	,4164.TW,承業醫,43.65,0.23,110,6.11,24.52,0.38,0.27,1.21
760	,4557.TW,永新-KY,100.5,0,30,6.1,38.72,0.02,0,1.86
761	,6719.TW,力智,241,1.69,645,6.08,4.64,0.28,1.03,2.84
762	,6741.TW,91APP*-KY,110,5.77,3378,6.08,61.44,0.31,2.55,3.23
763	,2642.TW,宅配通,49.45,-1.3,196,6.07,4.96,2.02,0,1.01
764	,2732.TW,六角,125.5,0,680,6.04,8.93,1.55,0.11,0.76
765	,6274.TW,台燿,53.3,3.7,1091,6.04,31.69,0.24,2.12,3.31
766	,1515.TW,力山,29.9,0,277,6,8.6,0.24,0.06,1.71
767	,3227.TW,原相,97.5,1.14,352,5.98,15.91,1.71,0.29,1.69
768	,5438.TW,東友,16.6,-0.9,16,5.96,0.93,0,0,0.09
769	,2427.TW,三商電,12,0.42,85,5.94,3.34,0.02,0,0.26
770	,2363.TW,矽統,16.2,-0.31,1263,5.91,4.28,2.59,0.03,1.78
771	,6651.TW,全宇昕,66.6,0.91,33,5.9,0.15,0.01,0,0.46
772	,2618.TW,長榮航,28.15,0,36342,5.88,31.26,0.6,0.51,5.06
773	,6197.TW,佳必琪,40.35,0.88,115,5.88,8.04,0.71,0.34,0.75
774	,1605.TW,華新,46.95,-0.53,76318,5.87,24.86,3.05,2.14,2.96
775	,8927.TW,北基,35.45,-1.8,214,5.87,0.05,0.02,0,0.73
776	,2613.TW,中櫃,21.95,-3.09,630,5.85,1.33,0.36,0.06,0.38
777	,1319.TW,東陽,42.85,-0.58,5845,5.83,25.15,0.57,0.68,3.73
778	,3628.TW,盈正,42.75,0.35,57,5.8,1.45,0.03,0,0.24
779	,3515.TW,華擎,149,4.93,10907,5.79,5.31,0.37,3.8,3.31
780	,6248.TW,沛波,22.2,-1.11,56,5.79,2.62,0.05,0,0.9
781	,1423.TW,利華,20.05,-0.5,8,5.75,1.06,0.04,0,0.14
782	,3164.TW,景岳,23.5,-0.84,92,5.72,1.04,0.05,0,0.61
783	,3705.TW,永信,45.1,-1.96,3367,5.71,9.11,0.16,0,1.5
784	,6207.TW,雷科,25.3,-0.78,94,5.7,1.54,0.22,0,0.15
785	,6161.TW,捷波,24.8,-0.6,70,5.69,3.17,0,0,1.17
786	,8930.TW,青鋼,16.75,1.52,91,5.69,2.59,0,0,0.64
787	,2643.TW,捷迅,68.5,0.74,31,5.68,1.14,0,0,0.29
788	,2530.TW,華建,17.2,-0.29,387,5.66,1.43,0.02,0.15,0.41
789	,6547.TW,高端疫苗,67.9,-2.3,6100,5.64,7.06,0.05,0.13,2.37
790	,2607.TW,榮運,27.65,-0.54,1535,5.63,6.95,0.56,0.08,1.44
791	,2316.TW,楠梓電,27,0.37,25,5.62,25.76,0.24,0,0.62
792	,5223.TW,安力-KY,38.7,0.13,7,5.62,41.86,0,0,0.13
793	,5481.TW,新華,12.15,0,43,5.62,26.5,0.04,0,0.13
794	,2754.TW,亞洲藏壽司,141,1.08,380,5.58,80.1,0.48,0,0.76
795	,4935.TW,茂林-KY,55,0,82,5.57,26.14,0.31,0,0.55
796	,4966.TW,譜瑞-KY,792,2.46,466,5.56,66.23,0.73,4.03,3.98
797	,5452.TW,佶優,14.35,0,38,5.56,11.05,0.36,0,0.58
798	,8042.TW,金山電,35.2,-0.42,13,5.54,4.64,0.37,0,0.18
799	,4413.TW,飛寶企業,16,-1.23,7,5.52,5.71,0,0,0.02
800	,9906.TW,欣巴巴,46.8,-0.85,26,5.51,0.72,0.03,0,0.11
801	,2701.TW,萬企,12.1,-0.82,27,5.5,0.36,0.03,0,0.06
802	,3078.TW,僑威,28.2,0.18,177,5.5,0.93,0.8,0,0.7
803	,1444.TW,力麗,10.15,-0.49,874,5.47,6.07,0.19,0.06,1.46
804	,4564.TW,元翎,24,-1.23,241,5.47,2.41,0.06,0,1.38
805	,2009.TW,第一銅,30.15,0.84,1403,5.46,0.7,0.96,0.03,2.25
806	,3557.TW,嘉威,49.15,-0.71,12,5.44,18.44,0.03,0,0.46
807	,6244.TW,茂迪,28.5,0,4164,5.44,15.14,0.55,0.6,2.77
808	,6664.TW,群翊,98.1,-0.1,72,5.43,5.46,0.02,0.11,0.58
809	,2702.TW,華園,22.5,-0.66,297,5.4,38.3,0.03,0,0.8
810	,6743.TW,安普新,35.95,0,39,5.4,3.27,0,0,1.01
811	,4533.TW,協易機,10.5,0,26,5.39,0.98,0,0,0.13
812	,2206.TW,三陽工業,33.95,0.3,885,5.36,18.12,0.52,0.09,2.22
813	,1598.TW,岱宇,41.05,0.86,120,5.35,4.48,0.39,0.06,1.48
814	,3581.TW,博磊,21.8,-0.46,17,5.33,7.69,0,0,0.15
815	,1453.TW,大將,14.85,0.68,199,5.32,1.23,0.16,0,1.66
816	,6116.TW,彩晶,11.2,0.45,3232,5.31,7.01,2.64,0.14,4.87
817	,3622.TW,洋華,27.7,2.03,63,5.3,1.63,0.75,0,0.37
818	,4989.TW,榮科,24.65,-0.8,178,5.29,1.28,0.37,0.12,0.96
819	,6240.TW,松崗,17.7,-0.56,12,5.27,0.17,0,0,0.08
820	,1323.TW,永裕,32.8,-0.3,18,5.26,3.01,0.04,0,0.2
821	,2409.TW,友達,15.45,3,31623,5.24,25,5.46,5.19,4.51
822	,3218.TW,大學光,299,0.17,1322,5.23,28.71,0.57,3.28,1.06
823	,3229.TW,晟鈦,19.35,-1.53,8,5.22,0.79,0.02,0,0.06
824	,3551.TW,世禾,57.6,0.17,17,5.21,4.91,0.42,0.41,0.8
825	,1219.TW,福壽,18.8,0.27,633,5.19,4.86,0,0,0.95
826	,4174.TW,浩鼎,68.6,-0.72,537,5.18,11.55,0.02,0,0.78
827	,2460.TW,建通,16.55,1.85,91,5.17,0.39,0.12,0,0.97
828	,2506.TW,太設,9.12,0.55,352,5.17,3.24,0.06,0,0.17
829	,3592.TW,瑞鼎,325.5,6.9,2514,5.15,13.37,0.27,2.27,4.25
830	,6546.TW,正基,72,1.27,191,5.15,1.37,0.12,1.39,0.77
831	,2351.TW,順德,97.5,1.14,487,5.11,21.91,0.19,3.47,2.12
832	,6117.TW,迎廣,13.95,0.72,62,5.1,3.66,0.01,0,1.74
833	,6499.TW,益安,57.5,-1.03,77,5.1,12.95,0.08,0.71,0.76
834	,4123.TW,晟德,46.55,-1.59,965,5.09,6.95,0.1,0,1.8
835	,2228.TW,劍麟,74.8,3.03,143,5.03,8.25,0.96,0.09,2.03
836	,6196.TW,帆宣,119,0.85,1622,5.01,6.31,0.3,0.03,1.73
837	,8043.TW,蜜望實,26.2,-1.32,311,4.98,0.63,0.12,0,0.51
838	,8021.TW,尖點,30.8,0.16,185,4.95,6.59,0.14,0,2.14
839	,2615.TW,萬海,79.2,-1.12,21641,4.86,42.81,0.42,1.47,2.4
840	,6208.TW,日揚,49.85,0.71,26,4.85,1.35,0,0,0.42
841	,3303.TW,岱稜,25.1,0.4,41,4.84,4.3,0.04,0,0.47
842	,3652.TW,精聯,22.65,0.89,37,4.84,1.09,0.02,0,0.19
843	,3033.TW,威健,26.3,0,328,4.83,5.33,0,0.03,2.39
844	,4735.TW,豪展,39,-0.76,69,4.83,0.69,0.41,0,0.3
845	,4536.TW,拓凱,182,-0.55,354,4.82,22.55,0.2,2.7,4.41
846	,3014.TW,聯陽,74.2,1.23,584,4.79,12.64,0.15,0.11,2.57
847	,4175.TW,杏一,76.4,-2.05,112,4.79,0.75,0.02,0.09,1.13
848	,3541.TW,西柏,53.5,0.94,11,4.77,2.45,0.51,0.04,0.5
849	,2049.TW,上銀,181,-0.82,675,4.74,31.16,2.13,0.31,2.15
850	,2327.TW,國巨,465.5,3.22,1742,4.74,42.19,6.34,5.42,3.01
851	,6768.TW,志強-KY,71.3,-0.28,246,4.74,78.24,0.2,0.19,1.15
852	,2028.TW,威致,27.9,0.9,980,4.7,0.48,0.11,0.01,0.89
853	,5244.TW,弘凱,26.95,1.7,10,4.67,1.1,0,0,0.1
854	,2344.TW,華邦電,19.75,0.77,6210,4.66,23.54,0.14,0.48,2.52
855	,4119.TW,旭富,96.5,-1.03,167,4.66,2.9,0.18,0.1,1.23
856	,6261.TW,久元,57.1,0,45,4.66,3.13,0.12,0,0.89
857	,6732.TW,昇佳電子,219.5,2.81,39,4.61,10.06,0.37,0,2.13
858	,8210.TW,勤誠,72.6,0.28,94,4.61,7.71,0.6,0.66,1.73
859	,8374.TW,羅昇,29.85,0.67,46,4.6,1.98,0.18,0,0.26
860	,1733.TW,五鼎,25.45,-0.39,223,4.59,6.45,1.57,0,0.43
861	,1339.TW,昭輝,41.45,-0.96,105,4.53,2.23,0.38,0,0.39
862	,2376.TW,技嘉,111,4.23,10764,4.52,17.49,10.64,11.64,5.16
863	,6206.TW,飛捷,67.1,0.3,109,4.51,12.9,0.25,0.04,1.89
864	,5289.TW,宜鼎,184,-0.81,35,4.48,33.14,0.1,0.81,0.96
865	,3312.TW,弘憶股,17.25,0,127,4.46,2.36,0.01,0,1.26
866	,2547.TW,日勝生,9.05,-0.88,313,4.45,17.08,0.14,0,0.45
867	,3015.TW,全漢,38.2,0.39,48,4.43,11.13,0.18,0,0.21
868	,6175.TW,立敦,32.9,0.92,120,4.39,17.12,0.04,0,0.63
869	,6829.TW,千附精密,72.1,-1.77,89,4.39,1.27,0.15,3.29,0.22
870	,8150.TW,南茂,33.7,0.6,2796,4.39,37.3,0.55,1.55,2.58
871	,3056.TW,總太,31.05,-0.64,251,4.36,4.11,0.21,0.03,2.01
872	,9934.TW,成霖,13.1,-1.13,94,4.36,16.65,0.08,0,0.41
873	,2208.TW,台船,19.2,-1.54,1399,4.32,5.15,0.06,0.04,1.7
874	,8271.TW,宇瞻,41.3,-0.24,92,4.32,3.2,0.13,0,1.34
875	,4994.TW,傳奇,41.1,0.49,128,4.3,1.43,0.12,0,0.42
876	,6026.TW,福邦證,10,-0.5,274,4.3,2.21,0,0,2.04
877	,3257.TW,虹冠電,43,-0.46,15,4.29,5.03,0.62,0,1.2
878	,3048.TW,益登,26.7,-0.56,191,4.27,2.68,0.06,0,1.62
879	,6227.TW,茂綸,40.65,0.87,265,4.27,1.24,0.02,0,0.27
880	,2337.TW,旺宏,34.25,1.48,3017,4.26,19.46,1.47,6.7,5.54
881	,8070.TW,長華*,30.15,-0.5,164,4.26,10.27,0.07,0,6.35
882	,4105.TW,東洋,83.5,0.12,807,4.25,22.18,0.27,0.86,0.86
883	,6185.TW,幃翔,12.35,0.82,37,4.25,1.2,0.01,0,0.35
884	,2458.TW,義隆,87,1.16,454,4.24,25.62,8.11,1.18,3.37
885	,1456.TW,怡華,15.35,0,46,4.22,0.14,13.17,0,0.11
886	,2303.TW,聯電,41.4,1.72,34838,4.22,32.36,1.64,4.14,6.61
887	,1418.TW,東華,14.1,0,8,4.21,0.82,0.01,0,0.08
888	,3105.TW,穩懋,143,4.76,3265,4.21,40.11,1.5,1.33,8.36
889	,3532.TW,台勝科,140,2.94,1091,4.2,51.01,3.85,0,2.04
890	,6216.TW,居易,25.3,0.4,53,4.18,2.73,0.11,0,2.03
891	,2233.TW,宇隆,100,-0.99,59,4.15,9.75,0.14,2.25,0.74
892	,2241.TW,艾姆勒,31,0.32,12,4.12,23.46,0.06,0.03,0.47
893	,3376.TW,新日興,82.4,0.98,180,4.12,21.27,0.27,0.25,1.79
894	,4157.TW,太景*-KY,15.65,-2.49,1740,4.12,4.58,0.09,0,16755.93
895	,6754.TW,匯僑設計,46.1,-0.32,110,4.08,21.76,0.07,0,0.13
896	,4420.TW,光明,29.95,-0.66,3,4.07,0.34,0,0,0.07
897	,8341.TW,日友,174,0.58,1243,4.04,13.46,0.26,1.17,2.37
898	,6605.TW,帝寶,71.5,-0.28,262,4.03,17.19,0.17,0.01,3.52
899	,1603.TW,華電,25.95,-0.19,260,4.02,1.71,0.28,0,0.36
900	,2538.TW,基泰,12.8,1.19,502,4.02,11.8,0.25,0,0.44
901	,1527.TW,鑽全,40.9,-0.12,133,4.01,9.8,0.9,0,1.03
902	,1808.TW,潤隆,69.2,-0.43,226,4.01,1.62,0.25,0,0.88
903	,1582.TW,信錦,59.1,0.17,57,4,9.71,0.17,0,0.9
904	,6525.TW,捷敏-KY,69.5,1.91,201,4,12.89,0.01,0,0.44
905	,4745.TW,合富-KY,24.55,-1.21,23,3.99,15.39,0,0,0.33
906	,1907.TW,永豐餘,24.6,0.61,753,3.98,15.4,0.13,0.06,1.11
907	,1909.TW,榮成,16.25,-0.61,4626,3.97,10.98,0.2,0.03,1.37
908	,2596.TW,綠意,17.55,-0.28,49,3.97,0.48,0,0,0.09
909	,2421.TW,建準,42.95,0.59,706,3.96,23.38,0.22,2.02,4.25
910	,3034.TW,聯詠,334.5,6.02,11770,3.95,45.54,5.05,7.88,7.46
911	,2496.TW,卓越,47.55,0,7,3.94,25.03,0.04,0,0.2
912	,4502.TW,健信,37.1,-0.4,7,3.94,1.16,0,0,0.06
913	,3653.TW,健策,376.5,0,786,3.93,10.51,0.01,21.25,1.72
914	,5521.TW,工信,6.74,-0.15,268,3.93,4,0.17,0,0.84
915	,8240.TW,華宏,28.8,0,48,3.91,5.64,0,0,0.2
916	,1525.TW,江申,56.8,-0.35,31,3.89,0.22,0.08,0,0.2
917	,1736.TW,喬山,69.1,-0.58,625,3.89,8.39,0.51,0.94,1.65
918	,2355.TW,敬鵬,28.85,0.35,169,3.89,17.21,0.07,0,2.05
919	,2489.TW,瑞軒,9.93,-0.7,977,3.89,9.29,0.37,0,1.35
920	,5236.TW,凌陽創新,67.7,-0.73,21,3.89,0.78,0.06,0,0.49
921	,8112.TW,至上,35.8,0,610,3.87,13.95,0,0,4.68
922	,1321.TW,大洋,32.9,-0.15,41,3.86,4.58,0.08,0,0.37
923	,8049.TW,晶采,29.95,-0.17,507,3.86,6.45,0.43,0.91,0.74
924	,6269.TW,台郡,98.4,0.41,328,3.83,34.91,0.25,0.49,4.71
925	,8163.TW,達方,38,0.53,130,3.8,9.55,0.33,0.05,2.14
926	,8367.TW,建新國際,38.75,2.11,165,3.8,1.77,0.01,0,0.36
927	,2505.TW,國揚,17.8,-0.84,125,3.77,6.4,0.68,0,0.63
928	,4207.TW,環泰,13.05,0.38,34,3.76,0,0,0,0.28
929	,6488.TW,環球晶,438,2.46,1472,3.75,24.64,0.92,1.82,1.18
930	,3152.TW,璟德,182,-0.27,10,3.74,16.86,0.82,0.44,1.41
931	,6213.TW,聯茂,72.6,0,908,3.74,10.72,0.3,1.02,2.21
932	,1473.TW,台南,21.2,1.44,115,3.73,9.61,0.06,0,0.37
933	,2901.TW,欣欣,23.5,-0.63,7,3.72,0.24,0.04,0,0.13
934	,8463.TW,潤泰材,23.7,-0.21,41,3.72,0.32,0.15,0,0.22
935	,6291.TW,沛亨,99.9,1.94,9,3.71,1.74,0,0,0.04
936	,8462.TW,柏文,120,0.84,14,3.71,0.76,0.14,0,0.32
937	,2606.TW,裕民,47.5,-2.26,5980,3.7,8.83,1.67,7.72,3.91
938	,1309.TW,台達化,22.2,-0.89,645,3.69,2.87,0.27,0.1,2.71
939	,1110.TW,東泥,18.45,-1.34,207,3.68,6.65,0.12,0,0.16
940	,5274.TW,信驊,1740,3.26,300,3.67,55.02,0.29,7.01,4.89
941	,1452.TW,宏益,17.45,-0.57,54,3.66,3,0.24,0,0.79
942	,2017.TW,官田鋼,13.9,0.36,377,3.64,1.25,12.41,0,1.18
943	,1612.TW,宏泰,16.45,1.23,468,3.63,12.19,0.46,0.06,1.16
944	,8432.TW,東生華,47.1,-0.95,37,3.61,1.19,0.11,0,0.13
945	,2707.TW,晶華,243.5,-5.44,2298,3.6,19.95,0.71,2.39,3.72
946	,3028.TW,增你強,28.95,0,197,3.6,4.71,0.12,0,2.23
947	,2023.TW,燁輝,16.05,0.31,2794,3.56,5.37,0.08,0.01,1.8
948	,3543.TW,州巧,19.65,-0.76,29,3.54,0.26,0.05,0,0.16
949	,4510.TW,高鋒,10.15,-1.46,64,3.46,2.07,0.02,0,0.11
950	,1268.TW,漢來美食,131,1.16,217,3.45,0.59,0.04,0.28,0.06
951	,4562.TW,穎漢,15.1,0,47,3.45,1.26,0.02,0,0.24
952	,8426.TW,紅木-KY,28,-0.53,11,3.44,69.29,0.1,0,0.35
953	,1777.TW,生泰,82.6,-1.9,181,3.42,1.32,0.02,0,0.2
954	,2888.TW,新光金,8.8,0.34,14398,3.36,18.64,0.05,0.39,3.27
955	,1714.TW,和桐,8.7,-0.57,1437,3.34,17.65,0.08,0,1.2
956	,2379.TW,瑞昱,289,2.85,1553,3.34,45.83,0.8,8.88,5.67
957	,3531.TW,先益,26.3,0.19,13,3.33,20.66,0,0,0.26
958	,2029.TW,盛餘,24.4,-0.41,260,3.32,68.98,0.08,0.01,1.08
959	,1608.TW,華榮,13.65,-0.36,460,3.31,1.49,0.07,0,0.98
960	,2204.TW,中華,50.9,-1.17,810,3.31,24.59,0.45,0.35,1.65
961	,1709.TW,和益,22.35,0.45,642,3.29,4.24,0.11,0.03,0.72
962	,3529.TW,力旺,1395,4.49,801,3.29,62.52,5.86,9.83,3.31
963	,4551.TW,智伸科,150,0.67,229,3.29,51.54,0.2,10.86,1.8
964	,5450.TW,南良,18,0,49,3.28,0.09,0,0,0.08
965	,2913.TW,農林,21.15,-0.47,581,3.24,8.71,0.15,0.03,1.4
966	,8464.TW,億豐,293.5,-0.34,238,3.24,44.02,0.15,0.76,1.3
967	,2102.TW,泰豐,19.95,-0.25,389,3.22,7.11,0.26,0,1.31
968	,5609.TW,中菲行,70.3,0.72,77,3.22,16.73,0.01,0.34,1.1
969	,6167.TW,久正,11.8,-0.42,180,3.21,5.13,0.28,0,0.37
970	,8442.TW,威宏-KY,78.6,-1.5,122,3.21,64.76,0.05,0,0.59
971	,2059.TW,川湖,382.5,-0.39,182,3.17,17.25,0.47,2.22,2.33
972	,4764.TW,雙鍵,52.8,1.54,58,3.17,30.59,0.04,0,0.07
973	,3031.TW,佰鴻,15.15,1,36,3.16,1.44,0.08,0,0.56
974	,2534.TW,宏盛,22.7,0.22,790,3.15,7.48,0.31,0.16,0.89
975	,2527.TW,宏璟,20.75,0.24,138,3.14,41.85,0.11,0,0.72
976	,6469.TW,大樹,301,1.86,344,3.13,11,0.21,1.66,1.06
977	,3029.TW,零壹,40.1,-0.12,72,3.12,2.46,0,0.21,1.34
