符合條件商品
資料日期：2021年 12月  3日
策略,	10漲停同買同賣資料
序號,	代碼,	商品,	成交,	漲幅%,	總量,	漲停次數,	四大同買,	四大同賣,	內外盤
執行時間：2021-12-05 17:22 符合檔數(1584)
417	,2489.TW,瑞軒,18.05,0.28,3844,5,3,1,10
418	,2491.TW,吉祥全,21.65,0.7,253,23,0,0,12
419	,2492.TW,華新科,172.5,0.88,3563,2,7,17,10
420	,2493.TW,揚博,37.6,0,156,0,0,0,7
421	,2495.TW,普安,15,0,191,11,0,0,14
422	,2496.TW,卓越,49.4,0,9,2,0,0,21
423	,2497.TW,怡利電,70.6,7.29,4379,10,0,0,17
424	,2498.TW,宏達電,85.2,6.23,139494,12,3,1,19
425	,2501.TW,國建,19.45,-0.26,374,0,0,0,17
426	,2504.TW,國產,26.9,0.75,2116,1,1,2,9
427	,2505.TW,國揚,23.65,-0.42,279,0,0,0,9
428	,2506.TW,太設,9.75,-0.1,33,1,0,0,11
429	,2509.TW,全坤建,18.25,0,123,3,0,0,14
430	,2511.TW,太子,13.1,0.38,819,0,0,0,6
431	,2514.TW,龍邦,17.95,0,109,0,0,0,16
432	,2515.TW,中工,8.78,0.34,1963,1,0,0,9
433	,2516.TW,新建,6,-0.5,293,3,0,0,11
434	,2520.TW,冠德,38.75,0.39,2026,0,1,4,9
435	,2524.TW,京城,41.9,-0.83,79,4,0,0,10
436	,2527.TW,宏璟,32.45,0,272,0,1,0,13
437	,2528.TW,皇普,21.6,0.47,23,0,0,0,13
438	,2530.TW,華建,14.6,0,433,0,0,0,9
439	,2534.TW,宏盛,22.55,-0.22,812,0,1,0,13
440	,2535.TW,達欣工,32.15,-0.46,214,1,0,1,21
441	,2536.TW,宏普,22.55,0.45,222,0,0,0,13
442	,2537.TW,聯上發,10.6,1.44,4751,0,0,0,17
443	,2538.TW,基泰,14,-1.75,3192,0,0,0,13
444	,2539.TW,櫻花建,31.15,0,103,0,0,0,9
445	,2540.TW,愛山林,74.8,0,27,0,0,0,7
446	,2542.TW,興富發,46.3,0,2886,0,5,1,9
447	,2543.TW,皇昌,7.59,-0.91,40,4,0,0,14
448	,2545.TW,皇翔,36.95,-0.14,237,1,0,0,9
449	,2546.TW,根基,49.7,0,60,0,0,0,12
450	,2547.TW,日勝生,10,-0.5,889,0,0,0,4
451	,2548.TW,華固,92.1,0.44,198,0,3,4,14
452	,2596.TW,綠意,23.45,0.43,92,0,0,0,10
453	,2597.TW,潤弘,121,0.41,98,8,0,0,10
454	,2601.TW,益航,13.25,-1.12,12257,13,0,0,10
455	,2603.TW,長榮,133.5,0.38,227218,17,20,20,15
456	,2605.TW,新興,28.8,-2.04,11991,18,3,3,13
457	,2606.TW,裕民,56.2,-0.35,12390,14,13,6,14
458	,2607.TW,榮運,29.4,-1.01,24243,15,0,0,12
459	,2608.TW,嘉里大榮,44.6,-0.56,845,10,0,0,11
460	,2609.TW,陽明,121,-0.82,124056,20,11,12,15
461	,2610.TW,華航,25.8,-1.15,300846,5,24,9,16
462	,2611.TW,志信,20.1,-0.99,2721,25,0,0,11
463	,2612.TW,中航,57.1,-2.39,2876,20,1,0,14
464	,2613.TW,中櫃,26.7,0,617,19,0,0,10
465	,2614.TW,東森,32.6,0.62,3641,16,0,0,9
466	,2615.TW,萬海,164.5,-2.95,71805,32,13,10,10
467	,2616.TW,山隆,36.1,0,47,0,0,0,13
468	,2617.TW,台航,37.1,-2.5,6405,21,3,0,11
469	,2618.TW,長榮航,25.15,0.6,142550,6,18,7,18
470	,2633.TW,台灣高鐵,29.65,-0.84,3530,0,12,4,7
471	,2634.TW,漢翔,29.35,1.03,1566,0,6,3,14
472	,2636.TW,台驊投控,142,-1.39,8554,24,5,1,16
473	,2637.TW,慧洋-KY,73,-2.54,11019,14,5,4,16
474	,2640.TW,大車隊,74,0.14,38,0,0,0,14
475	,2641.TW,正德,27.85,0.54,34345,28,0,0,15
476	,2642.TW,宅配通,74.9,0.4,948,20,0,0,11
477	,2643.TW,捷迅,77.9,-0.26,103,11,0,0,11
478	,2701.TW,萬企,12.15,-0.41,52,0,0,0,7
479	,2702.TW,華園,25.7,-0.58,191,6,0,0,12
480	,2704.TW,國賓,31.4,0.96,525,0,0,0,9
481	,2705.TW,六福,17.65,0.57,37,1,0,0,9
482	,2706.TW,第一店,14.2,0,66,2,0,0,10
483	,2707.TW,晶華,147.5,0.68,99,0,0,0,10
484	,2712.TW,遠雄來,37.45,0,4,1,0,0,22
485	,2722.TW,夏都,30.3,-1.14,38,2,0,0,13
486	,2723.TW,美食-KY,118.5,0.42,281,1,8,8,8
487	,2724.TW,富驛-KY,8.2,2.5,44,9,0,0,16
488	,2726.TW,雅茗-KY,33.2,-0.9,20,1,0,0,9
489	,2727.TW,王品,135.5,0.37,261,3,6,3,8
490	,2731.TW,雄獅,83.9,0.12,184,2,0,0,11
491	,2732.TW,六角,94,0.64,87,0,1,0,10
492	,2734.TW,易飛網,22.15,1.61,53,21,0,0,6
493	,2736.TW,高野,14.95,0,35,3,0,0,10
494	,2739.TW,寒舍,22.8,0.88,12,0,0,0,12
495	,2743.TW,山富,21.85,0.23,16,4,0,0,14
496	,2748.TW,雲品,40.6,0.74,67,0,0,0,10
497	,2754.TW,亞洲藏壽司,75,-0.27,19,0,0,0,13
498	,2801.TW,彰銀,16.65,0.6,5702,0,8,8,13
499	,2809.TW,京城銀,40.5,-0.12,2760,0,10,2,6
500	,2812.TW,台中銀,12,0.42,5727,0,8,6,14
501	,2816.TW,旺旺保,19.5,0.52,48,0,0,0,13
502	,2820.TW,華票,17.4,0.29,337,0,8,1,17
503	,2823.TW,中壽,30.65,0.49,9016,0,13,1,14
504	,2832.TW,台產,20.05,-0.25,68,0,0,0,10
505	,2834.TW,臺企銀,9.66,0.42,14521,0,4,2,15
506	,2836.TW,高雄銀,11.65,0.43,186,0,1,0,12
507	,2838.TW,聯邦銀,12.25,0,2510,0,5,0,20
508	,2845.TW,遠東銀,10.55,0.96,2781,0,11,2,12
509	,2849.TW,安泰銀,16.55,-0.3,317,0,4,0,10
510	,2850.TW,新產,47.4,0,117,0,1,0,16
511	,2851.TW,中再保,28.8,1.05,603,4,4,2,13
512	,2852.TW,第一保,14.5,0.35,228,0,0,0,16
513	,2855.TW,統一證,23.15,1.09,747,0,0,0,13
514	,2867.TW,三商壽,9.25,0.11,2304,0,2,0,9
515	,2880.TW,華南金,20.6,0.24,8862,0,16,3,10
516	,2881.TW,富邦金,73.9,0.27,18529,0,11,10,7
517	,2882.TW,國泰金,59.9,0.67,14779,1,27,5,11
518	,2883.TW,開發金,16.35,1.24,65097,1,23,3,11
519	,2884.TW,玉山金,27.85,0.54,15585,0,16,11,17
520	,2885.TW,元大金,24.75,0.81,17859,0,12,8,15
521	,2886.TW,兆豐金,34.15,-0.29,13555,0,14,6,17
522	,2887.TW,台新金,18.55,-0.27,13763,0,14,6,14
523	,2888.TW,新光金,10.55,0.96,58296,0,6,1,18
524	,2889.TW,國票金,15.9,0,2400,0,2,8,10
525	,2890.TW,永豐金,15.2,0.33,17409,0,20,3,21
526	,2891.TW,中信金,25.2,0.8,48836,0,27,6,19
527	,2892.TW,第一金,23.75,0.21,10487,0,20,6,17
528	,2897.TW,王道銀行,7.84,0.9,721,0,2,0,12
529	,2901.TW,欣欣,24.95,-0.2,11,2,0,0,17
530	,2903.TW,遠百,21.5,0.94,338,0,0,0,8
531	,2904.TW,匯僑,25.3,0.2,27,0,0,0,8
532	,2905.TW,三商,23,0.22,376,0,0,0,8
533	,2906.TW,高林,15.45,0.32,206,2,0,0,9
534	,2908.TW,特力,21.7,1.4,617,0,0,0,7
535	,2910.TW,統領,35.3,2.02,2,1,0,0,8
536	,2911.TW,麗嬰房,8.1,-0.12,118,4,0,0,11
537	,2912.TW,統一超,275,-0.9,1243,0,7,3,16
538	,2913.TW,農林,19.3,0.78,816,3,0,0,6
539	,2915.TW,潤泰全,97.1,0,5089,1,4,8,14
540	,2916.TW,滿心,20.95,0.24,29,1,0,0,13
541	,2924.TW,東凌-KY,17.9,-2.98,2,2,0,0,19
542	,2926.TW,誠品生活,59.8,2.57,2,0,0,0,12
543	,2929.TW,淘帝-KY,12.3,5.58,1575,20,0,0,7
544	,2936.TW,客思達-KY,26.2,0.19,7,3,0,0,23
545	,2939.TW,凱羿-KY,27.9,0.72,25,7,0,0,11
546	,3002.TW,歐格,12,0.84,76,1,0,0,23
547	,3003.TW,健和興,92.5,0.54,1138,3,8,5,11
548	,3004.TW,豐達科,59.4,2.77,60,1,0,0,11
549	,3005.TW,神基,53.9,0,813,1,5,3,18
550	,3006.TW,晶豪科,171,2.4,23534,11,13,11,17
551	,3008.TW,大立光,1995,-0.99,378,0,5,5,6
552	,3010.TW,華立,89.6,0.22,250,0,2,7,17
553	,3011.TW,今皓,11.5,3.14,834,10,0,0,11
554	,3013.TW,晟銘電,13.4,0.37,157,0,0,0,14
555	,3014.TW,聯陽,109,4.81,4885,6,5,10,11
556	,3015.TW,全漢,43.95,0.8,217,2,0,0,13
557	,3016.TW,嘉晶,153,3.38,6075,8,1,1,14
558	,3017.TW,奇鋐,87.7,1.98,7122,1,14,10,12
559	,3018.TW,同開,16.4,1.23,49,5,0,0,7
560	,3019.TW,亞光,96.9,-0.1,11907,4,0,1,16
561	,3021.TW,鴻名,24.6,2.93,5635,15,0,0,10
562	,3022.TW,威強電,45.1,0.33,205,0,0,0,11
563	,3023.TW,信邦,258,2.38,1268,0,6,7,12
564	,3024.TW,憶聲,13.45,0,328,4,0,0,13
565	,3025.TW,星通,23.4,3.08,345,8,0,0,9
566	,3026.TW,禾伸堂,121.5,0.83,343,1,5,3,13
567	,3027.TW,盛達,23.15,0.87,255,8,0,0,9
568	,3028.TW,增你強,31.25,-0.79,1152,0,0,0,12
569	,3029.TW,零壹,44.1,0.11,313,1,0,0,7
570	,3030.TW,德律,57.1,-0.52,481,0,2,0,11
571	,3031.TW,佰鴻,24.45,0.62,924,7,0,0,11
572	,3032.TW,偉訓,31.55,-0.63,112,0,0,0,10
573	,3033.TW,威健,29.2,0,2765,2,1,0,10
574	,3034.TW,聯詠,493,1.44,6339,3,11,13,13
575	,3035.TW,智原,190,2.98,27978,17,8,4,12
576	,3036.TW,文曄,65.4,0.46,770,0,8,2,16
577	,3037.TW,欣興,217.5,2.11,28238,5,14,8,17
578	,3038.TW,全台,18.75,0.27,221,3,0,1,13
579	,3040.TW,遠見,38,-0.26,97,0,0,0,6
580	,3041.TW,揚智,34.55,2.98,12708,5,1,2,18
581	,3042.TW,晶技,105.5,1.93,3959,1,5,12,8
582	,3044.TW,健鼎,121,0,484,0,3,11,16
583	,3045.TW,台灣大,98.3,-0.51,1628,0,11,9,14
584	,3046.TW,建碁,39.7,1.79,818,20,0,0,12
585	,3047.TW,訊舟,11.25,1.81,683,1,0,0,11
586	,3048.TW,益登,31.35,0,581,4,1,2,8
587	,3049.TW,和鑫,13.65,2.63,6808,1,1,1,14
588	,3050.TW,鈺德,17.9,1.42,1843,1,0,0,22
589	,3051.TW,力特,10.95,0.46,1243,6,0,0,12
590	,3052.TW,夆典,10.6,0,143,0,0,0,15
591	,3054.TW,立萬利,24.75,0.2,157,12,0,0,7
592	,3055.TW,蔚華科,28.8,0.52,62,1,0,0,8
593	,3056.TW,總太,40.75,0,341,0,0,0,12
594	,3057.TW,喬鼎,13.5,-1.46,554,13,0,0,11
595	,3058.TW,立德,15.85,0.63,622,12,0,0,18
596	,3059.TW,華晶科,38.75,0.26,1618,3,1,1,15
597	,3060.TW,銘異,25.25,0.4,1187,16,0,2,14
598	,3062.TW,建漢,31.95,4.41,37878,8,0,0,12
599	,3064.TW,泰偉,13.55,1.12,5,4,0,0,16
600	,3066.TW,李洲,31.35,0.32,1851,28,0,0,18
601	,3071.TW,協禧,25.25,-2.7,2252,0,0,0,11
602	,3073.TW,天方能源,25.9,1.57,23,7,0,0,10
603	,3078.TW,僑威,40,1.27,882,4,3,3,16
604	,3081.TW,聯亞,194,-1.27,263,1,0,5,10
605	,3083.TW,網龍,46.6,0,43,2,0,0,15
606	,3085.TW,新零售,9,-6.25,35,18,0,0,21
607	,3086.TW,華義,92.8,1.87,49,16,0,0,14
608	,3088.TW,艾訊,53.2,0,94,0,0,0,7
609	,3089.TW,億杰,42,6.33,361,4,0,0,14
610	,3090.TW,日電貿,55.5,0.54,2703,0,0,0,15
611	,3092.TW,鴻碩,52,0,705,3,6,6,11
612	,3093.TW,港建,78.5,-0.63,25,6,0,0,19
613	,3094.TW,聯傑,34.85,2.5,2378,5,0,0,13
614	,3105.TW,穩懋,355.5,0.99,2113,1,4,13,12
615	,3114.TW,好德,26.4,1.73,98,5,0,0,10
616	,3118.TW,進階,29.75,0,3,0,0,0,13
617	,3122.TW,笙泉,64,-1.39,3033,24,0,0,12
618	,3128.TW,昇銳,23.15,1.54,1409,2,0,0,21
619	,3130.TW,一零四,175,0.86,5,0,0,0,27
620	,3138.TW,耀登,220,0.92,588,6,0,0,13
621	,3141.TW,晶宏,245.5,6.05,10231,20,3,5,13
622	,3144.TW,新揚科,38.1,0,163,4,0,0,14
623	,3147.TW,大綜,51.6,1.38,105,4,0,0,7
624	,3149.TW,正達,31,0.81,299,14,0,0,11
625	,3152.TW,璟德,349,0.72,388,0,1,11,14
626	,3162.TW,精確,46.65,-0.32,222,3,0,0,8
627	,3163.TW,波若威,41.6,1.46,64,0,0,0,14
628	,3164.TW,景岳,23.5,-0.84,384,2,0,0,10
629	,3167.TW,大量,94.7,-0.11,239,3,1,0,13
630	,3169.TW,亞信,273,4.6,18966,23,2,0,17
631	,3171.TW,新洲,20.55,0.24,13,0,0,0,8
632	,3178.TW,公準,72.3,0.98,100,10,0,0,9
633	,3188.TW,鑫龍騰,18.05,0,219,2,0,0,12
634	,3189.TW,景碩,241,4.78,22105,8,5,7,12
635	,3191.TW,和進,7,-1.82,10,7,0,0,9
636	,3202.TW,樺晟,16.6,1.53,493,4,0,0,11
637	,3205.TW,佰研,26,-0.57,47,2,0,0,8
638	,3206.TW,志豐,28.75,0.52,27,0,0,0,6
639	,3207.TW,耀勝,23.85,1.49,796,21,0,0,14
640	,3209.TW,全科,28.95,0.17,318,0,0,0,8
641	,3211.TW,順達,100.5,0.9,376,1,5,6,12
642	,3213.TW,茂訊,60.4,-1.31,229,0,0,0,8
643	,3217.TW,優群,124,0.81,3385,3,4,7,15
644	,3218.TW,大學光,274,1.48,288,4,4,1,3
645	,3219.TW,倚強科,90.9,-1.09,50,17,0,0,9
646	,3221.TW,台嘉碩,43.45,5.72,15192,11,1,0,17
647	,3224.TW,三顧,61.8,0,595,1,0,0,12
648	,3226.TW,至寶電,61.6,-2.99,36,2,0,0,20
649	,3227.TW,原相,155,1.97,937,0,7,19,11
650	,3229.TW,晟鈦,6.81,1.34,30,7,0,0,8
651	,3230.TW,錦明,19.65,-0.25,1892,12,0,0,17
652	,3231.TW,緯創,29.15,0,7010,0,8,9,18
653	,3232.TW,昱捷,27.85,1.46,306,10,0,0,7
654	,3234.TW,光環,27.1,0.18,231,4,0,0,11
655	,3236.TW,千如,25,0.81,196,4,0,0,14
656	,3252.TW,海灣,16.95,0.89,45,1,0,0,9
657	,3257.TW,虹冠電,67.8,-0.29,335,0,1,1,11
658	,3259.TW,鑫創,27.15,0.18,126,4,0,0,5
659	,3260.TW,威剛,93,4.03,13433,8,10,18,10
660	,3264.TW,欣銓,57.6,1.23,5405,1,6,13,10
661	,3265.TW,台星科,32,1.43,202,2,0,0,14
662	,3266.TW,昇陽,13.35,0.38,16,0,0,0,11
663	,3268.TW,海德威,29.95,2.74,89,21,0,0,9
664	,3272.TW,東碩,38.3,0.39,80,1,0,1,12
665	,3276.TW,宇環,17.15,1.18,1912,16,0,0,12
666	,3284.TW,太普高,12.25,0,74,0,0,0,14
667	,3285.TW,微端,20.8,-1.89,65,0,0,0,13
668	,3287.TW,廣寰科,19.5,0.52,1001,6,0,0,7
669	,3288.TW,點晶,16.85,1.2,54,21,0,0,14
670	,3289.TW,宜特,54.3,-2.69,652,0,0,0,16
671	,3290.TW,東浦,22,-0.45,5011,3,0,0,13
672	,3293.TW,鈊象,785,-0.51,728,0,3,6,8
673	,3294.TW,英濟,32.95,1.07,18806,14,0,0,12
674	,3296.TW,勝德,17.95,1.41,270,3,0,0,21
675	,3297.TW,杭特,20.6,4.83,1205,11,0,0,11
676	,3303.TW,岱稜,25.6,0.39,180,0,0,0,12
677	,3305.TW,昇貿,77.9,0.13,2979,7,0,0,11
678	,3306.TW,鼎天,38.9,9.89,6519,8,0,0,14
679	,3308.TW,聯德,8.04,-0.74,120,15,0,0,10
680	,3310.TW,佳穎,31.5,0.96,39,1,0,0,18
681	,3311.TW,閎暉,34.1,0.29,27,4,0,0,7
682	,3312.TW,弘憶股,24.65,-3.9,7096,6,0,0,16
683	,3313.TW,斐成,11.35,1.34,292,3,0,0,11
684	,3317.TW,尼克森,82.8,2.22,1646,4,0,0,11
685	,3321.TW,同泰,14.8,7.25,3885,3,0,0,12
686	,3322.TW,建舜電,17.3,1.17,227,6,0,0,12
687	,3323.TW,加百裕,42.65,1.43,409,1,0,0,11
688	,3324.TW,雙鴻,189.5,0,1145,2,8,13,13
689	,3325.TW,旭品,15.95,1.92,71,2,0,0,11
690	,3332.TW,幸康,40,-1.6,47,0,0,0,25
691	,3338.TW,泰碩,59.6,-4.18,19281,6,0,1,15
692	,3339.TW,泰谷,23.9,-0.83,4270,17,0,0,10
693	,3346.TW,麗清,43.25,0,295,6,0,0,9
694	,3354.TW,律勝,20,2.3,1769,10,0,0,14
695	,3356.TW,奇偶,29.8,0.51,154,1,0,0,7
696	,3360.TW,尚立,14.9,1.02,104,1,0,0,10
697	,3362.TW,先進光,72,1.12,739,24,0,0,9
698	,3363.TW,上詮,35.9,3.76,3877,5,0,0,16
699	,3372.TW,典範,25.4,1.2,1355,11,0,0,10
700	,3373.TW,熱映,38.05,-1.04,443,3,0,0,14
701	,3374.TW,精材,144.5,1.05,5578,2,8,21,10
702	,3376.TW,新日興,94.8,0.64,607,0,5,3,10
703	,3379.TW,彬台,12.05,-0.41,62,9,0,0,6
704	,3380.TW,明泰,29.35,1.03,3975,1,0,0,14
705	,3388.TW,崇越電,82.2,0.24,84,0,0,0,12
706	,3390.TW,旭軟,22.6,0.89,700,3,0,0,11
707	,3402.TW,漢科,47.2,0.53,607,2,0,0,18
708	,3406.TW,玉晶光,512,-0.97,3647,1,16,4,10
709	,3413.TW,京鼎,234,4,2474,3,9,17,10
710	,3416.TW,融程電,78.4,0.38,51,0,0,0,9
711	,3419.TW,譁裕,24.95,0.4,10751,6,0,0,19
712	,3432.TW,台端,14.1,0,128,2,0,0,17
713	,3434.TW,哲固,17.9,-4.79,467,3,0,0,14
714	,3437.TW,榮創,24.2,0,399,5,1,0,14
715	,3438.TW,類比科,87.5,1.63,272,8,0,0,10
716	,3441.TW,聯一光,39.2,1.69,153,9,0,0,10
717	,3443.TW,創意,599,0.67,2456,4,11,7,13
718	,3444.TW,利機,73.5,2.08,1647,9,0,0,16
719	,3450.TW,聯鈞,56.6,0.71,225,1,1,0,13
720	,3454.TW,晶睿,70.7,0.43,16,0,0,0,13
721	,3455.TW,由田,71.1,0.85,231,0,0,0,15
722	,3466.TW,致振,17,3.98,421,10,0,0,16
723	,3479.TW,安勤,54.8,1.11,150,0,1,1,9
724	,3481.TW,群創,18,1.98,145038,5,17,24,12
725	,3483.TW,力致,105,3.96,8243,10,4,5,11
726	,3484.TW,崧騰,80.9,5.48,3771,2,1,0,13
727	,3489.TW,森寶,14.6,-1.35,140,2,0,0,14
728	,3490.TW,單井,32.95,1.23,1449,3,0,0,15
729	,3491.TW,昇達科,162,1.25,3257,8,1,1,18
730	,3492.TW,長盛,19.25,1.32,20,6,0,0,8
731	,3494.TW,誠研,5.05,0.6,72,4,0,0,11
732	,3498.TW,陽程,32.2,-0.16,45,3,0,0,13
733	,3499.TW,環天科,19.6,1.03,3631,12,0,0,15
734	,3501.TW,維熹,48.05,0.1,60,0,0,0,7
735	,3504.TW,揚明光,129,4.88,9466,14,6,0,13
736	,3508.TW,位速,56.1,10,18767,15,0,0,21
737	,3511.TW,矽瑪,39.55,2.73,1184,8,0,0,7
738	,3512.TW,皇龍,33.65,-0.88,82,2,0,0,18
739	,3515.TW,華擎,250.5,1.62,3260,6,9,7,14
740	,3516.TW,亞帝歐,17.15,0.88,29,3,0,0,11
741	,3518.TW,柏騰,22.55,0,62,2,0,0,6
742	,3520.TW,華盈,13.7,0.37,132,4,0,0,14
743	,3521.TW,鴻翊,12,-0.41,38,4,0,0,14
744	,3522.TW,御頂,10.75,0.47,69,9,0,0,6
745	,3523.TW,迎輝,11.65,-0.85,9,4,0,0,20
746	,3526.TW,凡甲,174.5,1.75,1696,7,8,6,10
747	,3527.TW,聚積,201.5,4.13,1124,11,2,0,14
748	,3528.TW,安馳,49.95,0,7,1,0,0,12
749	,3529.TW,力旺,1995,-3.16,611,10,5,5,13
750	,3530.TW,晶相光,146,6.18,6737,13,4,2,12
751	,3531.TW,先益,22,1.85,6,1,0,0,21
752	,3532.TW,台勝科,255.5,-0.58,3888,9,2,1,15
753	,3533.TW,嘉澤,675,0.45,346,1,7,7,18
754	,3535.TW,晶彩科,19.4,0.26,2141,3,0,0,11
755	,3536.TW,誠創,6.1,6.09,44,11,0,0,21
756	,3537.TW,堡達,36.4,0.28,108,0,0,0,15
757	,3540.TW,曜越,38.9,0.13,123,2,1,1,11
758	,3541.TW,西柏,60,1.18,53,2,0,0,9
759	,3543.TW,州巧,27.35,0.74,43,2,0,0,13
760	,3545.TW,敦泰,170.5,2.4,7603,18,13,19,11
761	,3546.TW,宇峻,82,0.49,82,1,2,0,14
762	,3548.TW,兆利,59.8,0.34,111,2,1,0,10
763	,3550.TW,聯穎,17.75,0.28,305,5,2,0,7
764	,3551.TW,世禾,69.4,0.58,366,3,0,0,15
765	,3552.TW,同致,179.5,2.57,669,8,3,5,10
766	,3555.TW,重鵬,39.3,0.26,6,1,0,0,19
767	,3556.TW,禾瑞亞,76.5,1.59,456,7,2,1,11
768	,3557.TW,嘉威,79.2,-0.25,237,1,0,0,17
769	,3558.TW,神準,96,0.42,23,0,0,0,14
770	,3563.TW,牧德,234,0.21,78,0,3,3,7
771	,3567.TW,逸昌,35.6,-0.14,112,0,1,0,9
772	,3576.TW,聯合再生,21.2,3.67,10823,2,0,0,9
773	,3577.TW,泓格,51.6,1.18,39,3,0,0,12
774	,3580.TW,友威科,56.7,0.35,204,4,0,0,17
775	,3581.TW,博磊,29.3,0.86,340,5,0,0,9
776	,3583.TW,辛耘,80,0.88,1155,1,0,0,14
777	,3587.TW,閎康,134.5,1.51,142,5,2,2,10
778	,3588.TW,通嘉,159,1.27,3201,12,6,1,16
779	,3591.TW,艾笛森,22.65,0.67,638,5,0,0,10
780	,3593.TW,力銘,15.75,-1.25,74,11,0,0,14
781	,3594.TW,磐儀,21.6,-0.46,327,1,0,0,4
782	,3596.TW,智易,107.5,-0.46,1126,2,8,11,16
783	,3597.TW,映興,27.85,1.46,21,4,0,0,8
784	,3605.TW,宏致,50.5,-0.59,1100,4,0,0,11
785	,3607.TW,谷崧,14.65,0,263,3,0,0,10
786	,3609.TW,三一東林,51.2,0.2,53,3,0,0,14
787	,3611.TW,鼎翰,201,-0.25,31,0,3,0,10
788	,3615.TW,安可,21.2,0.24,152,3,0,0,14
789	,3617.TW,碩天,69.9,0.58,24,0,0,0,12
790	,3622.TW,洋華,29.55,1.9,106,3,0,0,14
791	,3623.TW,富晶通,15.8,1.94,17,3,0,0,9
792	,3624.TW,光頡,50.2,0.2,4465,8,2,0,12
793	,3625.TW,西勝,25.1,2.45,1294,5,0,0,12
794	,3628.TW,盈正,35.15,0.43,10,0,0,0,9
795	,3630.TW,新鉅科,37.6,0.53,407,3,0,0,13
796	,3631.TW,晟楠,46.8,0,50,0,0,0,7
797	,3632.TW,研勤,8.24,0,9,1,0,0,15
798	,3642.TW,駿熠電,7.66,-1.16,36,2,0,0,10
799	,3645.TW,達邁,42.65,-0.12,476,0,1,1,10
800	,3646.TW,艾恩特,26.65,1.14,35,0,0,0,14
801	,3652.TW,精聯,21.8,0,234,6,0,0,8
802	,3653.TW,健策,445,0.91,2647,1,14,2,17
803	,3661.TW,世芯-KY,1045,2.96,1352,15,13,11,13
804	,3663.TW,鑫科,35.8,2.29,250,12,0,0,4
805	,3664.TW,安瑞-KY,9.18,1.1,75,2,0,0,12
806	,3665.TW,貿聯-KY,250.5,0.2,323,1,4,13,10
807	,3666.TW,光耀,36.25,-1.63,6966,3,0,0,16
808	,3669.TW,圓展,54.1,3.64,832,4,0,0,11
809	,3672.TW,康聯訊,36.2,3.72,990,16,0,0,15
810	,3673.TW,TPK-KY,40.55,0.75,704,3,0,0,10
811	,3675.TW,德微,280.5,10,5633,21,7,1,13
812	,3679.TW,新至陞,85.4,2.03,63,2,1,0,6
813	,3680.TW,家登,318,4.95,4670,3,4,9,12
814	,3682.TW,亞太電,8.26,0.49,1783,0,0,0,11
815	,3685.TW,元創精密,37.55,-0.66,190,11,0,0,12
816	,3686.TW,達能,15.35,2.33,839,10,0,0,4
817	,3687.TW,歐買尬,111,0,925,15,0,0,13
818	,3689.TW,湧德,44.35,4.23,3366,5,0,0,7
819	,3691.TW,碩禾,181,2.26,1962,4,0,1,9
820	,3693.TW,營邦,49.15,2.18,160,8,0,0,7
821	,3694.TW,海華,24.4,1.46,223,2,0,0,16
822	,3701.TW,大眾控,89.5,3.59,16510,24,0,0,16
823	,3702.TW,大聯大,50.1,0,1998,1,5,7,6
824	,3703.TW,欣陸,25.35,0,739,0,1,0,11
825	,3704.TW,合勤控,32.3,0.94,3128,3,2,3,18
826	,3705.TW,永信,43.45,0.46,88,0,0,0,16
827	,3706.TW,神達,32.2,1.58,6097,0,6,4,12
828	,3707.TW,漢磊,155,-0.64,29781,12,11,4,13
829	,3708.TW,上緯投控,91.2,1.22,769,2,1,3,5
830	,3709.TW,鑫聯大投控,37.9,-0.52,253,5,0,0,8
831	,3710.TW,連展投控,8.34,-0.12,188,5,0,0,8
832	,3711.TW,日月光投控,109,3.81,26853,1,8,4,5
833	,3712.TW,永崴投控,31.05,1.64,569,4,0,0,13
834	,3714.TW,富采,79.4,0.38,5858,0,2,0,10
835	,4102.TW,永日,19.95,0.76,52,2,0,0,19
836	,4104.TW,佳醫,57.1,0.35,53,0,0,1,10
837	,4105.TW,東洋,69.2,1.62,497,2,8,9,10
838	,4106.TW,雃博,29.45,-0.17,694,12,0,0,11
839	,4107.TW,邦特,110,0.46,352,0,0,0,14
840	,4108.TW,懷特,22.75,0.66,212,2,0,0,7
841	,4109.TW,加捷生醫,13.6,0,26,0,0,0,20
842	,4111.TW,濟生,22.9,0,29,0,0,0,10
843	,4113.TW,聯上,14.6,0.34,136,0,0,0,12
844	,4114.TW,健喬,22.45,0.22,323,0,0,0,5
845	,4116.TW,明基醫,28.1,0.72,22,0,0,0,14
846	,4119.TW,旭富,78.5,0.38,86,0,3,2,8
847	,4120.TW,友華,38.35,-0.65,31,0,0,0,8
848	,4121.TW,優盛,20.8,-0.72,1289,9,0,0,9
849	,4123.TW,晟德,62.1,0.65,746,1,1,0,7
850	,4126.TW,太醫,72.7,0.14,156,1,0,1,19
851	,4127.TW,天良,14.6,9.77,2026,8,0,0,7
852	,4128.TW,中天,64.8,2.05,3693,7,0,0,11
853	,4129.TW,聯合,29.55,0.17,196,0,0,0,7
854	,4130.TW,健亞,21.9,0.23,94,0,0,0,5
855	,4133.TW,亞諾法,42.3,0.71,1237,11,0,0,13
856	,4137.TW,麗豐-KY,245,0.2,201,1,4,3,15
857	,4138.TW,曜亞,52.3,-0.38,9,0,0,0,15
