符合條件商品
資料日期：2021年 12月 16日
策略,	05準確度
23	,1234.TW,黑松,35,0.29,53,0.46,0.51,0.36,0,0,0.34
24	,1235.TW,興泰,43.05,0,18,0.41,0.48,0.2,0,0,0.16
25	,1236.TW,宏亞,32.45,2.85,1499,0.41,0.52,0.26,0,0.43,0.25
26	,1240.TW,茂生農經,51.3,0.39,29,0.59,0.49,0.04,0,0,0.09
27	,1256.TW,鮮活果汁-KY,325.5,0.77,28,0.6,0.61,0.31,0,0.24,0.37
28	,1258.TW,其祥-KY,18.3,0.83,8,0.4,0.39,0.09,0,0,0
29	,1264.TW,德麥,294,-0.34,10,0.36,0.47,0,0,0,0.18
30	,1268.TW,漢來美食,111,0.45,28,0.41,0.4,0.13,0,0,0.21
31	,1301.TW,台塑,101.5,-0.49,10800,0.33,0.61,0.58,0.67,0.54,0.47
32	,1303.TW,南亞,82.7,-1.31,10973,0.38,0.67,0.59,0.47,0.51,0.45
33	,1304.TW,台聚,30.9,-0.48,3183,0.53,0.64,0.62,0.35,0.55,0.44
34	,1305.TW,華夏,33.3,-0.15,2926,0.59,0.62,0.59,0.42,0.62,0.46
35	,1307.TW,三芳,20.55,0.24,51,0.46,0.65,0.32,0,0.08,0.48
36	,1308.TW,亞聚,35.95,-0.42,3230,0.6,0.59,0.62,0.46,0.56,0.4
37	,1309.TW,台達化,33.35,0,846,0.56,0.65,0.57,0.36,0.58,0.43
38	,1310.TW,台苯,17.2,0.88,980,0.55,0.58,0.62,0.07,0.48,0.55
39	,1312.TW,國喬,27.9,-0.18,5904,0.51,0.57,0.56,0.38,0.54,0.5
40	,1313.TW,聯成,20.9,0.24,1777,0.55,0.65,0.58,0.09,0.55,0.47
41	,1314.TW,中石化,12.65,2.85,30763,0.59,0.62,0.63,0.05,0.57,0.49
42	,1316.TW,上曜,20.4,-0.73,4366,0.59,0.6,0.32,0,0.39,0.44
43	,1319.TW,東陽,33,0.3,468,0.49,0.61,0.55,0.38,0.54,0.52
44	,1321.TW,大洋,34.7,0.58,79,0.55,0.63,0.37,0,0.11,0.44
45	,1323.TW,永裕,34.65,-0.72,25,0.41,0.53,0.25,0,0,0.31
46	,1324.TW,地球,11.6,-0.85,131,0.44,0.38,0.31,0,0.13,0.12
47	,1325.TW,恆大,44.65,-0.11,701,0.5,0.51,0.49,0.17,0.55,0.52
48	,1326.TW,台化,79,-0.38,2227,0.37,0.61,0.53,0.52,0.5,0.52
49	,1336.TW,台翰,20.65,0.24,20,0.52,0.5,0.05,0,0.41,0.51
50	,1337.TW,再生-KY,7.16,0.42,211,0.48,0.68,0.44,0,0.45,0.48
51	,1338.TW,廣華-KY,56,0.18,249,0.51,0.59,0.34,0.1,0.34,0.5
52	,1339.TW,昭輝,34.9,0,19,0.61,0.56,0.25,0,0.08,0.48
53	,1340.TW,勝悅-KY,11.2,0.45,97,0.43,0.59,0.37,0,0.29,0.44
54	,1342.TW,八貫,60.5,2.02,183,0.56,0.55,0.17,0,0,0.13
55	,1402.TW,遠東新,28.2,-0.53,4851,0.38,0.6,0.52,0.55,0.42,0.46
56	,1409.TW,新纖,19.55,-0.51,3063,0.59,0.57,0.61,0.16,0.54,0.48
57	,1410.TW,南染,37.2,-0.4,42,0.44,0.5,0.31,0,0,0.15
58	,1414.TW,東和,20.5,4.33,7057,0.59,0.53,0.34,0,0.59,0.31
59	,1416.TW,廣豐,11.3,2.73,968,0.48,0.61,0.33,0,0.16,0.42
60	,1417.TW,嘉裕,14.7,0.34,254,0.6,0.5,0.29,0,0.33,0.4
61	,1419.TW,新紡,42.7,-0.35,11,0.44,0.58,0.34,0,0.12,0.42
62	,1423.TW,利華,19.75,0,74,0.54,0.56,0.32,0,0.08,0.29
63	,1432.TW,大魯閣,12.7,0,123,0.32,0.54,0.13,0,0,0.28
64	,1434.TW,福懋,28.85,0.17,3366,0.41,0.6,0.48,0.44,0.36,0.41
65	,1436.TW,華友聯,54,0,52,0.51,0.52,0.25,0,0.26,0.28
66	,1437.TW,勤益控,25.6,0.59,73,0.49,0.58,0.31,0,0,0.31
67	,1438.TW,三地開發,31.35,1.95,254,0.53,0.43,0.03,0,0.13,0.44
68	,1439.TW,中和,23.55,0.21,59,0.47,0.52,0.21,0,0.25,0.41
69	,1440.TW,南紡,24.8,2.48,42328,0.55,0.55,0.63,0.35,0.56,0.47
70	,1442.TW,名軒,22.7,-0.22,1031,0.64,0.57,0.42,0,0.32,0.44
71	,1444.TW,力麗,11,0,1260,0.63,0.56,0.53,0.31,0.54,0.57
72	,1445.TW,大宇,14.9,0,376,0.51,0.51,0.29,0,0.26,0.36
73	,1446.TW,宏和,33.9,-0.15,76,0.55,0.57,0.29,0,0.36,0.42
74	,1447.TW,力鵬,10.15,0,922,0.52,0.55,0.48,0.18,0.59,0.5
75	,1449.TW,佳和,14.95,-0.99,73,0.59,0.55,0.24,0,0,0.16
76	,1451.TW,年興,21,2.94,344,0.45,0.55,0.33,0,0.26,0.42
77	,1452.TW,宏益,23.7,1.28,266,0.55,0.55,0.29,0,0.5,0.39
78	,1453.TW,大將,9.14,-0.33,104,0.58,0.49,0.18,0,0,0.24
79	,1454.TW,台富,12.85,-1.15,1675,0.46,0.5,0.28,0,0.15,0.28
80	,1455.TW,集盛,16.6,-0.9,3590,0.55,0.62,0.47,0,0.52,0.57
81	,1456.TW,怡華,21.95,1.15,109,0.57,0.5,0.29,0,0.49,0.31
82	,1457.TW,宜進,18.15,0,280,0.51,0.61,0.31,0,0.39,0.41
83	,1463.TW,強盛,14.35,0,117,0.57,0.55,0.32,0,0.17,0.44
84	,1464.TW,得力,15.3,0.33,210,0.59,0.61,0.56,0.07,0.23,0.52
85	,1465.TW,偉全,12.55,0.4,52,0.48,0.4,0.19,0,0,0.34
86	,1466.TW,聚隆,15.15,0.33,245,0.51,0.48,0.28,0,0.54,0.55
87	,1467.TW,南緯,13.85,0,251,0.52,0.55,0.3,0,0.44,0.4
88	,1470.TW,大統新創,18,0.56,0,0.24,0.5,0.23,0,0,0
89	,1473.TW,台南,18,-0.28,62,0.51,0.59,0.28,0,0.02,0.43
90	,1474.TW,弘裕,14.95,-0.33,502,0.54,0.53,0.35,0,0.53,0.47
91	,1476.TW,儒鴻,612,0,380,0.36,0.63,0.6,0.66,0.52,0.5
92	,1477.TW,聚陽,245,-0.41,800,0.4,0.63,0.63,0.61,0.46,0.48
93	,1503.TW,士電,53,1.15,93,0.47,0.6,0.53,0.05,0.14,0.36
94	,1504.TW,東元,30.6,-1.13,2634,0.52,0.55,0.48,0.47,0.47,0.44
95	,1507.TW,永大,64.4,0,321,0.36,0.56,0.46,0,0.08,0.5
96	,1513.TW,中興電,43.05,-1.15,2346,0.62,0.62,0.58,0.53,0.55,0.42
97	,1514.TW,亞力,25.05,1.01,627,0.53,0.63,0.32,0,0.36,0.41
98	,1515.TW,力山,55.8,0.36,1137,0.53,0.63,0.66,0.32,0.61,0.53
99	,1516.TW,川飛,24.6,0.41,515,0.51,0.5,0.09,0,0.08,0.25
100	,1517.TW,利奇,27.95,-2.1,3029,0.57,0.54,0.44,0,0.6,0.4
101	,1519.TW,華城,36.75,-0.54,581,0.65,0.68,0.56,0.12,0.6,0.51
102	,1521.TW,大億,40.55,-0.86,83,0.46,0.59,0.16,0,0,0.29
103	,1522.TW,堤維西,18.95,-0.79,404,0.47,0.61,0.39,0.14,0.36,0.44
104	,1524.TW,耿鼎,11.1,-0.45,644,0.6,0.57,0.19,0,0.21,0.33
105	,1525.TW,江申,59.5,0.51,17,0.52,0.61,0.3,0.08,0.21,0.42
106	,1526.TW,日馳,48.7,-0.51,217,0.64,0.55,0.35,0,0.5,0.52
107	,1527.TW,鑽全,42.85,0.47,153,0.56,0.63,0.39,0.1,0.42,0.5
108	,1528.TW,恩德,12,0.42,843,0.58,0.64,0.31,0.17,0.22,0.35
109	,1529.TW,樂士,21.65,9.9,3443,0.54,0.58,0.18,0,0.29,0.43
110	,1530.TW,亞崴,33,0.15,21,0.37,0.52,0.25,0,0,0.26
111	,1531.TW,高林股,15.45,-0.32,292,0.54,0.48,0.26,0,0.05,0.29
112	,1532.TW,勤美,32.1,0.16,206,0.59,0.56,0.32,0.16,0.32,0.5
113	,1533.TW,車王電,56.8,1.79,151,0.64,0.59,0.38,0,0.46,0.46
114	,1535.TW,中宇,39.1,0.13,22,0.55,0.5,0.26,0,0.08,0.32
115	,1536.TW,和大,90.1,-0.11,602,0.42,0.64,0.73,0.47,0.5,0.52
116	,1537.TW,廣隆,138,0,73,0.38,0.59,0.33,0.19,0.06,0.42
117	,1539.TW,巨庭,22.6,-2.16,338,0.57,0.52,0.27,0,0.25,0.3
118	,1540.TW,喬福,15.45,1.31,318,0.52,0.58,0.19,0,0,0.31
119	,1541.TW,錩泰,43.95,0,2,0.55,0.56,0.27,0,0.14,0.29
120	,1558.TW,伸興,144,0,66,0.41,0.55,0.31,0.1,0,0.38
121	,1560.TW,中砂,91.3,-0.44,4748,0.6,0.59,0.58,0.17,0.42,0.42
122	,1565.TW,精華,315,0.32,50,0.41,0.59,0.72,0.46,0.47,0.53
123	,1568.TW,倉佑,20.85,0.48,79,0.59,0.49,0.36,0,0.41,0.48
124	,1569.TW,濱川,25.05,-0.2,260,0.68,0.57,0.46,0,0.56,0.5
125	,1570.TW,力肯,24.35,-2.21,1539,0.5,0.41,0.26,0,0.26,0.29
126	,1580.TW,新麥,106,0.47,26,0.5,0.53,0.25,0,0.05,0.19
127	,1582.TW,信錦,69,0.29,154,0.56,0.65,0.57,0.03,0.34,0.48
128	,1583.TW,程泰,62.8,-0.32,34,0.23,0.52,0.25,0,0,0.21
129	,1584.TW,精剛,17.15,-0.29,330,0.43,0.46,0.12,0,0.41,0.32
130	,1586.TW,和勤,41,0,92,0.4,0.55,0.45,0,0.44,0.47
131	,1587.TW,吉茂,25.3,1,89,0.66,0.54,0.19,0,0.47,0.4
132	,1589.TW,永冠-KY,61.4,0,249,0.53,0.56,0.63,0.12,0.48,0.49
133	,1590.TW,亞德客-KY,910,0.55,536,0.3,0.7,0.56,0.54,0.54,0.46
134	,1591.TW,駿吉-KY,14.55,-0.68,32,0.52,0.4,0.14,0,0.08,0
135	,1593.TW,祺驊,81,-0.25,26,0.64,0.46,0.26,0,0.36,0.38
136	,1595.TW,川寶,43.85,-0.23,99,0.54,0.36,0.16,0,0.22,0.26
137	,1597.TW,直得,84.2,0.12,68,0.55,0.52,0.66,0.46,0.58,0.53
138	,1598.TW,岱宇,53.2,0.95,176,0.48,0.61,0.51,0.28,0.55,0.49
139	,1599.TW,宏佳騰,43.45,0.81,50,0.58,0.56,0.11,0,0.12,0.38
140	,1603.TW,華電,26.35,0,134,0.58,0.56,0.32,0,0.42,0.41
141	,1604.TW,聲寶,29.45,-0.17,317,0.49,0.67,0.47,0.17,0.4,0.38
142	,1605.TW,華新,25.8,-0.77,6831,0.51,0.59,0.63,0.45,0.6,0.49
143	,1608.TW,華榮,21.65,0.23,855,0.56,0.51,0.43,0.25,0.49,0.51
144	,1609.TW,大亞,24.3,0,1888,0.61,0.53,0.5,0.1,0.65,0.49
145	,1611.TW,中電,22,0.69,29512,0.52,0.59,0.32,0,0.46,0.44
146	,1612.TW,宏泰,26.75,2.1,2797,0.45,0.63,0.48,0.44,0.46,0.39
147	,1614.TW,三洋電,36.3,1.97,11,0.61,0.55,0.38,0,0,0.37
148	,1615.TW,大山,32.35,2.37,36,0.47,0.57,0.27,0,0.13,0.39
149	,1617.TW,榮星,17.9,0,101,0.52,0.5,0.23,0,0.17,0.31
150	,1618.TW,合機,14.4,-0.35,244,0.63,0.61,0.37,0,0.33,0.38
151	,1626.TW,艾美特-KY,19.1,0.53,31,0.47,0.58,0.35,0,0.51,0.42
152	,1701.TW,中化,22.6,-0.66,243,0.6,0.63,0.5,0.08,0.57,0.49
153	,1702.TW,南僑,49.4,0.71,257,0.59,0.65,0.58,0.2,0.19,0.51
154	,1707.TW,葡萄王,161,-0.31,53,0.5,0.65,0.59,0.27,0.31,0.54
155	,1708.TW,東鹼,33.4,-2.05,4412,0.41,0.62,0.39,0.18,0.44,0.42
156	,1709.TW,和益,21.95,0.92,1995,0.53,0.59,0.39,0,0.38,0.47
157	,1710.TW,東聯,21.8,1.4,3827,0.57,0.63,0.52,0.12,0.58,0.47
158	,1711.TW,永光,25.9,-0.38,3698,0.6,0.61,0.57,0,0.54,0.48
159	,1712.TW,興農,27.25,0.55,525,0.56,0.63,0.49,0.05,0.3,0.41
160	,1713.TW,國化,24.35,0.62,28,0.56,0.49,0.32,0,0.25,0.29
161	,1714.TW,和桐,10.85,-0.46,2752,0.59,0.68,0.47,0,0.5,0.46
162	,1717.TW,長興,36.25,-0.14,1292,0.59,0.63,0.52,0.47,0.43,0.45
163	,1718.TW,中纖,9.94,0.1,5357,0.53,0.63,0.57,0,0.53,0.5
164	,1720.TW,生達,41.95,1.45,980,0.62,0.62,0.45,0,0.22,0.44
165	,1721.TW,三晃,25.65,-0.58,10679,0.51,0.54,0.39,0,0.25,0.35
166	,1722.TW,台肥,69.3,0,1810,0.54,0.55,0.6,0.56,0.48,0.42
167	,1723.TW,中碳,115,0.44,311,0.52,0.63,0.5,0.17,0.12,0.49
168	,1725.TW,元禎,33.6,1.66,451,0.35,0.52,0.26,0,0.53,0.26
169	,1726.TW,永記,73,0.14,14,0.2,0.49,0.34,0,0,0.27
170	,1727.TW,中華化,47.45,-1.96,3434,0.46,0.47,0.26,0.25,0.62,0.24
171	,1730.TW,花仙子,63.1,0.16,32,0.51,0.56,0.24,0,0.09,0.45
172	,1731.TW,美吾華,19.5,1.56,427,0.52,0.6,0.29,0,0.38,0.38
173	,1732.TW,毛寶,32,2.4,3508,0.63,0.49,0.26,0,0.65,0.47
174	,1733.TW,五鼎,24.45,0,210,0.62,0.64,0.29,0,0.18,0.48
175	,1734.TW,杏輝,28.6,0,892,0.56,0.54,0.28,0,0.62,0.54
176	,1735.TW,日勝化,18.3,0,23,0.27,0.42,0.25,0,0,0.21
177	,1736.TW,喬山,55.1,0,388,0.61,0.61,0.68,0.36,0.69,0.54
178	,1737.TW,臺鹽,33.05,-0.3,338,0.5,0.63,0.4,0,0.06,0.41
179	,1742.TW,台蠟,19.95,0.25,67,0.49,0.48,0.03,0,0.2,0.2
180	,1752.TW,南光,38,0.93,221,0.67,0.57,0.4,0,0.35,0.51
181	,1760.TW,寶齡富錦,69,-0.43,165,0.67,0.58,0.64,0.04,0.5,0.59
182	,1762.TW,中化生,65.8,-0.9,436,0.55,0.67,0.5,0.21,0.58,0.51
183	,1773.TW,勝一,142,1.43,250,0.64,0.58,0.47,0.17,0.32,0.45
184	,1776.TW,展宇,21.4,0.47,69,0.39,0.45,0.33,0.25,0.5,0.21
185	,1777.TW,生泰,64.5,0.31,114,0.57,0.55,0,0,0.05,0.28
186	,1783.TW,和康生,52.1,-2.07,444,0.6,0.57,0.47,0,0.41,0.46
187	,1784.TW,訊聯,40,0.25,80,0.62,0.55,0.16,0,0.57,0.49
188	,1785.TW,光洋科,48.65,-0.1,2345,0.73,0.61,0.48,0.42,0.5,0.46
189	,1786.TW,科妍,49.9,-0.2,29,0.52,0.51,0.3,0,0.22,0.35
190	,1788.TW,杏昌,140,0.36,16,0.35,0.38,0.15,0,0.14,0.24
191	,1789.TW,神隆,24.5,0.62,298,0.57,0.56,0.53,0.03,0.53,0.55
192	,1795.TW,美時,97.2,-1.02,4776,0.6,0.67,0.48,0.3,0.65,0.53
193	,1802.TW,台玻,25.5,-0.2,5917,0.48,0.6,0.57,0.47,0.56,0.45
194	,1806.TW,冠軍,12.3,-1.2,1462,0.53,0.59,0.35,0,0.41,0.35
195	,1808.TW,潤隆,59.4,0.85,58,0.44,0.67,0.5,0,0.24,0.42
196	,1809.TW,中釉,15.6,0.97,1647,0.63,0.5,0.3,0.25,0.62,0.43
197	,1810.TW,和成,17.2,-1.15,3494,0.61,0.65,0.33,0.25,0.56,0.36
198	,1813.TW,寶利徠,18.15,0,38,0.56,0.43,0.04,0,0,0.03
199	,1815.TW,富喬,16.7,1.21,1814,0.65,0.64,0.52,0,0.59,0.47
200	,1817.TW,凱撒衛,37,0.14,20,0.52,0.56,0.34,0,0,0.3
201	,1903.TW,士紙,64.2,0.78,144,0.24,0.58,0.42,0.13,0.62,0.34
202	,1904.TW,正隆,33.7,-0.74,2485,0.55,0.59,0.55,0.45,0.5,0.48
203	,1905.TW,華紙,23.4,0.43,3844,0.55,0.6,0.42,0.29,0.54,0.46
204	,1906.TW,寶隆,20.3,0.25,104,0.59,0.53,0.3,0.18,0.37,0.41
205	,1907.TW,永豐餘,33.5,-0.89,2647,0.57,0.51,0.63,0.42,0.5,0.37
206	,1909.TW,榮成,23.4,-0.43,5220,0.48,0.57,0.57,0.52,0.58,0.45
207	,2002.TW,中鋼,34.35,0.29,23314,0.51,0.66,0.57,0.53,0.53,0.39
208	,2006.TW,東和鋼鐵,62.5,3.31,7124,0.59,0.62,0.59,0.59,0.54,0.4
209	,2007.TW,燁興,21.3,-0.47,1098,0.67,0.6,0.26,0.09,0.69,0.53
210	,2008.TW,高興昌,19.7,-0.25,82,0.44,0.46,0.25,0,0.6,0.4
211	,2009.TW,第一銅,42.75,-0.81,1245,0.5,0.57,0.38,0,0.45,0.4
212	,2010.TW,春源,23.05,-0.86,1283,0.56,0.47,0.49,0.08,0.5,0.43
213	,2012.TW,春雨,30.4,-0.98,246,0.57,0.53,0.41,0.17,0.52,0.42
214	,2013.TW,中鋼構,54.2,-0.37,428,0.65,0.56,0.5,0,0.4,0.51
215	,2014.TW,中鴻,39.4,-1.38,21142,0.47,0.65,0.58,0.5,0.38,0.48
216	,2015.TW,豐興,82,1.99,686,0.5,0.51,0.58,0.38,0.45,0.37
217	,2017.TW,官田鋼,19.85,-0.25,438,0.57,0.49,0.46,0.06,0.58,0.45
218	,2020.TW,美亞,31.6,-0.16,314,0.57,0.54,0.36,0.18,0.43,0.33
219	,2023.TW,燁輝,24.2,-1.22,6010,0.45,0.61,0.54,0.17,0.48,0.48
220	,2024.TW,志聯,19.6,-0.25,170,0.5,0.44,0.22,0,0.3,0.34
221	,2027.TW,大成鋼,47.1,0.21,9610,0.57,0.59,0.58,0.51,0.57,0.54
222	,2028.TW,威致,45.55,-0.87,3270,0.8,0.46,0.35,0,0.69,0.59
223	,2029.TW,盛餘,32.75,-0.61,803,0.47,0.58,0.47,0.21,0.42,0.43
224	,2030.TW,彰源,29.6,-0.84,3367,0.53,0.52,0.36,0.11,0.29,0.4
225	,2031.TW,新光鋼,57.3,0.53,1211,0.6,0.61,0.56,0.46,0.58,0.51
226	,2032.TW,新鋼,23.25,-0.64,346,0.56,0.49,0.31,0.14,0.55,0.4
227	,2033.TW,佳大,17.45,-0.29,158,0.52,0.47,0.42,0.09,0.54,0.45
228	,2034.TW,允強,31.95,-0.62,912,0.54,0.57,0.52,0.18,0.32,0.44
229	,2035.TW,唐榮,36.2,-0.28,3,0.26,0.31,0.22,0,0.18,0.14
230	,2038.TW,海光,35.85,-0.69,1661,0.57,0.53,0.39,0,0.55,0.47
231	,2049.TW,上銀,288.5,0.52,1032,0.39,0.71,0.69,0.68,0.6,0.44
232	,2059.TW,川湖,494,1.33,154,0.41,0.62,0.48,0.33,0.39,0.5
233	,2062.TW,橋椿,27,0.75,186,0.43,0.64,0.28,0,0.26,0.54
234	,2063.TW,世鎧,35.85,0,13,0.44,0.36,0.07,0,0.09,0.05
235	,2064.TW,晉椿,18.15,0.28,11,0.37,0.29,0,0,0,0
236	,2065.TW,世豐,48,-0.1,54,0.51,0.54,0.28,0,0.29,0.48
237	,2066.TW,世德,62.8,0.96,90,0.43,0.39,0.05,0,0,0.2
238	,2069.TW,運錩,35.25,0,2887,0.53,0.59,0.32,0.09,0.34,0.41
239	,2070.TW,精湛,33.35,-0.45,31,0.47,0.26,0.05,0,0.13,0.17
240	,2101.TW,南港,38.7,-1.15,1631,0.6,0.55,0.59,0.14,0.55,0.41
241	,2102.TW,泰豐,27.2,-0.37,416,0.55,0.6,0.55,0.1,0.62,0.44
242	,2103.TW,台橡,36.65,5.01,16287,0.58,0.66,0.51,0.27,0.45,0.51
243	,2104.TW,國際中橡,26.9,0.19,1956,0.53,0.58,0.61,0.13,0.49,0.49
244	,2105.TW,正新,35.55,-0.42,3776,0.47,0.61,0.61,0.55,0.57,0.49
245	,2106.TW,建大,30.1,-0.33,1246,0.43,0.62,0.54,0.35,0.35,0.55
246	,2107.TW,厚生,22.45,-0.22,730,0.49,0.55,0.46,0.05,0.32,0.43
247	,2108.TW,南帝,83.4,2.96,4079,0.56,0.63,0.48,0.55,0.54,0.5
248	,2109.TW,華豐,16.65,-0.89,180,0.21,0.59,0.27,0,0.2,0.5
249	,2114.TW,鑫永銓,121,0,45,0.56,0.57,0.44,0,0.26,0.35
250	,2115.TW,六暉-KY,40.3,0,35,0.5,0.54,0.25,0,0,0.35
251	,2201.TW,裕隆,41.25,0.24,2730,0.55,0.63,0.58,0.42,0.59,0.46
252	,2204.TW,中華,63.4,-0.31,588,0.51,0.57,0.56,0.33,0.45,0.46
253	,2206.TW,三陽工業,26.5,-0.19,358,0.48,0.67,0.59,0,0.38,0.47
254	,2207.TW,和泰車,609,-0.49,102,0.33,0.81,0.51,0.52,0.12,0.46
255	,2208.TW,台船,21.5,0.47,1444,0.63,0.63,0.61,0,0.62,0.6
256	,2211.TW,長榮鋼,55.1,0.18,547,0.63,0.61,0.14,0,0.67,0.38
257	,2221.TW,大甲,39.4,-0.63,250,0.6,0.35,0.24,0,0.47,0.31
258	,2228.TW,劍麟,67.8,-0.73,36,0.59,0.65,0.55,0.08,0.37,0.51
259	,2230.TW,泰茂,14,0.36,53,0.53,0.45,0,0,0.33,0.16
260	,2231.TW,為升,182.5,2.82,1796,0.6,0.65,0.7,0.61,0.58,0.51
261	,2233.TW,宇隆,95.5,-0.31,192,0.58,0.54,0.47,0.5,0.43,0.41
262	,2236.TW,百達-KY,27.7,1.65,84,0.52,0.49,0.29,0,0,0.15
263	,2239.TW,英利-KY,81.5,2.13,78,0.56,0.61,0.45,0.23,0.41,0.52
264	,2241.TW,艾姆勒,49.9,-0.2,127,0.72,0.56,0.3,0,0.48,0.49
265	,2243.TW,宏旭-KY,19.2,1.86,453,0.52,0.46,0.18,0,0.38,0.28
266	,2247.TW,汎德永業,209.5,0.24,10,0.45,0.53,0.32,0,0,0.46
267	,2301.TW,光寶科,61.7,0.33,3624,0.41,0.6,0.47,0.56,0.57,0.41
268	,2302.TW,麗正,16.75,1.52,233,0.53,0.52,0.2,0,0.56,0.38
269	,2303.TW,聯電,63,0.48,137992,0.48,0.63,0.63,0.59,0.68,0.43
270	,2305.TW,全友,8.92,0.9,1576,0.58,0.66,0.35,0,0.49,0.46
271	,2308.TW,台達電,266,-0.56,5713,0.45,0.68,0.55,0.55,0.56,0.44
272	,2312.TW,金寶,15.25,0.33,46968,0.56,0.53,0.57,0.13,0.53,0.46
273	,2313.TW,華通,43.1,2.38,15025,0.47,0.63,0.74,0.65,0.62,0.43
274	,2314.TW,台揚,77.8,1.04,2325,0.65,0.65,0.58,0.36,0.61,0.45
275	,2316.TW,楠梓電,30.3,0,434,0.47,0.57,0.45,0,0.53,0.45
276	,2317.TW,鴻海,103.5,-1.43,37192,0.51,0.71,0.71,0.62,0.57,0.45
277	,2323.TW,中環,9.06,1,5409,0.43,0.71,0.6,0.3,0.58,0.52
278	,2324.TW,仁寶,24,1.05,13947,0.47,0.69,0.43,0.46,0.51,0.43
279	,2327.TW,國巨,451,0.11,1595,0.49,0.67,0.65,0.67,0.57,0.43
280	,2328.TW,廣宇,39.5,0.89,7276,0.61,0.62,0.66,0.26,0.56,0.46
281	,2329.TW,華泰,25.8,1.57,3713,0.62,0.55,0.61,0.17,0.64,0.41
282	,2330.TW,台積電,605,1.3,22151,0.29,0.65,0.52,0.59,0.63,0.41
283	,2331.TW,精英,22.05,0.23,2135,0.55,0.65,0.59,0,0.62,0.54
284	,2332.TW,友訊,18.9,3,3371,0.52,0.63,0.63,0,0.62,0.46
285	,2337.TW,旺宏,40.7,0.74,9064,0.5,0.71,0.73,0.58,0.63,0.44
286	,2338.TW,光罩,99.3,1.64,13080,0.59,0.68,0.68,0.48,0.62,0.47
287	,2340.TW,光磊,60.8,1,33497,0.65,0.57,0.71,0.08,0.6,0.47
288	,2342.TW,茂矽,47.5,1.5,4120,0.67,0.63,0.45,0.07,0.55,0.49
289	,2344.TW,華邦電,30.8,0.16,23964,0.53,0.65,0.74,0.54,0.61,0.48
290	,2345.TW,智邦,275.5,-5.81,6870,0.28,0.59,0.62,0.63,0.63,0.47
291	,2347.TW,聯強,65.7,1.08,15570,0.5,0.53,0.48,0.48,0.46,0.4
292	,2348.TW,海悅,110,-1.79,463,0.59,0.65,0.5,0,0.47,0.38
293	,2351.TW,順德,160.5,0.94,925,0.62,0.59,0.62,0.59,0.6,0.53
294	,2352.TW,佳世達,29.9,0.5,4224,0.55,0.59,0.58,0.57,0.53,0.5
295	,2353.TW,宏碁,29.65,1.89,17571,0.51,0.57,0.64,0.37,0.52,0.47
296	,2354.TW,鴻準,64,0.16,1638,0.58,0.65,0.46,0.45,0.55,0.47
297	,2355.TW,敬鵬,36.35,5.21,11333,0.58,0.63,0.6,0.15,0.5,0.53
298	,2356.TW,英業達,25.5,0.79,4534,0.39,0.62,0.53,0.5,0.45,0.46
299	,2357.TW,華碩,367,0.69,3586,0.39,0.63,0.47,0.49,0.45,0.4
