code,content,date
及成,及成:公告本公司111年7月份自結合併財務報表之流動比率、速動比率及負債比率,2022-09-02
美隆電,美隆電:美隆工業股份有限公司 111年現金減資相關事項公告,2022-09-02
美隆電,美隆電:公告本公司董事會決議現金減資相關事項,2022-09-02
特力,特力:代非公開發行公司依證券交易法第43條之1第1項規定辦理公告,2022-09-02
好德,好德:本公司盈餘轉增資發行普通股股票發放暨上櫃日期公告,2022-09-02
亞通,亞通:本公司與法蘭摩沙股份有限公司簽署工程合約(修正具體目的說明),2022-09-02
邁達特,邁達特8月營收10.31億元年增1.68% 1—8月達79.67億元,2022-09-02
鈺緯,鈺緯8月營收0.95億元年增38.74% 1—8月達5.86億元,2022-09-02
李洲,李洲8月營收0.18億元年減52.61% 1—8月達2.32億元,2022-09-02
友通,友通8月營收12.94億元年增7.64% 1—8月達104.72億元,2022-09-02
建舜電,建舜電:建舜電子製造股份有限公司國內第四次無擔保轉換公司債上櫃買賣公告,2022-09-02
建舜電,建舜電:建舜電子製造股份有限公司國內第四次無擔保轉換公司債發放暨上櫃日期公告,2022-09-02
中福,中福:公告收到智慧財產及商業法院通知書,2022-09-02
中福,中福:公告杰亨實業股份有限公司提出民事定暫時假處分,2022-09-02
信立,信立:公告信立股份有限公司國內第一次無擔保轉換公司債(簡稱：信立一，代碼：43031)自111年09月26日起，轉換價格自27.93元調整為26.46元。,2022-09-02
達邁,達邁:公告達邁科技股份有限公司國內第一次無擔保轉換公司債轉(交)換公司債(簡稱：達邁一，代碼：36451)轉交換作業開始之轉交換日期等相關事項。,2022-09-02
如興,如興:代子公司依公開發行公司資金貸與及背書保證處理準則第二十五條第一項第四款及證交所發文字號臺證上一字第1111803907號公告,2022-09-02
如興,如興:公告本公司董事會通過更換股務代理機構,2022-09-02
如興,如興:代子公司公告資金貸與他人超限訂定改善計劃,2022-09-02
如興,如興:代子公司公告背書保證超限訂定改善計劃,2022-09-02
日揚,日揚:澄清111年9月2日財訊快報媒體之報導,2022-09-02
厚生,厚生:公告買回本公司股份期間屆滿執行完畢,2022-09-02
台光電,台光電:代重要子公司大中山有限公司公告盈餘分配案,2022-09-02
台光電,台光電:公告本公司發言人、財務主管異動,2022-09-02
科風,科風:更正本公司111年股東會議事錄,2022-09-02
寶成,"寶成:代子公司裕元工業(集團)有限公司(""裕元工業"")公告執行董事變動",2022-09-02
可成,可成:公告本公司辦理庫藏股註銷減資變更登記完成,2022-09-02
科風,科風:更正本公司110年、111年第1季及第2季合併財務報告iXBRL申報資訊,2022-09-02
正文,正文:修正本公司111年第二季合併財務報告附註第27頁部份資訊,2022-09-02
三圓,三圓:本公司107年度第1次有擔保普通公司債第4年付息公告,2022-09-02
可成,可成:可成科技股份有限公司（公司代號：2474）註銷買回股票事宜。,2022-09-02
美律,美律:美律實業股份有限公司（公司代號：2439）110年限制員工權利新股上市掛牌日期。,2022-09-02
聯成,聯成:聯成化學科技股份有限公司（公司代號：1313） 員工認股權憑證於 111 年第 2 季行使所發行之普通股股票已上市股數。,2022-09-02
新天地,新天地8月營收0.34億元年增168% 1—8月達5.02億元,2022-09-02
羅昇,羅昇8月營收2.95億元年減2.54% 1—8月達26.01億元,2022-09-02
明基材,明基材8月營收12.65億元年減8.43% 1—8月達108.12億元,2022-09-02
博大,博大8月營收1.74億元年增23.11% 1—8月達11.25億元,2022-09-02
華興,華興8月營收0.60億元年減25.55% 1—8月達6.26億元,2022-09-02
同亨,同亨8月營收1.24億元年減15.97% 1—8月達10.57億元,2022-09-02
合一,合一8月營收0.05億元年減38.23% 1—8月達10.47億元,2022-09-02
中天,中天8月營收1.29億元年減15.86% 1—8月達11.44億元,2022-09-02
