code,content,date
志信,志信:志信國際股份有限公司（公司代號：2611）111年除權配股股票上市掛牌日期。,2022-09-06
中信金,中信金:本公司將於111年9月19日支付一○九年度第二次無擔保普通公司債D券第二次利息公告,2022-09-06
中信金,中信金:本公司將於111年9月19日支付一○九年度第二次無擔保普通公司債B券第二次利息公告,2022-09-06
中信金,中信金:本公司將於111年9月19日支付一○九年度第二次無擔保普通公司債C券第二次利息公告,2022-09-06
中信金,中信金:本公司將於111年9月19日支付一○九年度第二次無擔保普通公司債A券第二次利息公告,2022-09-06
萬企,萬企8月營收0.19億元年增13.99% 1—8月達1.53億元,2022-09-06
豐泰,豐泰:本公司受邀參加元富證券舉辦之線上法人說明會,2022-09-06
豐泰,"豐泰:重要子公司 Growth-Link Overseas Co., Ltd.股利分派資訊",2022-09-06
中菲行,中菲行8月營收34.33億元年減1.17% 1—8月達300.36億元,2022-09-06
東元,東元:東元電機股份有限公司一○六年度第一次無擔保普通公司債還本付息公告,2022-09-06
建舜電,建舜電:公告建舜電子製造股份有限公司價格反稀釋轉換公司債(簡稱：建舜電四，代碼：33224)自111年09月19日起，轉換價格自22.72元調整為22.04元。,2022-09-06
東元,東元:東元電機股份有限公司一○六年度第一次無擔保普通公司債終止櫃檯買賣公告,2022-09-06
江興鍛,江興鍛:江興鍛壓工業股份有限公司（公司代號：4528）111年除權配股股票上櫃掛牌日期。,2022-09-06
鉅祥,鉅祥:鉅祥企業股份有限公司（公司代號：2476） 員工認股權憑證於 111 年第 3 季行使所發行之普通股股票已上市股數。,2022-09-06
建舜電,建舜電:公告本公司國內第四次無擔保轉換公司債轉換價格調整,2022-09-06
智伸科,智伸科:本公司澄清媒體報導,2022-09-06
新昕纖,新昕纖8月營收0.48億元年增6.17% 1—8月達3.79億元,2022-09-06
宇瞻,宇瞻:本公司增資及受讓宇達資訊事業股份有限公司之股份變更登記完成及普通股上市暨新股權利證書終止上市公告,2022-09-06
正峰,正峰8月營收0.33億元年增94.82% 1—8月達1.79億元,2022-09-06
東和,東和8月營收0.56億元年減16.55% 1—8月達5.03億元,2022-09-06
嘉澤,嘉澤:本公司受邀參加『元大證券2022年第三季投資產業論壇』，說明本公司之營運概況、財務及業務相關訊息,2022-09-06
長虹,長虹:本公司擬簽訂台北市內湖區西湖段土地買賣契約書,2022-09-06
和勤,和勤8月營收1.77億元年減17.05% 1—8月達17.60億元,2022-09-06
福懋,福懋8月營收29.66億元年增20.9% 1—8月達241.19億元,2022-09-06
瑞築,瑞築:公告本公司更名全面換發有價證券相關事宜,2022-09-06
致伸,致伸:公司無償發行111年度第1次限制員工權利新股上市日期公告。,2022-09-06
