code,content,date
碩禾,碩禾:公告碩禾股份有限公司國內第二次無擔保轉換公司債(簡稱：碩禾二，代碼：36912)自111年09月14日起，轉換價格自218.44元調整為210.65元。,2022-08-29
花王,花王:公告111年7月自結個別財務報告之負債比率、流動比率及速動比率,2022-08-29
光聖,光聖:澄清有關111年8月27日媒體報導,2022-08-29
信驊,信驊:澄清111年08月29日經濟日報C04版及111年08月27日工商時報A03版資訊報導,2022-08-29
中租-KY,中租-KY:澄清經濟日報報導,2022-08-29
吉祥全,吉祥全:吉祥全球實業股份有限公司（公司代號：2491）106、107年私募普通股股票上市掛牌日期。,2022-08-29
大洋-KY,大洋-KY:代重慶光谷大洋公告恢復營運事宜,2022-08-29
寶徠,寶徠:依證券交易法第四十三條之一第一項規定辦理公告。,2022-08-29
程泰,程泰:公告本公司依證交法第43條之1第1項取得宇隆科技股份申報,2022-08-29
聯強,聯強:代Trade Vanguard Global Ltd.公告董事會決議新增資金貸與金額逾本公司最近期財務報表淨值2%,2022-08-29
樺漢,樺漢:代子公司Kontron Transportation GmbH公告取得Arce Mobility Solutions S.A.U.普通股,2022-08-29
英利-KY,英利-KY:代子公司長春英利汽車工業股份有限公司公告董事長異動,2022-08-29
英利-KY,英利-KY:公告本公司111年度第二季合併財務報告提報董事會,2022-08-29
英利-KY,英利-KY:代子公司長春英利汽車工業股份有限公司公告董事會通過2022年第2季度財務報告,2022-08-29
鈺創,鈺創:公告本公司國內第三次無擔保轉換公司債轉換價格調整,2022-08-29
鈺創,鈺創:公告本公司調整配股配息率,2022-08-29
大同,大同:代子公司中華映管股份有限公司公告經法院裁定宣告破產及有關事項,2022-08-29
茂迪,茂迪:茂迪股份有限公司（公司代號：6244）111年現金增資股款繳納憑證上櫃開始買賣日期。,2022-08-29
聯邦銀,聯邦銀:聯邦銀行代子公司聯邦國際租賃股份有限公司代為公告向聯邦銀行取得使用權資產,2022-08-29
華南金,華南金:代子公司華南永昌綜合證券公告取得華南銀行111年度第2期無擔保無到期日非累積次順位金融債券,2022-08-29
北基,北基:公告北基股份有限公司國內第六次無擔保轉換公司債(簡稱：北基六，代碼：89276)自111年09月20日起，轉換價格自34.03元調整為30.86元。,2022-08-29
北基,北基:公告北基股份有限公司國內第五次有擔保轉換公司債(簡稱：北基五，代碼：89275)自111年09月20日起，轉換價格自17.19元調整為15.59元。,2022-08-29
富邦金,富邦金:富邦金融控股股份有限公司一一一年度第二期無擔保普通公司債乙券計新臺幣參拾肆億元整，於111年8月30日起櫃檯買賣公告,2022-08-29
富邦金,富邦金:富邦金融控股股份有限公司一一一年度第二期無擔保普通公司債甲券計新臺幣貳拾捌億元整，於111年8月30日起櫃檯買賣公告,2022-08-29
晶焱,晶焱:晶焱科技股份有限公司（公司代號：6411）註銷收回股票事宜。,2022-08-29
富邦金,富邦金:富邦金融控股股份有限公司一一一年度第二期無擔保普通公司債櫃檯買賣公告,2022-08-29
雅茗-KY,雅茗-KY:公告本公司董事會通過依國際會計準則第36號公報認列資產減損,2022-08-29
雅茗-KY,雅茗-KY:公告本公司董事會通過111年第二季合併財務報告,2022-08-29
百達-KY,百達-KY:公告本公司董事會決議111年上半年度配息基準日,2022-08-29
百達-KY,百達-KY:本公司董事會決議111年上半年度股利分派,2022-08-29
富邦金,富邦金:富邦金控代子公司富邦產險公告發行私募普通股之現金增資認股基準日,2022-08-29
中環,中環:公告本公司處分有價證券,2022-08-29
國巨,國巨:代子公司信源電子製品(昆山)有限公司公告取得理財商品,2022-08-29
新纖,新纖:公告本公司召開法說會,2022-08-29
中租-KY,中租-KY:公告轉投資子公司Chailease Int'l Financial Services(Singapore) Pte. Ltd.投資金額以美金1億元為上限,2022-08-29
瑞昱,瑞昱:董事會決議集團內部組織架構調整(含代重要子公司Realtek Singapore Private Ltd.公告),2022-08-29
精英,精英:本公司受邀參加統一證券舉辦法人說明會相關事宜,2022-08-29
雅茗-KY,雅茗-KY:代子公司宴群國際股份有限公司及展欣企業資源有限公司依公開發行公司資金貨與及背書保證處理準則第二十五條第一項第四款公告背書保證事項,2022-08-29
雅茗-KY,雅茗-KY:代子公司宴群國際股份有限公司和展欣企業資源有限公司依公開發行公司資金貨與及背書保證處理準則第二十五條第一項第二款及第三款公告背書保證事項,2022-08-29
雅茗-KY,雅茗-KY:代子公司宴群國際股份有限公司和展欣企業資源有限公司依公開發行公司資金貨與及背書保證處理準則第二十五條第一項第一款公告背書保證事項,2022-08-29
雅茗-KY,雅茗-KY:本公司暨代子公司依公開發行公司資金貸與及背書保證處理準則第二十二條第一項第三款公告資金貸與事項,2022-08-29
雅茗-KY,雅茗-KY:本公司暨代子公司依公開發行公司資金貸與及背書保證處理準則第二十二條第一項第二款公告資金貸與事項,2022-08-29
