符合條件商品
資料日期：2022年  1月 13日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/13),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:50 符合檔數(15)
1	,2303.TW,聯電,41.95,-2.1,34060,63.3,-29.44,16,投連賣
2	,2912.TW,統一超,268,-1.47,996,272,1.75,14,投連賣
3	,2481.TW,強茂,60.4,-0.33,2094,90.6,-29.62,11,投連賣
4	,2383.TW,台光電,176.5,-0.84,2034,262,-28.5,8,投連賣
5	,3707.TW,漢磊,86.9,0,3034,114.5,-23.81,8,投連賣
6	,5425.TW,台半,75.3,0,4216,67.8,14.63,8,投連賣
7	,6781.TW,AES-KY,680,1.34,965,1675,-58.81,8,投連賣
8	,8924.TW,大田,120.5,0.42,199,139,-3.75,8,投連賣
9	,2809.TW,京城銀,33.9,-3.42,3989,41.65,-13.89,7,投連賣
10	,3105.TW,穩懋,138,0.36,2757,336,-56.79,7,投連賣
11	,3189.TW,景碩,107,0,9581,200.5,-44.97,7,投連賣
12	,4961.TW,天鈺,117,0.86,1402,223,-39.68,7,投連賣
13	,6005.TW,群益證,11.1,0,1344,17.25,-26,7,投連賣
14	,2889.TW,國票金,11.35,0,2314,16.35,-23.98,5,投連賣
15	,3529.TW,力旺,1350,1.12,770,1760,-22.36,5,投連賣
