符合條件商品
資料日期：2021年 11月 25日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/25),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:58 符合檔數(16)
1	,2317.TW,鴻海,101,0,15490,105,1.15,20,投連賣
2	,3264.TW,欣銓,49.85,-0.89,1243,54.9,-3.78,19,投連賣
3	,3218.TW,大學光,290,0.17,438,270.5,14.71,11,投連賣
4	,3661.TW,世芯-KY,803,-1.35,2950,986,-17.53,9,投連賣
5	,3035.TW,智原,159,0.63,7973,176.5,-7.84,8,投連賣
6	,2330.TW,台積電,455,-2.78,26724,603,-22.52,7,投連賣
7	,2436.TW,偉詮電,42,0.84,593,95.7,-53.65,7,投連賣
8	,3707.TW,漢磊,86.9,0,3034,145.5,-40.04,7,投連賣
9	,3711.TW,日月光投控,93.8,-3.6,11870,104,-2.29,7,投連賣
10	,4958.TW,臻鼎-KY,108,-1.37,2633,101.5,11.42,7,投連賣
11	,9914.TW,美利達,171,-2.29,298,313.5,-43.52,7,投連賣
12	,9938.TW,百和,59,4.8,4688,81,-22.58,7,投連賣
13	,1102.TW,亞泥,41.55,0.24,6062,42.35,6.24,5,投連賣
14	,2368.TW,金像電,88.4,-1.12,3685,70.6,17.27,5,投連賣
15	,2376.TW,技嘉,106.5,1.43,5227,134,-8.65,5,投連賣
16	,3529.TW,力旺,1350,1.12,770,2150,-36.44,5,投連賣
