符合條件商品
資料日期：2022年  9月 21日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/21),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:21 符合檔數(27)
1	,3189.TW,景碩,107,0,9581,103,3.88,17,投連賣
2	,2313.TW,華通,45.95,-1.08,9582,46.9,-2.03,15,投連賣
3	,3567.TW,逸昌,24.95,0.4,68,27.9,-10.57,15,投連賣
4	,3231.TW,緯創,29.9,-0.83,12268,27.4,9.12,8,投連賣
5	,6491.TW,晶碩,404.5,-1.94,432,353,14.59,7,投連賣
6	,8046.TW,南電,242,-0.41,10124,216,12.04,7,投連賣
7	,1560.TW,中砂,109.5,-1.35,2814,136,-19.49,6,投連賣
8	,2006.TW,東和鋼鐵,53.2,0.95,1881,51.8,2.7,6,投連賣
9	,2014.TW,中鴻,27.6,1.1,53751,23.2,18.97,6,投連賣
10	,2324.TW,仁寶,22.95,0.44,9576,22.25,3.15,6,投連賣
11	,2356.TW,英業達,26,0.19,6530,22.85,13.79,6,投連賣
12	,2385.TW,群光,87.2,0.11,1118,83.3,4.68,6,投連賣
13	,2441.TW,超豐,48.2,-2.33,4006,53,-9.06,6,投連賣
14	,2449.TW,京元電子,36.4,-1.75,4505,34.75,4.75,6,投連賣
15	,2458.TW,義隆,86.1,-1.71,718,87.1,-1.15,6,投連賣
16	,3035.TW,智原,159,0.63,7973,152.5,4.26,6,投連賣
17	,3036.TW,文曄,62.7,-0.95,1327,59.7,5.03,6,投連賣
18	,3037.TW,欣興,125,2.46,35224,127.5,-1.96,6,投連賣
19	,3044.TW,健鼎,96,1.59,1391,98,-2.04,6,投連賣
20	,3702.TW,大聯大,47.8,-0.52,2583,49.05,-2.55,6,投連賣
21	,5522.TW,遠雄,58.5,0.34,1205,57.7,5.2,6,投連賣
22	,6176.TW,瑞儀,106,0.47,1064,100.5,5.47,6,投連賣
23	,3715.TW,定穎投控,16.55,-0.6,573,18.6,-11.02,5,投連賣
24	,4739.TW,康普,94.9,-1.15,795,114,-16.75,5,投連賣
25	,5220.TW,萬達光電,28.2,-0.88,20,30.55,-7.69,5,投連賣
26	,6239.TW,力成,81.3,0.62,1926,80.4,1.12,5,投連賣
27	,9802.TW,鈺齊-KY,162,0.31,3063,180,-10,5,投連賣
