符合條件商品
資料日期：2022年 10月 21日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/21),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:16 符合檔數(14)
1	,1560.TW,中砂,109.5,-1.35,2814,100,9.5,12,投連賣
2	,5340.TW,建榮,25.25,-0.79,22,24.8,1.81,11,投連賣
3	,6515.TW,穎崴,404,-1.46,559,319,26.65,9,投連賣
4	,3406.TW,玉晶光,364,-0.68,820,292,24.66,8,投連賣
5	,5439.TW,高技,46.85,0,102,38.85,20.59,7,投連賣
6	,6187.TW,萬潤,65,0.93,810,55.6,16.91,7,投連賣
7	,1101.TW,台泥,34.05,-1.16,23484,31,9.84,6,投連賣
8	,1604.TW,聲寶,25.55,-0.2,118,22.8,12.06,6,投連賣
9	,2206.TW,三陽工業,33.7,0.45,1845,36.1,-6.65,6,投連賣
10	,4919.TW,新唐,117,-2.09,4502,95,23.16,6,投連賣
11	,6669.TW,緯穎,819,-1.33,686,617,32.74,6,投連賣
12	,2723.TW,美食-KY,139,0.72,443,97.4,42.71,5,投連賣
13	,6491.TW,晶碩,404.5,-1.94,432,288,40.45,5,投連賣
14	,8255.TW,朋程,177,5.04,12777,128,38.28,5,投連賣
