符合條件商品
資料日期：2021年 12月 15日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/15),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:54 符合檔數(17)
1	,3189.TW,景碩,107,0,9581,227,-51.39,15,投連賣
2	,1434.TW,福懋,26.3,-0.19,479,28.8,-5.09,10,投連賣
3	,2809.TW,京城銀,33.9,-3.42,3989,39.5,-9.21,10,投連賣
4	,2915.TW,潤泰全,66.7,0.15,4192,94.2,-23.25,10,投連賣
5	,3702.TW,大聯大,47.8,-0.52,2583,50.5,1.38,10,投連賣
6	,1702.TW,南僑,44.8,-0.88,73,49.05,-4.25,9,投連賣
7	,1909.TW,榮成,15.55,-0.32,1849,23.5,-28.47,8,投連賣
8	,3443.TW,創意,726,-0.55,5389,601,22.31,8,投連賣
9	,3707.TW,漢磊,86.9,0,3034,137,-36.32,8,投連賣
10	,8046.TW,南電,242,-0.41,10124,575,-56.41,8,投連賣
11	,5285.TW,界霖,61.2,0,133,102,-36.76,7,投連賣
12	,3653.TW,健策,369.5,-0.81,1389,411.5,0.83,6,投連賣
13	,5269.TW,祥碩,717,0.14,564,1805,-59.17,6,投連賣
14	,8086.TW,宏捷科,67.7,1.04,620,140,-49.65,6,投連賣
15	,2303.TW,聯電,41.95,-2.1,34060,62.7,-28.75,5,投連賣
16	,3017.TW,奇鋐,111,-1.77,2015,86.7,32.92,5,投連賣
17	,6411.TW,晶焱,85.7,-0.35,289,243.5,-62.4,5,投連賣
