符合條件商品
資料日期：2022年  9月  7日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/07),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:22 符合檔數(13)
1	,1795.TW,美時,232,0.22,11755,151.5,53.14,14,投連賣
2	,3037.TW,欣興,125,2.46,35224,139,-10.07,13,投連賣
3	,3189.TW,景碩,107,0,9581,108.5,-1.38,8,投連賣
4	,6488.TW,環球晶,435.5,-2.57,2065,440,-1.02,8,投連賣
5	,4770.TW,上品,300.5,-4.6,1157,362.5,-17.1,7,投連賣
6	,6415.TW,矽力*-KY,445,1.37,2330,461.5,-3.58,7,投連賣
7	,8454.TW,富邦媒,626,0,570,662,-5.44,7,投連賣
8	,2313.TW,華通,45.95,-1.08,9582,50.2,-8.47,6,投連賣
9	,3567.TW,逸昌,24.95,0.4,68,28.15,-11.37,6,投連賣
10	,3708.TW,上緯投控,94.6,-1.77,1112,89.9,5.23,6,投連賣
11	,3529.TW,力旺,1350,1.12,770,1275,5.88,5,投連賣
12	,6472.TW,保瑞,406.5,-2.28,4588,281,44.66,5,投連賣
13	,6781.TW,AES-KY,680,1.34,965,823,-17.38,5,投連賣
