符合條件商品
資料日期：2022年  6月  6日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/06),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:37 符合檔數(33)
1	,5439.TW,高技,46.85,0,102,48.85,4.65,20,投連賣
2	,2912.TW,統一超,268,-1.47,996,267.5,3.46,13,投連賣
3	,3189.TW,景碩,107,0,9581,170,-35.1,10,投連賣
4	,8046.TW,南電,242,-0.41,10124,373,-32.8,10,投連賣
5	,1102.TW,亞泥,41.55,0.24,6062,44.35,1.44,9,投連賣
6	,1216.TW,統一,65.9,0,2803,65.2,5.22,9,投連賣
7	,2408.TW,南亞科,51.4,-0.58,5241,66.8,-17.72,9,投連賣
8	,2458.TW,義隆,86.1,-1.71,718,148,-34.26,9,投連賣
9	,2834.TW,臺企銀,12.9,-0.39,8238,12.2,10.54,9,投連賣
10	,2883.TW,開發金,12.7,-0.78,8936,16.05,-14.88,9,投連賣
11	,2890.TW,永豐金,16.7,-4.84,27291,17.6,0.36,9,投連賣
12	,2892.TW,第一金,26.3,-0.38,6392,26.35,5.75,9,投連賣
13	,5230.TW,雷笛克光學,22.8,0,19,24.55,-3.92,9,投連賣
14	,9904.TW,寶成,34.05,0.44,6898,31.4,14.42,9,投連賣
15	,2886.TW,兆豐金,30.55,-0.97,8425,37.8,-13.92,8,投連賣
16	,2891.TW,中信金,21.9,-1.13,23817,26.85,-13.85,8,投連賣
17	,3035.TW,智原,159,0.63,7973,231.5,-29.74,8,投連賣
18	,3037.TW,欣興,125,2.46,35224,203.5,-37.18,8,投連賣
19	,1326.TW,台化,69.4,-0.72,1689,82,-10.07,7,投連賣
20	,2207.TW,和泰車,592,-0.67,113,620,-1.32,7,投連賣
21	,2344.TW,華邦電,20.1,-0.99,9528,29.1,-28.27,7,投連賣
22	,2887.TW,台新金,15.2,0,6593,18,-8.16,7,投連賣
23	,5880.TW,合庫金,25.95,-0.76,4866,27.3,1.49,7,投連賣
24	,6147.TW,頎邦,58.6,0.51,604,69.6,-6.43,7,投連賣
25	,9958.TW,世紀鋼,88.9,-1.22,9352,113,-18.31,7,投連賣
26	,1308.TW,亞聚,28.2,-0.88,1358,29.45,6.78,6,投連賣
27	,2603.TW,長榮,167.5,-2.33,36972,143.5,-39.53,6,投連賣
28	,3443.TW,創意,726,-0.55,5389,538,34.94,6,投連賣
29	,2393.TW,億光,37.5,0.94,242,44.75,-8.38,5,投連賣
30	,2606.TW,裕民,50.1,-3.47,10468,58.5,-8.16,5,投連賣
31	,2633.TW,台灣高鐵,28.75,-0.52,2418,28.2,4.77,5,投連賣
32	,8478.TW,東哥遊艇,297,1.02,2514,236,29.07,5,投連賣
33	,9939.TW,宏全,86.9,2.12,1021,75.3,22.53,5,投連賣
