符合條件商品
資料日期：2022年  6月 15日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/15),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:32 符合檔數(15)
1	,5439.TW,高技,46.85,0,102,47.5,7.6,20,投連賣
2	,8046.TW,南電,242,-0.41,10124,329.5,-23.93,17,投連賣
3	,2458.TW,義隆,86.1,-1.71,718,144,-32.43,16,投連賣
4	,2344.TW,華邦電,20.1,-0.99,9528,26.85,-22.24,14,投連賣
5	,2393.TW,億光,37.5,0.94,242,43.4,-5.52,12,投連賣
6	,6438.TW,迅得,86.2,-0.69,51,100.5,-14.23,9,投連賣
7	,6274.TW,台燿,52.5,1.16,910,69,-23.91,8,投連賣
8	,3529.TW,力旺,1350,1.12,770,1275,7.18,7,投連賣
9	,1802.TW,台玻,21.2,0.24,12096,21.15,9.67,6,投連賣
10	,2610.TW,華航,19,-1.55,26392,25.05,-21.36,6,投連賣
11	,2637.TW,慧洋-KY,64.8,-3.28,13996,83.6,-22.49,6,投連賣
12	,3661.TW,世芯-KY,803,-1.35,2950,789,3.06,6,投連賣
13	,4927.TW,泰鼎-KY,54.5,-0.73,593,75.7,-23.35,6,投連賣
14	,6187.TW,萬潤,65,0.93,810,90.2,-23.56,6,投連賣
15	,3037.TW,欣興,125,2.46,35224,183,-30.15,5,投連賣
