符合條件商品
資料日期：2022年  2月 11日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/11),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:48 符合檔數(9)
1	,1477.TW,聚陽,238.5,0,510,231.5,8.38,9,投連賣
2	,3034.TW,聯詠,301.5,-0.17,3163,468,-22.25,8,投連賣
3	,2498.TW,宏達電,55,-0.72,14502,68.3,-19.47,7,投連賣
4	,3443.TW,創意,726,-0.55,5389,470,56.4,7,投連賣
5	,1565.TW,精華,244,0.21,46,292.5,-11.82,6,投連賣
6	,2303.TW,聯電,41.95,-2.1,34060,55.4,-19.37,6,投連賣
7	,3152.TW,璟德,179.5,-0.28,16,302.5,-37.86,5,投連賣
8	,3533.TW,嘉澤,829,0.36,375,703,20.88,5,投連賣
9	,6488.TW,環球晶,435.5,-2.57,2065,735,-39.64,5,投連賣
