符合條件商品
資料日期：2022年  1月 20日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/20),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:49 符合檔數(18)
1	,2303.TW,聯電,41.95,-2.1,34060,63.5,-29.66,20,投連賣
2	,8924.TW,大田,120.5,0.42,199,140,-4.44,13,投連賣
3	,4961.TW,天鈺,117,0.86,1402,221,-39.13,12,投連賣
4	,2889.TW,國票金,11.35,0,2314,16.15,-23.05,10,投連賣
5	,1558.TW,伸興,120,0,27,144.5,-11.54,9,投連賣
6	,2603.TW,長榮,167.5,-2.33,36972,124,-30.02,9,投連賣
7	,3008.TW,大立光,2140,0,324,2080,6.95,7,投連賣
8	,6683.TW,雍智科技,189.5,0.26,103,290,-32.02,7,投連賣
9	,2436.TW,偉詮電,42,0.84,593,88,-49.6,6,投連賣
10	,6669.TW,緯穎,819,-1.33,686,1010,-16.31,6,投連賣
11	,1702.TW,南僑,44.8,-0.88,73,49.2,-4.54,5,投連賣
12	,2201.TW,裕隆,59.1,-1.01,17319,42,46.11,5,投連賣
13	,3653.TW,健策,369.5,-0.81,1389,390.5,6.25,5,投連賣
14	,6182.TW,合晶,41.8,-0.36,1757,77.6,-44.58,5,投連賣
15	,6213.TW,聯茂,71.9,0.42,941,132,-41.92,5,投連賣
16	,6531.TW,愛普*,170,0,2500,445,-60.8,5,投連賣
17	,6592.TW,和潤企業,100,-0.99,209,105,-0.68,5,投連賣
18	,9941.TW,裕融,156.5,0,327,177.5,5.88,5,投連賣
