符合條件商品
資料日期：2022年  5月 26日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/26),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:37 符合檔數(14)
1	,5439.TW,高技,46.85,0,102,47.2,8.3,20,投連賣
2	,2002.TW,中鋼,30.7,0.16,37216,34.05,0.07,16,投連賣
3	,2354.TW,鴻準,51.4,-1.15,1092,54.4,-1.96,10,投連賣
4	,2387.TW,精元,39.25,-1.75,500,36.45,16.16,8,投連賣
5	,6104.TW,創惟,88.8,0.23,2437,191,-53.51,8,投連賣
6	,1817.TW,凱撒衛,37.9,0.4,40,34.65,16.04,7,投連賣
7	,2912.TW,統一超,268,-1.47,996,269.5,2.69,7,投連賣
8	,8358.TW,金居,51.3,-0.58,1372,54.1,4.29,7,投連賣
9	,9802.TW,鈺齊-KY,162,0.31,3063,145.5,12.99,7,投連賣
10	,2376.TW,技嘉,106.5,1.43,5227,105,16.58,6,投連賣
11	,2409.TW,友達,15.4,0.65,36394,16.95,-9.89,6,投連賣
12	,2640.TW,大車隊,86.4,1.17,61,78,15.83,6,投連賣
13	,3515.TW,華擎,140.5,2.93,1979,143.5,11.45,5,投連賣
14	,6438.TW,迅得,86.2,-0.69,51,108.5,-15.93,5,投連賣
