符合條件商品
資料日期：2021年 11月 26日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/26),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:58 符合檔數(17)
1	,3264.TW,欣銓,49.85,-0.89,1243,53,-0.34,20,投連賣
2	,3218.TW,大學光,290,0.17,438,269.5,15.13,12,投連賣
3	,3661.TW,世芯-KY,803,-1.35,2950,941,-13.59,10,投連賣
4	,3035.TW,智原,159,0.63,7973,182,-10.62,9,投連賣
5	,2436.TW,偉詮電,42,0.84,593,94.6,-53.11,8,投連賣
6	,3707.TW,漢磊,86.9,0,3034,148.5,-41.25,8,投連賣
7	,3711.TW,日月光投控,93.8,-3.6,11870,101.5,0.11,8,投連賣
8	,4958.TW,臻鼎-KY,108,-1.37,2633,99.1,14.12,8,投連賣
9	,9914.TW,美利達,171,-2.29,298,302,-41.36,8,投連賣
10	,9938.TW,百和,59,4.8,4688,80,-21.62,8,投連賣
11	,1102.TW,亞泥,41.55,0.24,6062,42.25,6.48,6,投連賣
12	,2368.TW,金像電,88.4,-1.12,3685,68.6,20.68,6,投連賣
13	,2376.TW,技嘉,106.5,1.43,5227,135,-9.32,6,投連賣
14	,3529.TW,力旺,1350,1.12,770,2075,-34.15,6,投連賣
15	,2371.TW,大同,33.7,0,4072,35.6,-5.34,5,投連賣
16	,3443.TW,創意,726,-0.55,5389,567,29.65,5,投連賣
17	,3596.TW,智易,98.3,-0.2,490,106,-1.13,5,投連賣
