符合條件商品
資料日期：2022年  3月 30日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/30),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:43 符合檔數(12)
1	,2408.TW,南亞科,51.4,-0.58,5241,69.3,-20.69,15,投連賣
2	,2498.TW,宏達電,55,-0.72,14502,60.3,-8.79,8,投連賣
3	,3532.TW,台勝科,142,-2.07,1152,289,-50.14,7,投連賣
4	,2344.TW,華邦電,20.1,-0.99,9528,31.6,-33.93,6,投連賣
5	,2383.TW,台光電,176.5,-0.84,2034,261,-28.23,6,投連賣
6	,3260.TW,威剛,57.6,-0.17,970,84.6,-25.47,6,投連賣
7	,2603.TW,長榮,167.5,-2.33,36972,135,-35.73,5,投連賣
8	,4105.TW,東洋,82.8,0.24,1226,69.2,24.81,5,投連賣
9	,4935.TW,茂林-KY,56.3,-1.05,64,68.5,-10.38,5,投連賣
10	,5284.TW,jpp-KY,68.8,-2.41,2843,44.6,62.3,5,投連賣
11	,6182.TW,合晶,41.8,-0.36,1757,69.8,-38.39,5,投連賣
12	,6577.TW,勁豐,58.7,0,2,63.5,-1.39,5,投連賣
