符合條件商品
資料日期：2022年  9月 12日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/12),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:22 符合檔數(12)
1	,3189.TW,景碩,107,0,9581,114,-6.14,10,投連賣
2	,6415.TW,矽力*-KY,445,1.37,2330,508,-12.4,9,投連賣
3	,2313.TW,華通,45.95,-1.08,9582,51.6,-10.95,8,投連賣
4	,3567.TW,逸昌,24.95,0.4,68,28.4,-12.15,8,投連賣
5	,3708.TW,上緯投控,94.6,-1.77,1112,92.4,2.38,8,投連賣
6	,6781.TW,AES-KY,680,1.34,965,821,-17.17,7,投連賣
7	,2474.TW,可成,169,-1.74,2651,171.5,-1.46,6,投連賣
8	,2618.TW,長榮航,28.1,-2.09,27994,33.9,-17.11,6,投連賣
9	,3426.TW,台興,38,0,1,40,-5,5,投連賣
10	,4919.TW,新唐,117,-2.09,4502,118.5,-1.27,5,投連賣
11	,8028.TW,昇陽半導體,57.5,-2.87,2439,66.3,-13.27,5,投連賣
12	,9914.TW,美利達,171,-2.29,298,208,-17.79,5,投連賣
