符合條件商品
資料日期：2022年  6月 17日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/17),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:32 符合檔數(19)
1	,8046.TW,南電,242,-0.41,10124,316,-20.68,19,投連賣
2	,2458.TW,義隆,86.1,-1.71,718,142,-31.48,18,投連賣
3	,2393.TW,億光,37.5,0.94,242,41.85,-2.01,14,投連賣
4	,3529.TW,力旺,1350,1.12,770,1225,11.55,9,投連賣
5	,1802.TW,台玻,21.2,0.24,12096,20.3,14.29,8,投連賣
6	,2610.TW,華航,19,-1.55,26392,23.35,-15.63,8,投連賣
7	,2637.TW,慧洋-KY,64.8,-3.28,13996,78.6,-17.56,8,投連賣
8	,3661.TW,世芯-KY,803,-1.35,2950,736,10.48,8,投連賣
9	,6187.TW,萬潤,65,0.93,810,88.2,-21.82,8,投連賣
10	,3037.TW,欣興,125,2.46,35224,166,-22.99,7,投連賣
11	,2603.TW,長榮,167.5,-2.33,36972,119.5,-27.39,6,投連賣
12	,3189.TW,景碩,107,0,9581,148,-25.45,6,投連賣
13	,3532.TW,台勝科,142,-2.07,1152,206.5,-30.22,6,投連賣
14	,4755.TW,三福化,119,0,366,180,-31.55,6,投連賣
15	,2368.TW,金像電,88.4,-1.12,3685,79.7,3.88,5,投連賣
16	,5483.TW,中美晶,143.5,-1.37,3418,150,-1.26,5,投連賣
17	,6182.TW,合晶,41.8,-0.36,1757,52.6,-18.25,5,投連賣
18	,6719.TW,力智,256,-0.97,769,440,-40.33,5,投連賣
19	,6781.TW,AES-KY,680,1.34,965,957,-27.9,5,投連賣
