符合條件商品
資料日期：2022年  9月 29日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/29),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:19 符合檔數(12)
1	,3189.TW,景碩,107,0,9581,90.3,18.49,20,投連賣
2	,8046.TW,南電,242,-0.41,10124,186,30.11,13,投連賣
3	,3035.TW,智原,159,0.63,7973,127,25.2,12,投連賣
4	,6271.TW,同欣電,201,-4.29,2372,161,12.94,8,投連賣
5	,6488.TW,環球晶,435.5,-2.57,2065,359.5,21.14,7,投連賣
6	,3551.TW,世禾,58,0,44,53.7,8.01,6,投連賣
7	,2618.TW,長榮航,28.1,-2.09,27994,28.8,-2.43,5,投連賣
8	,3374.TW,精材,99.5,-1.49,1508,92.9,7.1,5,投連賣
9	,3558.TW,神準,206,-0.48,1476,163,26.38,5,投連賣
10	,4739.TW,康普,94.9,-1.15,795,93.3,1.71,5,投連賣
11	,4919.TW,新唐,117,-2.09,4502,104.5,11.96,5,投連賣
12	,6477.TW,安集,45.15,0.22,708,43.7,3.32,5,投連賣
