符合條件商品
資料日期：2022年 11月 23日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/23),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:11 符合檔數(18)
1	,1402.TW,遠東新,31.55,-4.39,10632,31.05,1.61,10,投連賣
2	,2059.TW,川湖,395,-0.63,106,402,-1.74,10,投連賣
3	,3665.TW,貿聯-KY,251,-2.33,1391,248,1.21,10,投連賣
4	,6414.TW,樺漢,198.5,-0.25,272,202,-1.73,9,投連賣
5	,2360.TW,致茂,179,0.56,783,185,-3.24,8,投連賣
6	,2890.TW,永豐金,16.7,-4.84,27291,17.25,-3.19,8,投連賣
7	,6472.TW,保瑞,406.5,-2.28,4588,467.5,-13.05,8,投連賣
8	,1476.TW,儒鴻,492.5,1.23,1098,436.5,12.83,7,投連賣
9	,2474.TW,可成,169,-1.74,2651,180,-6.11,7,投連賣
10	,3045.TW,台灣大,94.8,0,2514,92,3.04,7,投連賣
11	,8928.TW,鉅明,39.05,-0.26,45,36.45,7.13,7,投連賣
12	,1605.TW,華新,46.75,-1.68,42087,42.9,8.97,6,投連賣
13	,6488.TW,環球晶,435.5,-2.57,2065,466,-6.55,6,投連賣
14	,1216.TW,統一,65.9,0,2803,64,2.97,5,投連賣
15	,1477.TW,聚陽,238.5,0,510,221,7.92,5,投連賣
16	,2227.TW,裕日車,191,-2.05,32,190,0.53,5,投連賣
17	,2385.TW,群光,87.2,0.11,1118,81.2,7.39,5,投連賣
18	,5483.TW,中美晶,143.5,-1.37,3418,159.5,-10.03,5,投連賣
