符合條件商品
資料日期：2022年  6月 30日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/30),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:31 符合檔數(13)
1	,3532.TW,台勝科,142,-2.07,1152,176.5,-18.36,15,投連賣
2	,5230.TW,雷笛克光學,22.8,0,19,22.3,2.24,12,投連賣
3	,2002.TW,中鋼,30.7,0.16,37216,28.45,19.78,11,投連賣
4	,4919.TW,新唐,117,-2.09,4502,136,-10.21,10,投連賣
5	,6104.TW,創惟,88.8,0.23,2437,149,-40.4,10,投連賣
6	,2062.TW,橋椿,22.35,-0.22,124,23.25,-1.63,8,投連賣
7	,3526.TW,凡甲,117.5,-0.42,125,140,-9.57,8,投連賣
8	,8150.TW,南茂,32.9,1.23,1428,36.95,-10.96,8,投連賣
9	,3675.TW,德微,168,2.75,1849,230.5,-25.4,6,投連賣
10	,1722.TW,台肥,53.1,-0.56,1033,63.9,-13.22,5,投連賣
11	,3711.TW,日月光投控,93.8,-3.6,11870,76.4,22.77,5,投連賣
12	,6488.TW,環球晶,435.5,-2.57,2065,453,-2.06,5,投連賣
13	,6577.TW,勁豐,58.7,0,2,57.3,2.44,5,投連賣
