符合條件商品
資料日期：2022年 10月 24日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/24),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:16 符合檔數(12)
1	,1560.TW,中砂,109.5,-1.35,2814,103,6.31,13,投連賣
2	,5340.TW,建榮,25.25,-0.79,22,25.5,-0.98,12,投連賣
3	,6515.TW,穎崴,404,-1.46,559,320.5,26.05,10,投連賣
4	,3406.TW,玉晶光,364,-0.68,820,297,22.56,9,投連賣
5	,5439.TW,高技,46.85,0,102,38.9,20.44,8,投連賣
6	,4919.TW,新唐,117,-2.09,4502,97.9,19.51,7,投連賣
7	,6491.TW,晶碩,404.5,-1.94,432,283.5,42.68,6,投連賣
8	,8255.TW,朋程,177,5.04,12777,130,36.15,6,投連賣
9	,2634.TW,漢翔,34.55,3.13,14471,32.3,6.97,5,投連賣
10	,3567.TW,逸昌,24.95,0.4,68,23.35,6.85,5,投連賣
11	,3708.TW,上緯投控,94.6,-1.77,1112,90.3,4.76,5,投連賣
12	,6438.TW,迅得,86.2,-0.69,51,77,11.95,5,投連賣
