符合條件商品
資料日期：2021年 11月 10日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/10),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 17:01 符合檔數(18)
1	,8081.TW,致新,141,-1.05,262,240,-35.32,11,投連賣
2	,6224.TW,聚鼎,57.2,-2.39,189,119,-49.76,10,投連賣
3	,2317.TW,鴻海,101,0,15490,109,-2.56,9,投連賣
4	,2379.TW,瑞昱,289,-0.52,1352,519,-39.38,9,投連賣
5	,2383.TW,台光電,176.5,-0.84,2034,231,-18.91,9,投連賣
6	,2458.TW,義隆,86.1,-1.71,718,163,-40.31,9,投連賣
7	,3014.TW,聯陽,71.5,-0.83,189,105,-22.58,9,投連賣
8	,3035.TW,智原,159,0.63,7973,194,-16.15,9,投連賣
9	,6269.TW,台郡,99.2,-0.8,645,97,7.57,9,投連賣
10	,3264.TW,欣銓,49.85,-0.89,1243,59.4,-11.08,8,投連賣
11	,2360.TW,致茂,179,0.56,783,190.5,-1.78,7,投連賣
12	,6138.TW,茂達,117.5,-0.42,755,180,-30.11,7,投連賣
13	,3443.TW,創意,726,-0.55,5389,583,26.09,6,投連賣
14	,3707.TW,漢磊,86.9,0,3034,145,-39.83,6,投連賣
15	,1597.TW,直得,71.3,0,19,87.7,-8.91,5,投連賣
16	,2308.TW,台達電,281,-1.92,5149,265,8.57,5,投連賣
17	,2351.TW,順德,99.5,1.22,927,160,-36.19,5,投連賣
18	,6706.TW,惠特,89.3,1.59,265,214.5,-54.78,5,投連賣
