符合條件商品
資料日期：2022年 12月 22日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/22),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:05 符合檔數(48)
1	,3037.TW,欣興,125,2.46,35224,122,2.46,13,投連賣
2	,1102.TW,亞泥,41.55,0.24,6062,41.45,0.24,10,投連賣
3	,2441.TW,超豐,48.2,-2.33,4006,49.35,-2.33,10,投連賣
4	,2449.TW,京元電子,36.4,-1.75,4505,37.05,-1.75,10,投連賣
5	,2454.TW,聯發科,660,-0.15,2431,661,-0.15,10,投連賣
6	,2609.TW,陽明,67.3,-1.03,57425,68,-1.03,10,投連賣
7	,3036.TW,文曄,62.7,-0.95,1327,63.3,-0.95,10,投連賣
8	,4938.TW,和碩,64.2,0.31,3317,64,0.31,10,投連賣
9	,5522.TW,遠雄,58.5,0.34,1205,58.3,0.34,10,投連賣
10	,1215.TW,卜蜂,78.3,0.77,1049,77.7,0.77,9,投連賣
11	,1232.TW,大統益,141.5,-0.35,131,142,-0.35,9,投連賣
12	,5274.TW,信驊,1830,0.83,312,1815,0.83,9,投連賣
13	,1304.TW,台聚,22.1,1.61,6105,21.75,1.61,8,投連賣
14	,1717.TW,長興,31.5,-1.25,930,31.9,-1.25,8,投連賣
15	,2352.TW,佳世達,27.5,1.66,4573,27.05,1.66,8,投連賣
16	,2409.TW,友達,15.4,0.65,36394,15.3,0.65,8,投連賣
17	,3567.TW,逸昌,24.95,0.4,68,24.85,0.4,8,投連賣
18	,4945.TW,陞達科技,46.75,-2.6,16,48,-2.6,8,投連賣
19	,5220.TW,萬達光電,28.2,-0.88,20,28.45,-0.88,8,投連賣
20	,5483.TW,中美晶,143.5,-1.37,3418,145.5,-1.37,8,投連賣
21	,6121.TW,新普,288.5,-0.35,276,289.5,-0.35,8,投連賣
22	,1101.TW,台泥,34.05,-1.16,23484,34.45,-1.16,7,投連賣
23	,2301.TW,光寶科,64,-0.47,4678,64.3,-0.47,7,投連賣
24	,2324.TW,仁寶,22.95,0.44,9576,22.85,0.44,7,投連賣
25	,2356.TW,英業達,26,0.19,6530,25.95,0.19,7,投連賣
26	,2377.TW,微星,119.5,1.7,2513,117.5,1.7,7,投連賣
27	,2382.TW,廣達,71.2,-0.97,4354,71.9,-0.97,7,投連賣
28	,2385.TW,群光,87.2,0.11,1118,87.1,0.11,7,投連賣
29	,2492.TW,華新科,78.7,-1.38,848,79.8,-1.38,7,投連賣
30	,3044.TW,健鼎,96,1.59,1391,94.5,1.59,7,投連賣
31	,3702.TW,大聯大,47.8,-0.52,2583,48.05,-0.52,7,投連賣
32	,6176.TW,瑞儀,106,0.47,1064,105.5,0.47,7,投連賣
33	,9940.TW,信義,27.2,-0.18,182,27.25,-0.18,7,投連賣
34	,2357.TW,華碩,271,-1.63,1392,275.5,-1.63,6,投連賣
35	,2881.TW,富邦金,56.7,-0.18,6587,56.8,-0.18,6,投連賣
36	,3533.TW,嘉澤,829,0.36,375,826,0.36,6,投連賣
37	,6488.TW,環球晶,435.5,-2.57,2065,447,-2.57,6,投連賣
38	,1795.TW,美時,232,0.22,11755,231.5,0.22,5,投連賣
39	,2002.TW,中鋼,30.7,0.16,37216,30.65,0.16,5,投連賣
40	,2006.TW,東和鋼鐵,53.2,0.95,1881,52.7,0.95,5,投連賣
41	,2014.TW,中鴻,27.6,1.1,53751,27.3,1.1,5,投連賣
42	,2303.TW,聯電,41.95,-2.1,34060,42.85,-2.1,5,投連賣
43	,2347.TW,聯強,61,-0.81,2957,61.5,-0.81,5,投連賣
44	,2368.TW,金像電,88.4,-1.12,3685,89.4,-1.12,5,投連賣
45	,2376.TW,技嘉,106.5,1.43,5227,105,1.43,5,投連賣
46	,3034.TW,聯詠,301.5,-0.17,3163,302,-0.17,5,投連賣
47	,6147.TW,頎邦,58.6,0.51,604,58.3,0.51,5,投連賣
48	,8299.TW,群聯,305,-0.81,792,307.5,-0.81,5,投連賣
