符合條件商品
資料日期：2021年 12月 28日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/28),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:52 符合檔數(36)
1	,1702.TW,南僑,44.8,-0.88,73,50.1,-6.26,18,投連賣
2	,3653.TW,健策,369.5,-0.81,1389,403,2.96,15,投連賣
3	,2345.TW,智邦,237.5,-6.5,4085,262,-7.15,10,投連賣
4	,2360.TW,致茂,179,0.56,783,205.5,-8.95,10,投連賣
5	,2383.TW,台光電,176.5,-0.84,2034,277.5,-32.49,10,投連賣
6	,5904.TW,寶雅,447.5,-0.33,243,439,6.07,10,投連賣
7	,2317.TW,鴻海,101,0,15490,105.5,0.68,9,投連賣
8	,2352.TW,佳世達,27.5,1.66,4573,30.25,-1.01,9,投連賣
9	,2377.TW,微星,119.5,1.7,2513,165.5,-21.31,9,投連賣
10	,2492.TW,華新科,78.7,-1.38,848,167.5,-50.65,9,投連賣
11	,5871.TW,中租-KY,216.5,0.46,2711,264,-11.53,9,投連賣
12	,4958.TW,臻鼎-KY,108,-1.37,2633,101,11.98,8,投連賣
13	,6411.TW,晶焱,85.7,-0.35,289,238.5,-61.61,8,投連賣
14	,2354.TW,鴻準,51.4,-1.15,1092,65,-17.96,7,投連賣
15	,3264.TW,欣銓,49.85,-0.89,1243,55.2,-4.3,7,投連賣
16	,2049.TW,上銀,180,-0.83,411,307,-40.2,6,投連賣
17	,4904.TW,遠傳,65.7,-0.3,2525,64.3,6.35,6,投連賣
18	,1504.TW,東元,27.25,-0.37,1749,31.5,-9.38,5,投連賣
19	,1513.TW,中興電,66,0.15,12515,44.8,55.26,5,投連賣
20	,1519.TW,華城,48.9,2.09,3632,37,35.76,5,投連賣
21	,1605.TW,華新,46.75,-1.68,42087,26.55,83.33,5,投連賣
22	,1723.TW,中碳,105.5,-0.47,103,118.5,-7.79,5,投連賣
23	,1802.TW,台玻,21.2,0.24,12096,26.75,-13.26,5,投連賣
24	,2105.TW,正新,33.75,-0.74,1203,36.65,-4.69,5,投連賣
25	,2303.TW,聯電,41.95,-2.1,34060,64.7,-30.96,5,投連賣
26	,2308.TW,台達電,281,-1.92,5149,277.5,3.68,5,投連賣
27	,2375.TW,凱美,56,-0.36,155,99.3,-51.56,5,投連賣
28	,2408.TW,南亞科,51.4,-0.58,5241,76.7,-28.34,5,投連賣
29	,3019.TW,亞光,61.6,-1.28,472,93.9,-29.76,5,投連賣
30	,3665.TW,貿聯-KY,251,-2.33,1391,255,1.5,5,投連賣
31	,4999.TW,鑫禾,36.75,-0.41,56,40.75,-4.27,5,投連賣
32	,5425.TW,台半,75.3,0,4216,78.4,-0.88,5,投連賣
33	,6288.TW,聯嘉,22.85,-0.44,665,27.35,-14.99,5,投連賣
34	,6525.TW,捷敏-KY,69.3,-0.29,80,94.6,-21.47,5,投連賣
35	,8046.TW,南電,242,-0.41,10124,572,-56.18,5,投連賣
36	,9933.TW,中鼎,41.85,0.6,916,37.1,18.79,5,投連賣
