符合條件商品
資料日期：2022年  9月  6日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/06),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:23 符合檔數(12)
1	,1795.TW,美時,232,0.22,11755,154,50.65,13,投連賣
2	,3037.TW,欣興,125,2.46,35224,139,-10.07,12,投連賣
3	,3189.TW,景碩,107,0,9581,112,-4.46,7,投連賣
4	,6488.TW,環球晶,435.5,-2.57,2065,452,-3.65,7,投連賣
5	,3218.TW,大學光,290,0.17,438,308,-5.84,6,投連賣
6	,4770.TW,上品,300.5,-4.6,1157,364,-17.45,6,投連賣
7	,6415.TW,矽力*-KY,445,1.37,2330,481,-7.48,6,投連賣
8	,8454.TW,富邦媒,626,0,570,675,-7.26,6,投連賣
9	,2313.TW,華通,45.95,-1.08,9582,50.3,-8.65,5,投連賣
10	,3567.TW,逸昌,24.95,0.4,68,28.35,-11.99,5,投連賣
11	,3708.TW,上緯投控,94.6,-1.77,1112,91.3,3.61,5,投連賣
12	,8996.TW,高力,183.5,7.31,24980,109,68.35,5,投連賣
