符合條件商品
資料日期：2022年 11月 24日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/24),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:11 符合檔數(15)
1	,1402.TW,遠東新,31.55,-4.39,10632,31.8,-0.79,11,投連賣
2	,2360.TW,致茂,179,0.56,783,190,-5.79,9,投連賣
3	,2890.TW,永豐金,16.7,-4.84,27291,17.3,-3.47,9,投連賣
4	,6472.TW,保瑞,406.5,-2.28,4588,462,-12.01,9,投連賣
5	,2474.TW,可成,169,-1.74,2651,180.5,-6.37,8,投連賣
6	,3045.TW,台灣大,94.8,0,2514,93.3,1.61,8,投連賣
7	,8928.TW,鉅明,39.05,-0.26,45,36.3,7.58,8,投連賣
8	,1605.TW,華新,46.75,-1.68,42087,43.9,6.49,7,投連賣
9	,1216.TW,統一,65.9,0,2803,65.3,0.92,6,投連賣
10	,1477.TW,聚陽,238.5,0,510,224,6.47,6,投連賣
11	,2385.TW,群光,87.2,0.11,1118,81.4,7.13,6,投連賣
12	,5483.TW,中美晶,143.5,-1.37,3418,160.5,-10.59,6,投連賣
13	,3443.TW,創意,726,-0.55,5389,745,-2.55,5,投連賣
14	,5274.TW,信驊,1830,0.83,312,2170,-15.67,5,投連賣
15	,6533.TW,晶心科,494.5,-1.69,4905,581,-14.89,5,投連賣
