符合條件商品
資料日期：2022年 12月  8日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/08),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:09 符合檔數(16)
1	,2317.TW,鴻海,101,0,15490,101.5,-0.49,11,投連賣
2	,8299.TW,群聯,305,-0.81,792,307.5,2.49,10,投連賣
3	,5340.TW,建榮,25.25,-0.79,22,24.8,1.81,7,投連賣
4	,4551.TW,智伸科,146,-0.68,691,155.5,-6.11,6,投連賣
5	,6679.TW,鈺太,229,0.44,465,217.5,5.29,6,投連賣
6	,2059.TW,川湖,395,-0.63,106,397,-0.5,5,投連賣
7	,2308.TW,台達電,281,-1.92,5149,294.5,-4.58,5,投連賣
8	,2345.TW,智邦,237.5,-6.5,4085,248.5,-4.43,5,投連賣
9	,2377.TW,微星,119.5,1.7,2513,117.5,1.7,5,投連賣
10	,3017.TW,奇鋐,111,-1.77,2015,113.5,-2.2,5,投連賣
11	,3443.TW,創意,726,-0.55,5389,763,-4.85,5,投連賣
12	,3529.TW,力旺,1350,1.12,770,1445,-6.57,5,投連賣
13	,5483.TW,中美晶,143.5,-1.37,3418,155.5,-7.72,5,投連賣
14	,6472.TW,保瑞,406.5,-2.28,4588,387.5,4.9,5,投連賣
15	,6569.TW,醫揚,100,-0.99,20,94.2,6.16,5,投連賣
16	,8928.TW,鉅明,39.05,-0.26,45,37.9,3.03,5,投連賣
