符合條件商品
資料日期：2022年  3月 17日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/17),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:44 符合檔數(10)
1	,1476.TW,儒鴻,492.5,1.23,1098,435,16.63,12,投連賣
2	,2383.TW,台光電,176.5,-0.84,2034,258.5,-27.53,10,投連賣
3	,3515.TW,華擎,140.5,2.93,1979,203.5,-21.41,8,投連賣
4	,2408.TW,南亞科,51.4,-0.58,5241,74.2,-25.93,6,投連賣
5	,3189.TW,景碩,107,0,9581,186.5,-40.84,6,投連賣
6	,2607.TW,榮運,29.1,1.39,5367,37.7,-21.75,5,投連賣
7	,3141.TW,晶宏,79.9,0.63,950,164,-49.4,5,投連賣
8	,5439.TW,高技,46.85,0,102,54.4,-6.04,5,投連賣
9	,6683.TW,雍智科技,189.5,0.26,103,240.5,-18.03,5,投連賣
10	,8046.TW,南電,242,-0.41,10124,489.5,-48.79,5,投連賣
