符合條件商品
資料日期：2022年  5月 24日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/24),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:38 符合檔數(10)
1	,5439.TW,高技,46.85,0,102,47,8.75,20,投連賣
2	,2002.TW,中鋼,30.7,0.16,37216,33.55,1.55,14,投連賣
3	,2610.TW,華航,19,-1.55,26392,25.55,-22.89,9,投連賣
4	,2354.TW,鴻準,51.4,-1.15,1092,53.2,0.23,8,投連賣
5	,2387.TW,精元,39.25,-1.75,500,35.3,19.96,6,投連賣
6	,6104.TW,創惟,88.8,0.23,2437,194,-54.23,6,投連賣
7	,1817.TW,凱撒衛,37.9,0.4,40,34.65,16.04,5,投連賣
8	,2912.TW,統一超,268,-1.47,996,264,4.83,5,投連賣
9	,8358.TW,金居,51.3,-0.58,1372,55,2.58,5,投連賣
10	,9802.TW,鈺齊-KY,162,0.31,3063,146.5,12.22,5,投連賣
