符合條件商品
資料日期：2022年  3月 15日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/15),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:44 符合檔數(11)
1	,5483.TW,中美晶,143.5,-1.37,3418,166,-10.78,11,投連賣
2	,1476.TW,儒鴻,492.5,1.23,1098,425.5,19.23,10,投連賣
3	,2383.TW,台光電,176.5,-0.84,2034,249,-24.77,8,投連賣
4	,2376.TW,技嘉,106.5,1.43,5227,126,-2.85,7,投連賣
5	,3533.TW,嘉澤,829,0.36,375,614,38.4,7,投連賣
6	,3515.TW,華擎,140.5,2.93,1979,195,-17.98,6,投連賣
7	,2345.TW,智邦,237.5,-6.5,4085,219,11.08,5,投連賣
8	,2385.TW,群光,87.2,0.11,1118,89.3,5.23,5,投連賣
9	,2809.TW,京城銀,33.9,-3.42,3989,38.95,-7.93,5,投連賣
10	,4915.TW,致伸,55.1,-0.9,3460,51.1,13.84,5,投連賣
11	,9940.TW,信義,27.2,-0.18,182,35.5,-16.67,5,投連賣
