符合條件商品
資料日期：2022年  7月 25日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/25),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:28 符合檔數(10)
1	,1477.TW,聚陽,238.5,0,510,144.5,65.05,19,投連賣
2	,2006.TW,東和鋼鐵,53.2,0.95,1881,51,4.31,17,投連賣
3	,1301.TW,台塑,86.8,-0.46,6046,90.3,-3.88,9,投連賣
4	,2640.TW,大車隊,86.4,1.17,61,81.9,10.32,9,投連賣
5	,4129.TW,聯合,50.6,2.64,2781,29.15,73.58,9,投連賣
6	,1605.TW,華新,46.75,-1.68,42087,33.45,39.76,8,投連賣
7	,2882.TW,國泰金,41.15,1.86,33982,45.55,-9.66,8,投連賣
8	,3596.TW,智易,98.3,-0.2,490,118,-16.69,8,投連賣
9	,3455.TW,由田,80.3,-0.25,313,80,6.74,6,投連賣
10	,6288.TW,聯嘉,22.85,-0.44,665,22.6,1.11,6,投連賣
