符合條件商品
資料日期：2022年  3月  7日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/07),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:45 符合檔數(10)
1	,3141.TW,晶宏,79.9,0.63,950,178,-53.39,7,投連賣
2	,3653.TW,健策,369.5,-0.81,1389,338.5,22.57,7,投連賣
3	,6274.TW,台燿,52.5,1.16,910,81.8,-31.22,7,投連賣
4	,6488.TW,環球晶,435.5,-2.57,2065,625,-29.02,7,投連賣
5	,6706.TW,惠特,89.3,1.59,265,190.5,-49.08,7,投連賣
6	,3714.TW,富采,46.6,-0.96,1148,71.3,-32.25,6,投連賣
7	,3324.TW,雙鴻,151,-0.66,649,218.5,-28.34,5,投連賣
8	,3592.TW,瑞鼎,307.5,0,497,565,-37.24,5,投連賣
9	,5483.TW,中美晶,143.5,-1.37,3418,173,-14.38,5,投連賣
10	,6213.TW,聯茂,71.9,0.42,941,121.5,-36.9,5,投連賣
