符合條件商品
資料日期：2022年 10月 17日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/17),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:17 符合檔數(14)
1	,3324.TW,雙鴻,151,-0.66,649,118,27.97,10,投連賣
2	,1560.TW,中砂,109.5,-1.35,2814,105.5,3.79,8,投連賣
3	,8114.TW,振樺電,110,0.92,219,118.5,-7.17,8,投連賣
4	,8155.TW,博智,108,-1.37,385,86.8,24.42,8,投連賣
5	,3491.TW,昇達科,136.5,1.11,719,122.5,11.43,7,投連賣
6	,5340.TW,建榮,25.25,-0.79,22,22.5,12.22,7,投連賣
7	,5483.TW,中美晶,143.5,-1.37,3418,121.5,18.11,7,投連賣
8	,6488.TW,環球晶,435.5,-2.57,2065,351.5,23.9,6,投連賣
9	,2383.TW,台光電,176.5,-0.84,2034,139,26.98,5,投連賣
10	,2732.TW,六角,126,0.8,213,113,11.5,5,投連賣
11	,3526.TW,凡甲,117.5,-0.42,125,115.5,1.73,5,投連賣
12	,3680.TW,家登,254.5,0.79,478,219.5,17.69,5,投連賣
13	,6279.TW,胡連,149.5,-1.64,1303,152.5,-1.97,5,投連賣
14	,6515.TW,穎崴,404,-1.46,559,363,11.29,5,投連賣
