符合條件商品
資料日期：2022年 12月 16日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/16),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:07 符合檔數(17)
1	,3037.TW,欣興,125,2.46,35224,142,-11.97,9,投連賣
2	,8114.TW,振樺電,110,0.92,219,112.5,-2.22,8,投連賣
3	,1102.TW,亞泥,41.55,0.24,6062,41.9,-0.84,6,投連賣
4	,2441.TW,超豐,48.2,-2.33,4006,49.3,-2.23,6,投連賣
5	,2449.TW,京元電子,36.4,-1.75,4505,37.15,-2.02,6,投連賣
6	,2454.TW,聯發科,660,-0.15,2431,660,0,6,投連賣
7	,2609.TW,陽明,67.3,-1.03,57425,65.3,3.06,6,投連賣
8	,3036.TW,文曄,62.7,-0.95,1327,62.9,-0.32,6,投連賣
9	,4938.TW,和碩,64.2,0.31,3317,64,0.31,6,投連賣
10	,5522.TW,遠雄,58.5,0.34,1205,55.4,5.6,6,投連賣
11	,5876.TW,上海商銀,44.25,-0.45,2405,47.4,-6.65,6,投連賣
12	,1215.TW,卜蜂,78.3,0.77,1049,77.6,0.9,5,投連賣
13	,1232.TW,大統益,141.5,-0.35,131,142,-0.35,5,投連賣
14	,2360.TW,致茂,179,0.56,783,184.5,-2.98,5,投連賣
15	,3481.TW,群創,11.1,0,42046,11.45,-3.06,5,投連賣
16	,5274.TW,信驊,1830,0.83,312,2010,-8.96,5,投連賣
17	,6202.TW,盛群,67.6,0,761,68.5,-1.31,5,投連賣
