符合條件商品
資料日期：2021年 12月 30日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/30),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:51 符合檔數(28)
1	,1702.TW,南僑,44.8,-0.88,73,50.2,-6.43,20,投連賣
2	,3653.TW,健策,369.5,-0.81,1389,408,1.7,17,投連賣
3	,2345.TW,智邦,237.5,-6.5,4085,260,-6.44,12,投連賣
4	,2360.TW,致茂,179,0.56,783,200,-6.44,12,投連賣
5	,2383.TW,台光電,176.5,-0.84,2034,278,-32.62,12,投連賣
6	,2317.TW,鴻海,101,0,15490,104,2.12,11,投連賣
7	,2352.TW,佳世達,27.5,1.66,4573,30.45,-1.65,11,投連賣
8	,2377.TW,微星,119.5,1.7,2513,160.5,-18.86,11,投連賣
9	,2492.TW,華新科,78.7,-1.38,848,167,-50.5,11,投連賣
10	,4958.TW,臻鼎-KY,108,-1.37,2633,100.5,12.54,10,投連賣
11	,2354.TW,鴻準,51.4,-1.15,1092,64.9,-17.83,9,投連賣
12	,3264.TW,欣銓,49.85,-0.89,1243,55.5,-4.83,9,投連賣
13	,4904.TW,遠傳,65.7,-0.3,2525,64.6,5.85,8,投連賣
14	,2105.TW,正新,33.75,-0.74,1203,36.1,-3.24,7,投連賣
15	,2303.TW,聯電,41.95,-2.1,34060,65,-31.27,7,投連賣
16	,2308.TW,台達電,281,-1.92,5149,275,4.62,7,投連賣
17	,8046.TW,南電,242,-0.41,10124,572,-56.18,7,投連賣
18	,3045.TW,台灣大,94.8,0,2514,100,-1.27,6,投連賣
19	,4919.TW,新唐,117,-2.09,4502,141,-13.4,6,投連賣
20	,6147.TW,頎邦,58.6,0.51,604,66.7,-2.37,6,投連賣
21	,6239.TW,力成,81.3,0.62,1926,97.7,-10.02,6,投連賣
22	,9938.TW,百和,59,4.8,4688,81.7,-23.25,6,投連賣
23	,2912.TW,統一超,268,-1.47,996,273.5,1.19,5,投連賣
24	,3036.TW,文曄,62.7,-0.95,1327,73.5,-8.77,5,投連賣
25	,6213.TW,聯茂,71.9,0.42,941,142,-46.01,5,投連賣
26	,6669.TW,緯穎,819,-1.33,686,1115,-24.2,5,投連賣
27	,6781.TW,AES-KY,680,1.34,965,1825,-62.19,5,投連賣
28	,8358.TW,金居,51.3,-0.58,1372,77.1,-26.82,5,投連賣
