符合條件商品
資料日期：2022年  5月 16日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/16),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:39 符合檔數(11)
1	,5439.TW,高技,46.85,0,102,46.4,10.16,20,投連賣
2	,4536.TW,拓凱,189,-0.79,392,121,62.85,12,投連賣
3	,6679.TW,鈺太,229,0.44,465,315,-25.57,9,投連賣
4	,2002.TW,中鋼,30.7,0.16,37216,33.2,2.64,8,投連賣
5	,6443.TW,元晶,34.1,1.19,7879,35,-2.57,8,投連賣
6	,1722.TW,台肥,53.1,-0.56,1033,67.4,-17.73,7,投連賣
7	,3665.TW,貿聯-KY,251,-2.33,1391,303.5,-14.72,7,投連賣
8	,1308.TW,亞聚,28.2,-0.88,1358,28.15,11.73,5,投連賣
9	,2014.TW,中鴻,27.6,1.1,53751,32.9,-7.04,5,投連賣
10	,2606.TW,裕民,50.1,-3.47,10468,61.4,-12.5,5,投連賣
11	,8046.TW,南電,242,-0.41,10124,401,-37.49,5,投連賣
