符合條件商品
資料日期：2022年  6月 29日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/29),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:31 符合檔數(15)
1	,2393.TW,億光,37.5,0.94,242,42.25,-2.95,20,投連賣
2	,3532.TW,台勝科,142,-2.07,1152,185.5,-22.32,14,投連賣
3	,8299.TW,群聯,305,-0.81,792,281.5,11.96,12,投連賣
4	,5230.TW,雷笛克光學,22.8,0,19,22.7,0.44,11,投連賣
5	,2002.TW,中鋼,30.7,0.16,37216,29.1,17.09,10,投連賣
6	,2618.TW,長榮航,28.1,-2.09,27994,31.6,-9.33,10,投連賣
7	,4919.TW,新唐,117,-2.09,4502,143,-14.61,9,投連賣
8	,6104.TW,創惟,88.8,0.23,2437,150.5,-41,9,投連賣
9	,3264.TW,欣銓,49.85,-0.89,1243,37.2,34.01,8,投連賣
10	,2062.TW,橋椿,22.35,-0.22,124,23.9,-4.32,7,投連賣
11	,3131.TW,弘塑,225,-0.88,34,235.5,2.68,7,投連賣
12	,3526.TW,凡甲,117.5,-0.42,125,146,-13.28,7,投連賣
13	,8150.TW,南茂,32.9,1.23,1428,39.1,-15.86,7,投連賣
14	,3675.TW,德微,168,2.75,1849,236,-27.14,5,投連賣
15	,6716.TW,應廣,76.5,0,0,123,-27.1,5,投連賣
