符合條件商品
資料日期：2022年  4月 20日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/20),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:41 符合檔數(16)
1	,4966.TW,譜瑞-KY,825,0.86,553,1415,-40.53,15,投連賣
2	,3006.TW,晶豪科,66.2,0,3117,124.5,-41.56,13,投連賣
3	,8299.TW,群聯,305,-0.81,792,414.5,-20.54,11,投連賣
4	,6196.TW,帆宣,117,-0.43,361,132.5,-7.87,9,投連賣
5	,1531.TW,高林股,13.95,-0.36,46,15.05,-2.79,8,投連賣
6	,1817.TW,凱撒衛,37.9,0.4,40,35.8,12.3,8,投連賣
7	,2236.TW,百達-KY,23.6,0.43,223,26,3.55,8,投連賣
8	,8433.TW,弘帆,62.4,0.32,14,44.6,46.48,8,投連賣
9	,2481.TW,強茂,60.4,-0.33,2094,80.8,-21.09,7,投連賣
10	,5284.TW,jpp-KY,68.8,-2.41,2843,44.1,64.16,7,投連賣
11	,5439.TW,高技,46.85,0,102,52.4,-2.46,7,投連賣
12	,6488.TW,環球晶,435.5,-2.57,2065,580,-23.51,7,投連賣
13	,3035.TW,智原,159,0.63,7973,276.5,-41.17,6,投連賣
14	,4536.TW,拓凱,189,-0.79,392,130.5,50.99,6,投連賣
15	,3532.TW,台勝科,142,-2.07,1152,224.5,-35.82,5,投連賣
16	,6213.TW,聯茂,71.9,0.42,941,109,-29.67,5,投連賣
