符合條件商品
資料日期：2022年  5月 11日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/11),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:39 符合檔數(13)
1	,2236.TW,百達-KY,23.6,0.43,223,25.55,5.4,20,投連賣
2	,5284.TW,jpp-KY,68.8,-2.41,2843,43.45,66.59,20,投連賣
3	,5439.TW,高技,46.85,0,102,46.85,9.11,20,投連賣
4	,8433.TW,弘帆,62.4,0.32,14,48.55,34.57,20,投連賣
5	,4536.TW,拓凱,189,-0.79,392,121,62.85,9,投連賣
6	,3406.TW,玉晶光,364,-0.68,820,352,5.48,8,投連賣
7	,6104.TW,創惟,88.8,0.23,2437,194.5,-54.34,8,投連賣
8	,2031.TW,新光鋼,44,-0.56,5573,52.4,-6.52,7,投連賣
9	,3491.TW,昇達科,136.5,1.11,719,135,4.13,7,投連賣
10	,6679.TW,鈺太,229,0.44,465,311.5,-24.74,6,投連賣
11	,2002.TW,中鋼,30.7,0.16,37216,34.2,-0.36,5,投連賣
12	,2891.TW,中信金,21.9,-1.13,23817,27.1,-14.65,5,投連賣
13	,6443.TW,元晶,34.1,1.19,7879,37,-7.84,5,投連賣
