符合條件商品
資料日期：2022年 11月 22日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/22),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:11 符合檔數(15)
1	,1402.TW,遠東新,31.55,-4.39,10632,30.9,2.1,9,投連賣
2	,2059.TW,川湖,395,-0.63,106,400,-1.25,9,投連賣
3	,3665.TW,貿聯-KY,251,-2.33,1391,244,2.87,9,投連賣
4	,6414.TW,樺漢,198.5,-0.25,272,202,-1.73,8,投連賣
5	,2360.TW,致茂,179,0.56,783,189.5,-5.54,7,投連賣
6	,2890.TW,永豐金,16.7,-4.84,27291,17.15,-2.62,7,投連賣
7	,6472.TW,保瑞,406.5,-2.28,4588,440,-7.61,7,投連賣
8	,1476.TW,儒鴻,492.5,1.23,1098,436.5,12.83,6,投連賣
9	,2474.TW,可成,169,-1.74,2651,179.5,-5.85,6,投連賣
10	,3045.TW,台灣大,94.8,0,2514,91.8,3.27,6,投連賣
11	,8928.TW,鉅明,39.05,-0.26,45,36.55,6.84,6,投連賣
12	,1605.TW,華新,46.75,-1.68,42087,42.6,9.74,5,投連賣
13	,3481.TW,群創,11.1,0,42046,12.2,-9.02,5,投連賣
14	,3594.TW,磐儀,27.95,2.01,1037,25.45,9.82,5,投連賣
15	,6488.TW,環球晶,435.5,-2.57,2065,476.5,-8.6,5,投連賣
