符合條件商品
資料日期：2021年 12月  2日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/02),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:57 符合檔數(20)
1	,3661.TW,世芯-KY,803,-1.35,2950,1015,-19.89,14,投連賣
2	,3711.TW,日月光投控,93.8,-3.6,11870,105,-3.23,12,投連賣
3	,4958.TW,臻鼎-KY,108,-1.37,2633,98,15.4,12,投連賣
4	,9914.TW,美利達,171,-2.29,298,300,-40.97,12,投連賣
5	,3443.TW,創意,726,-0.55,5389,595,23.55,9,投連賣
6	,6510.TW,精測,490.5,-1.21,161,683,-25.5,8,投連賣
7	,6781.TW,AES-KY,680,1.34,965,1525,-54.75,8,投連賣
8	,8155.TW,博智,108,-1.37,385,125.5,-9.61,8,投連賣
9	,1476.TW,儒鴻,492.5,1.23,1098,581,-12.68,7,投連賣
10	,8255.TW,朋程,177,5.04,12777,230.5,-20.95,7,投連賣
11	,2360.TW,致茂,179,0.56,783,181,3.38,6,投連賣
12	,3189.TW,景碩,107,0,9581,230,-52.03,6,投連賣
13	,6239.TW,力成,81.3,0.62,1926,98.1,-10.38,6,投連賣
14	,2337.TW,旺宏,35,0.57,15889,42.55,-12.37,5,投連賣
15	,2345.TW,智邦,237.5,-6.5,4085,284,-14.34,5,投連賣
16	,2383.TW,台光電,176.5,-0.84,2034,269,-30.36,5,投連賣
17	,2610.TW,華航,19,-1.55,26392,26.1,-24.51,5,投連賣
18	,8150.TW,南茂,32.9,1.23,1428,45.7,-20.36,5,投連賣
19	,8938.TW,明安,94.7,-0.53,233,73.9,37.53,5,投連賣
20	,8942.TW,森鉅,60.2,-0.17,53,67.8,-2.6,5,投連賣
