符合條件商品
資料日期：2022年  6月 13日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/13),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:35 符合檔數(18)
1	,5439.TW,高技,46.85,0,102,47.75,7.04,20,投連賣
2	,8046.TW,南電,242,-0.41,10124,345,-27.34,15,投連賣
3	,2458.TW,義隆,86.1,-1.71,718,145,-32.9,14,投連賣
4	,5230.TW,雷笛克光學,22.8,0,19,24.3,-2.94,14,投連賣
5	,3035.TW,智原,159,0.63,7973,226,-28.02,13,投連賣
6	,2344.TW,華邦電,20.1,-0.99,9528,26.75,-21.94,12,投連賣
7	,6147.TW,頎邦,58.6,0.51,604,68.1,-4.37,12,投連賣
8	,2393.TW,億光,37.5,0.94,242,43.15,-4.97,10,投連賣
9	,2014.TW,中鴻,27.6,1.1,53751,31.15,-1.81,9,投連賣
10	,5284.TW,jpp-KY,68.8,-2.41,2843,43.1,67.97,9,投連賣
11	,2449.TW,京元電子,36.4,-1.75,4505,45.75,-14.09,8,投連賣
12	,2640.TW,大車隊,86.4,1.17,61,78.6,14.95,7,投連賣
13	,6438.TW,迅得,86.2,-0.69,51,103,-16.31,7,投連賣
14	,6274.TW,台燿,52.5,1.16,910,69.8,-24.79,6,投連賣
15	,2233.TW,宇隆,99.5,0.3,88,125.5,-16.85,5,投連賣
16	,2303.TW,聯電,41.95,-2.1,34060,50,-10.67,5,投連賣
17	,3529.TW,力旺,1350,1.12,770,1360,0.48,5,投連賣
18	,8155.TW,博智,108,-1.37,385,148,-23.35,5,投連賣
