符合條件商品
資料日期：2022年  3月 11日
策略,	08投信5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/11),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 16:45 符合檔數(9)
1	,6488.TW,環球晶,435.5,-2.57,2065,638,-30.46,11,投連賣
2	,5483.TW,中美晶,143.5,-1.37,3418,171.5,-13.64,9,投連賣
3	,1476.TW,儒鴻,492.5,1.23,1098,437.5,15.96,8,投連賣
4	,1477.TW,聚陽,238.5,0,510,197,27.37,7,投連賣
5	,2383.TW,台光電,176.5,-0.84,2034,253,-25.96,6,投連賣
6	,2059.TW,川湖,395,-0.63,106,420.5,-3.8,5,投連賣
7	,2376.TW,技嘉,106.5,1.43,5227,133,-7.96,5,投連賣
8	,3533.TW,嘉澤,829,0.36,375,670,26.83,5,投連賣
9	,8069.TW,元太,167,-1.47,11565,132,28.71,5,投連賣
