符合條件商品
資料日期：2021年 11月 26日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/26),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:23 符合檔數(17)
1	,2891.TW,中信金,21.9,-1.13,23817,24.7,-6.33,17,投連買
2	,2890.TW,永豐金,16.7,-4.84,27291,15.15,16.62,16,投連買
3	,6669.TW,緯穎,819,-1.33,686,989,-14.54,14,投連買
4	,8422.TW,可寧衛,177.5,0,124,242.5,-22.78,12,投連買
5	,2603.TW,長榮,167.5,-2.33,36972,118.5,-26.78,11,投連買
6	,6457.TW,紘康,62.5,-1.26,183,216,-66.8,11,投連買
7	,2882.TW,國泰金,41.15,1.86,33982,60.2,-26.47,9,投連買
8	,2327.TW,國巨,460,-1.39,1468,452,-15.34,7,投連買
9	,6679.TW,鈺太,229,0.44,465,371.5,-36.89,7,投連買
10	,2412.TW,中華電,112.5,-0.44,6521,113,3.2,6,投連買
11	,2886.TW,兆豐金,30.55,-0.97,8425,33.9,-4.02,6,投連買
12	,2344.TW,華邦電,20.1,-0.99,9528,30.15,-30.76,5,投連買
13	,2408.TW,南亞科,51.4,-0.58,5241,73.5,-25.21,5,投連買
14	,3532.TW,台勝科,142,-2.07,1152,235.5,-38.81,5,投連買
15	,5483.TW,中美晶,143.5,-1.37,3418,200.5,-24.99,5,投連買
16	,6182.TW,合晶,41.8,-0.36,1757,77.2,-44.3,5,投連買
17	,6488.TW,環球晶,435.5,-2.57,2065,808,-44.59,5,投連買
