符合條件商品
資料日期：2022年  7月  1日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/01),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:33 符合檔數(50)
1	,2317.TW,鴻海,101,0,15490,106,0.2,20,投連買
2	,5876.TW,上海商銀,44.25,-0.45,2405,52,-11.8,20,投連買
3	,2324.TW,仁寶,22.95,0.44,9576,22.4,2.46,18,投連買
4	,9933.TW,中鼎,41.85,0.6,916,42.4,-1.3,17,投連買
5	,1303.TW,南亞,70.3,-1.54,4616,82.7,-6.27,15,投連買
6	,1402.TW,遠東新,31.55,-4.39,10632,31.15,6.3,15,投連買
7	,2308.TW,台達電,281,-1.92,5149,221.5,26.86,15,投連買
8	,2357.TW,華碩,271,-1.63,1392,309.5,0.84,15,投連買
9	,2474.TW,可成,169,-1.74,2651,162,10.56,15,投連買
10	,2891.TW,中信金,21.9,-1.13,23817,24.6,-5.97,15,投連買
11	,2412.TW,中華電,112.5,-0.44,6521,124,-9.27,12,投連買
12	,2883.TW,開發金,12.7,-0.78,8936,14.3,-4.51,12,投連買
13	,4904.TW,遠傳,65.7,-0.3,2525,85.5,-20.02,12,投連買
14	,1319.TW,東陽,41.05,0.37,2564,46.6,-11.91,10,投連買
15	,2395.TW,研華,333,-1.48,273,346.5,-1.5,10,投連買
16	,2880.TW,華南金,22.5,-1.1,4175,22.4,7.3,10,投連買
17	,2887.TW,台新金,15.2,0,6593,16,3.33,10,投連買
18	,3008.TW,大立光,2140,0,324,1690,29.08,10,投連買
19	,5871.TW,中租-KY,216.5,0.46,2711,189,14.55,10,投連買
20	,5880.TW,合庫金,25.95,-0.76,4866,26.5,4.51,10,投連買
21	,3023.TW,信邦,275.5,-0.18,232,236,19.65,9,投連買
22	,6719.TW,力智,256,-0.97,769,416,-36.89,9,投連買
23	,1216.TW,統一,65.9,0,2803,67.9,1.04,8,投連買
24	,2882.TW,國泰金,41.15,1.86,33982,49.7,-10.93,8,投連買
25	,2892.TW,第一金,26.3,-0.38,6392,25.8,7.96,8,投連買
26	,1504.TW,東元,27.25,-0.37,1749,29.05,-6.2,7,投連買
27	,1795.TW,美時,232,0.22,11755,142.5,65.2,7,投連買
28	,2855.TW,統一證,15.85,0,341,18.25,-2.64,7,投連買
29	,2912.TW,統一超,268,-1.47,996,273,1.38,7,投連買
30	,4958.TW,臻鼎-KY,108,-1.37,2633,95.8,12.73,7,投連買
31	,6005.TW,群益證,11.1,0,1344,13.55,-5.77,7,投連買
32	,1101.TW,台泥,34.05,-1.16,23484,40.35,-4.89,6,投連買
33	,1102.TW,亞泥,41.55,0.24,6062,44.2,1.79,6,投連買
34	,2301.TW,光寶科,64,-0.47,4678,57,14.8,6,投連買
35	,2347.TW,聯強,61,-0.81,2957,51.9,17.53,6,投連買
36	,2356.TW,英業達,26,0.19,6530,24.75,11.54,6,投連買
37	,2886.TW,兆豐金,30.55,-0.97,8425,35.25,-7.7,6,投連買
38	,3702.TW,大聯大,47.8,-0.52,2583,53.9,-5.03,6,投連買
39	,5347.TW,世界,81.5,-1.69,3288,73.3,18.46,6,投連買
40	,5904.TW,寶雅,447.5,-0.33,243,337.5,37.96,6,投連買
41	,6505.TW,台塑化,80.1,-1.11,1418,93,-13.87,6,投連買
42	,8114.TW,振樺電,110,0.92,219,122.5,-10.2,6,投連買
43	,9958.TW,世紀鋼,88.9,-1.22,9352,109,-15.31,6,投連買
44	,1229.TW,聯華,49.25,0.2,537,54.7,-5.47,5,投連買
45	,1304.TW,台聚,22.1,1.61,6105,23.7,2.31,5,投連買
46	,1305.TW,華夏,26.5,1.15,17566,29.5,-1.3,5,投連買
47	,2104.TW,國際中橡,19.6,0.77,1331,19.05,2.89,5,投連買
48	,2360.TW,致茂,179,0.56,783,142,31.77,5,投連買
49	,2382.TW,廣達,71.2,-0.97,4354,79.3,-2.61,5,投連買
50	,3293.TW,鈊象,425.5,-0.23,3602,735,23.69,5,投連買
