符合條件商品
資料日期：2022年 10月 12日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/12),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:13 符合檔數(50)
1	,1402.TW,遠東新,31.55,-4.39,10632,31.95,-1.25,20,投連買
2	,1605.TW,華新,46.75,-1.68,42087,37.5,24.67,20,投連買
3	,2301.TW,光寶科,64,-0.47,4678,64.5,-0.78,20,投連買
4	,2347.TW,聯強,61,-0.81,2957,53,15.09,20,投連買
5	,2357.TW,華碩,271,-1.63,1392,231.5,17.06,20,投連買
6	,2474.TW,可成,169,-1.74,2651,168,0.6,20,投連買
7	,2887.TW,台新金,15.2,0,6593,13.3,14.29,20,投連買
8	,2892.TW,第一金,26.3,-0.38,6392,25.15,4.57,20,投連買
9	,3034.TW,聯詠,301.5,-0.17,3163,237,27.22,20,投連買
10	,3533.TW,嘉澤,829,0.36,375,736,12.64,20,投連買
11	,2886.TW,兆豐金,30.55,-0.97,8425,30.25,0.99,19,投連買
12	,2353.TW,宏碁,23.15,0.22,5082,21.5,7.67,17,投連買
13	,2885.TW,元大金,21.8,-0.91,10786,19.35,12.66,17,投連買
14	,1216.TW,統一,65.9,0,2803,66.9,-1.49,16,投連買
15	,1303.TW,南亞,70.3,-1.54,4616,65.1,7.99,15,投連買
16	,1326.TW,台化,69.4,-0.72,1689,66.7,4.05,15,投連買
17	,2317.TW,鴻海,101,0,15490,103,-1.94,15,投連買
18	,2356.TW,英業達,26,0.19,6530,23.25,11.83,14,投連買
19	,2408.TW,南亞科,51.4,-0.58,5241,52.7,-2.47,14,投連買
20	,2880.TW,華南金,22.5,-1.1,4175,21.6,4.17,14,投連買
21	,2890.TW,永豐金,16.7,-4.84,27291,17.1,-2.34,14,投連買
22	,2912.TW,統一超,268,-1.47,996,276.5,-3.07,14,投連買
23	,5880.TW,合庫金,25.95,-0.76,4866,25.1,3.39,14,投連買
24	,2324.TW,仁寶,22.95,0.44,9576,21.5,6.74,13,投連買
25	,3231.TW,緯創,29.9,-0.83,12268,26.5,12.83,13,投連買
26	,3702.TW,大聯大,47.8,-0.52,2583,46.9,1.92,13,投連買
27	,2360.TW,致茂,179,0.56,783,173.5,3.17,12,投連買
28	,2458.TW,義隆,86.1,-1.71,718,77.3,11.38,10,投連買
29	,3481.TW,群創,11.1,0,42046,11.5,-3.48,10,投連買
30	,2327.TW,國巨,460,-1.39,1468,270.5,36.4,9,投連買
31	,2891.TW,中信金,21.9,-1.13,23817,20.25,8.15,9,投連買
32	,6415.TW,矽力*-KY,445,1.37,2330,425,4.71,9,投連買
33	,2454.TW,聯發科,660,-0.15,2431,549,20.22,8,投連買
34	,5871.TW,中租-KY,216.5,0.46,2711,178,21.63,8,投連買
35	,8454.TW,富邦媒,626,0,570,520,20.38,7,投連買
36	,2330.TW,台積電,455,-2.78,26724,397.5,15.12,6,投連買
37	,3665.TW,貿聯-KY,251,-2.33,1391,281.5,-10.83,6,投連買
38	,5009.TW,榮剛,37.5,-0.66,11974,30.85,21.56,6,投連買
39	,1301.TW,台塑,86.8,-0.46,6046,80.8,7.43,5,投連買
40	,1519.TW,華城,48.9,2.09,3632,43.45,12.54,5,投連買
41	,1760.TW,寶齡富錦,190,8.57,30709,144.5,31.49,5,投連買
42	,2105.TW,正新,33.75,-0.74,1203,34.85,-3.16,5,投連買
43	,2409.TW,友達,15.4,0.65,36394,16.45,-6.38,5,投連買
44	,2753.TW,八方雲集,198,0,337,188,6.57,5,投連買
45	,2882.TW,國泰金,41.15,1.86,33982,39.55,4.05,5,投連買
46	,2883.TW,開發金,12.7,-0.78,8936,12.2,4.1,5,投連買
47	,3006.TW,晶豪科,66.2,0,3117,63.5,4.25,5,投連買
48	,4743.TW,合一,259.5,-1.14,14786,252,2.98,5,投連買
49	,5876.TW,上海商銀,44.25,-0.45,2405,48.05,-7.91,5,投連買
50	,6121.TW,新普,288.5,-0.35,276,259.5,16.42,5,投連買
