符合條件商品
資料日期：2022年 11月  4日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/04),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:09 符合檔數(22)
1	,1326.TW,台化,69.4,-0.72,1689,69.1,0.43,20,投連買
2	,2474.TW,可成,169,-1.74,2651,171,-1.17,20,投連買
3	,2324.TW,仁寶,22.95,0.44,9576,21.3,7.75,12,投連買
4	,2356.TW,英業達,26,0.19,6530,23.65,9.94,12,投連買
5	,2881.TW,富邦金,56.7,-0.18,6587,51.5,10.1,10,投連買
6	,6533.TW,晶心科,494.5,-1.69,4905,406.5,21.65,8,投連買
7	,3653.TW,健策,369.5,-0.81,1389,378,-2.25,7,投連買
8	,4919.TW,新唐,117,-2.09,4502,111,5.41,7,投連買
9	,5871.TW,中租-KY,216.5,0.46,2711,157.5,37.46,7,投連買
10	,1101.TW,台泥,34.05,-1.16,23484,30.45,11.82,6,投連買
11	,1590.TW,亞德客-KY,911,0,242,785,16.05,6,投連買
12	,2301.TW,光寶科,64,-0.47,4678,66.4,-3.61,6,投連買
13	,2347.TW,聯強,61,-0.81,2957,54.4,12.13,6,投連買
14	,2892.TW,第一金,26.3,-0.38,6392,24.95,5.41,6,投連買
15	,2303.TW,聯電,41.95,-2.1,34060,38.9,7.84,5,投連買
16	,2327.TW,國巨,460,-1.39,1468,389.5,18.1,5,投連買
17	,2383.TW,台光電,176.5,-0.84,2034,164.5,7.29,5,投連買
18	,2408.TW,南亞科,51.4,-0.58,5241,54.9,-6.38,5,投連買
19	,2454.TW,聯發科,660,-0.15,2431,597,10.55,5,投連買
20	,3661.TW,世芯-KY,803,-1.35,2950,725,10.76,5,投連買
21	,3702.TW,大聯大,47.8,-0.52,2583,45.4,5.29,5,投連買
22	,4770.TW,上品,300.5,-4.6,1157,271.5,10.68,5,投連買
