符合條件商品
資料日期：2021年 11月 18日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/18),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:24 符合檔數(51)
1	,9917.TW,中保科,99.6,1.32,404,105.5,-0.9,16,投連買
2	,2301.TW,光寶科,64,-0.47,4678,61.7,9.93,15,投連買
3	,2376.TW,技嘉,106.5,1.43,5227,138.5,-11.61,15,投連買
4	,2883.TW,開發金,12.7,-0.78,8936,17.1,-20.13,15,投連買
5	,2888.TW,新光金,8.75,-0.57,13386,11.55,-20.81,15,投連買
6	,2889.TW,國票金,11.35,0,2314,16.4,-24.18,15,投連買
7	,2892.TW,第一金,26.3,-0.38,6392,24,16.06,15,投連買
8	,1326.TW,台化,69.4,-0.72,1689,81.1,-9.07,14,投連買
9	,1210.TW,大成,45.45,1.91,1876,53.3,-7.96,11,投連買
10	,1216.TW,統一,65.9,0,2803,68.5,0.15,11,投連買
11	,2891.TW,中信金,21.9,-1.13,23817,24.75,-6.53,11,投連買
12	,2324.TW,仁寶,22.95,0.44,9576,23.6,5.57,10,投連買
13	,2347.TW,聯強,61,-0.81,2957,57.4,14.43,10,投連買
14	,2356.TW,英業達,26,0.19,6530,26.45,4.38,10,投連買
15	,2449.TW,京元電子,36.4,-1.75,4505,43.45,-9.54,10,投連買
16	,2890.TW,永豐金,16.7,-4.84,27291,15.2,16.21,10,投連買
17	,3045.TW,台灣大,94.8,0,2514,100.5,-1.76,10,投連買
18	,6176.TW,瑞儀,106,0.47,1064,100.5,14.89,10,投連買
19	,2344.TW,華邦電,20.1,-0.99,9528,30.55,-31.66,9,投連買
20	,3702.TW,大聯大,47.8,-0.52,2583,50.1,2.18,9,投連買
21	,2338.TW,光罩,86.3,0.94,3470,102.5,-13.59,8,投連買
22	,6669.TW,緯穎,819,-1.33,686,984,-14.1,8,投連買
23	,2382.TW,廣達,71.2,-0.97,4354,88.3,-12.54,7,投連買
24	,2454.TW,聯發科,660,-0.15,2431,1085,-33.12,7,投連買
25	,1215.TW,卜蜂,78.3,0.77,1049,81,10.45,6,投連買
26	,1232.TW,大統益,141.5,-0.35,131,167,-12.04,6,投連買
27	,1513.TW,中興電,66,0.15,12515,45.6,52.53,6,投連買
28	,1904.TW,正隆,27.15,-1.09,381,36.05,-19.58,6,投連買
29	,1907.TW,永豐餘,24.45,-1.21,810,35.25,-26.07,6,投連買
30	,2441.TW,超豐,48.2,-2.33,4006,81.7,-36.11,6,投連買
31	,2809.TW,京城銀,33.9,-3.42,3989,41.8,-14.2,6,投連買
32	,2820.TW,華票,14.55,0,290,17.8,-13.6,6,投連買
33	,2912.TW,統一超,268,-1.47,996,292,-5.22,6,投連買
34	,3005.TW,神基,43.55,0.35,857,54.5,-14.67,6,投連買
35	,3026.TW,禾伸堂,89.9,0,51,122,-19.1,6,投連買
36	,3036.TW,文曄,62.7,-0.95,1327,65.3,2.69,6,投連買
37	,5434.TW,崇越,167.5,0.9,197,152,16.37,6,投連買
38	,5469.TW,瀚宇博,31.65,-0.94,479,46.4,-26.72,6,投連買
39	,5522.TW,遠雄,58.5,0.34,1205,67.9,-4.07,6,投連買
40	,6005.TW,群益證,11.1,0,1344,16.8,-24.02,6,投連買
41	,6202.TW,盛群,67.6,0,761,112.5,-33.31,6,投連買
42	,6214.TW,精誠,70,-0.28,922,87.4,-14.21,6,投連買
43	,6257.TW,矽格,48.85,0.31,824,62.8,-15.29,6,投連買
44	,6412.TW,群電,74.5,2.48,374,78.2,1.82,6,投連買
45	,8150.TW,南茂,32.9,1.23,1428,48.4,-24.8,6,投連買
46	,8422.TW,可寧衛,177.5,0,124,239,-21.65,6,投連買
47	,2603.TW,長榮,167.5,-2.33,36972,119,-27.09,5,投連買
48	,3044.TW,健鼎,96,1.59,1391,120,-14.4,5,投連買
49	,3533.TW,嘉澤,829,0.36,375,674,26.08,5,投連買
50	,6138.TW,茂達,117.5,-0.42,755,238.5,-47.25,5,投連買
51	,6457.TW,紘康,62.5,-1.26,183,212,-66.18,5,投連買
