符合條件商品
資料日期：2021年 11月 16日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/16),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:24 符合檔數(28)
1	,9917.TW,中保科,99.6,1.32,404,103.5,1.02,14,投連買
2	,2301.TW,光寶科,64,-0.47,4678,62.6,8.35,13,投連買
3	,2376.TW,技嘉,106.5,1.43,5227,140.5,-12.87,13,投連買
4	,2883.TW,開發金,12.7,-0.78,8936,15.65,-12.71,13,投連買
5	,2888.TW,新光金,8.75,-0.57,13386,10.15,-9.89,13,投連買
6	,2889.TW,國票金,11.35,0,2314,15.85,-21.56,13,投連買
7	,2892.TW,第一金,26.3,-0.38,6392,23.6,18.04,13,投連買
8	,1326.TW,台化,69.4,-0.72,1689,81.1,-9.07,12,投連買
9	,1210.TW,大成,45.45,1.91,1876,52.7,-6.9,9,投連買
10	,1216.TW,統一,65.9,0,2803,68.6,0,9,投連買
11	,2891.TW,中信金,21.9,-1.13,23817,24.05,-3.82,9,投連買
12	,1476.TW,儒鴻,492.5,1.23,1098,653,-22.31,8,投連買
13	,2324.TW,仁寶,22.95,0.44,9576,23.7,5.13,8,投連買
14	,2347.TW,聯強,61,-0.81,2957,58.3,12.67,8,投連買
15	,2352.TW,佳世達,27.5,1.66,4573,31.15,-3.88,8,投連買
16	,2356.TW,英業達,26,0.19,6530,27,2.24,8,投連買
17	,2449.TW,京元電子,36.4,-1.75,4505,42.7,-7.94,8,投連買
18	,2890.TW,永豐金,16.7,-4.84,27291,14.75,19.8,8,投連買
19	,3045.TW,台灣大,94.8,0,2514,100,-1.27,8,投連買
20	,6176.TW,瑞儀,106,0.47,1064,97.7,18.18,8,投連買
21	,2344.TW,華邦電,20.1,-0.99,9528,30.6,-31.77,7,投連買
22	,3702.TW,大聯大,47.8,-0.52,2583,51.8,-1.18,7,投連買
23	,2338.TW,光罩,86.3,0.94,3470,105.5,-16.04,6,投連買
24	,6271.TW,同欣電,201,-4.29,2372,300.5,-36.45,6,投連買
25	,6669.TW,緯穎,819,-1.33,686,977,-13.49,6,投連買
26	,1565.TW,精華,244,0.21,46,305.5,-15.58,5,投連買
27	,2382.TW,廣達,71.2,-0.97,4354,88.6,-12.84,5,投連買
28	,2454.TW,聯發科,660,-0.15,2431,1035,-29.89,5,投連買
